# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/mapDamage2_ssLibs/input/CDM020.A0102.SG1.4_5M.mapped_n_elongata_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/input/GCF_900453895.1_42925_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	30	322
+	40	250
+	45	226
+	32	344
+	41	245
+	72	45
+	55	119
+	37	280
+	35	286
+	59	71
+	61	81
+	64	79
+	42	264
+	34	320
+	38	257
+	49	158
+	31	317
+	54	113
+	46	196
+	93	12
+	39	232
+	80	21
+	48	171
+	36	273
+	51	136
+	74	43
+	69	53
+	76	107
+	66	64
+	44	243
+	65	71
+	33	287
+	109	6
+	47	213
+	87	14
+	43	248
+	100	6
+	62	66
+	75	56
+	58	99
+	83	13
+	79	39
+	50	158
+	52	143
+	128	5
+	53	129
+	67	62
+	56	103
+	71	45
+	60	74
+	81	23
+	77	44
+	70	39
+	99	10
+	91	20
+	96	11
+	57	110
+	73	53
+	98	7
+	122	5
+	68	49
+	138	2
+	103	9
+	106	7
+	85	25
+	78	25
+	118	5
+	117	1
+	89	11
+	63	57
+	115	3
+	104	12
+	82	35
+	120	5
+	112	7
+	113	2
+	105	6
+	114	4
+	97	8
+	108	10
+	139	2
+	101	7
+	95	14
+	84	13
+	102	12
+	90	14
+	134	3
+	86	7
+	88	11
+	110	4
+	111	6
+	135	2
+	133	3
+	94	15
+	119	4
+	107	5
+	137	3
+	130	2
+	92	13
+	140	2
+	127	3
+	129	3
+	123	5
+	121	1
+	125	2
+	126	3
+	131	2
+	136	2
+	116	4
+	132	2
-	35	274
-	36	262
-	34	316
-	50	149
-	66	70
-	41	206
-	90	16
-	58	96
-	76	108
-	32	316
-	55	111
-	45	211
-	40	230
-	52	146
-	42	248
-	30	345
-	33	313
-	56	119
-	64	74
-	39	235
-	106	7
-	31	337
-	37	266
-	48	192
-	51	168
-	38	258
-	77	33
-	71	57
-	49	167
-	108	5
-	73	47
-	43	240
-	74	32
-	62	68
-	47	194
-	70	63
-	82	22
-	54	112
-	46	211
-	68	43
-	78	31
-	75	37
-	53	121
-	60	68
-	59	78
-	111	9
-	89	21
-	69	64
-	44	219
-	67	69
-	114	2
-	85	16
-	57	101
-	80	30
-	63	70
-	81	21
-	98	13
-	104	12
-	61	60
-	84	21
-	93	16
-	72	50
-	65	59
-	101	6
-	83	16
-	95	16
-	109	6
-	97	12
-	91	10
-	79	29
-	88	20
-	119	3
-	86	18
-	105	6
-	116	5
-	92	13
-	123	4
-	87	15
-	96	9
-	121	3
-	102	11
-	115	2
-	124	5
-	136	3
-	29	4
-	107	7
-	117	2
-	125	3
-	94	12
-	132	3
-	135	3
-	113	2
-	137	1
-	129	3
-	100	9
-	103	3
-	99	6
-	133	1
-	118	5
-	112	3
-	139	1
-	127	2
-	110	3
-	126	1
-	134	1
-	130	1
-	138	1
-	122	1
-	140	1
