pos	3pG>A
1	0.021620213597291
2	0.021683967704729
3	0.0160714285714286
4	0.0228989612842304
5	0.0202751629254164
6	0.0163132137030995
7	0.0221526607271852
8	0.0211200759373517
9	0.0201465201465201
10	0.0230918813806514
11	0.0184510803593105
12	0.0199230246773828
13	0.0179297155151805
14	0.0169208770257388
15	0.0185717444174221
16	0.0189683090446449
17	0.0182456140350877
18	0.0122227252150294
19	0.016969125618666
20	0.0165926618368778
21	0.020746887966805
22	0.0197183098591549
23	0.0182030338389732
24	0.0186067619695938
25	0.0186189017204808
