# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/mapDamage2_ssLibs/input/CDM020.A0102.SG1.4_5M.mapped_a_kilianii_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/input/GCF_963519225.1_ERR9968767_bin.6_MetaWRAP_v1.3_MAG_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	53	44
+	30	71
+	60	35
+	92	4
+	52	48
+	97	5
+	90	6
+	42	74
+	50	44
+	59	35
+	70	17
+	67	20
+	35	85
+	36	67
+	40	64
+	73	20
+	34	73
+	120	3
+	55	42
+	41	59
+	61	22
+	38	63
+	58	34
+	106	6
+	78	14
+	66	23
+	44	61
+	39	67
+	43	82
+	69	19
+	57	32
+	75	17
+	54	35
+	72	17
+	47	57
+	48	53
+	62	25
+	37	69
+	74	18
+	31	81
+	71	24
+	85	7
+	45	72
+	51	43
+	84	11
+	33	91
+	110	4
+	56	36
+	46	68
+	65	16
+	93	6
+	32	65
+	76	35
+	63	22
+	80	12
+	68	15
+	91	6
+	99	6
+	83	9
+	49	37
+	64	37
+	108	8
+	81	12
+	114	4
+	94	4
+	112	3
+	100	5
+	98	5
+	119	1
+	86	5
+	89	2
+	77	16
+	96	4
+	104	6
+	79	7
+	107	1
+	82	5
+	103	3
+	118	1
+	87	5
+	101	4
+	117	2
+	109	1
+	128	1
+	95	2
+	111	3
+	88	6
+	115	2
+	136	1
+	113	1
+	127	1
+	121	1
+	29	2
+	125	1
+	132	1
+	102	3
+	105	1
+	129	3
+	141	1
+	122	1
+	131	1
+	130	1
-	71	17
-	81	11
-	40	63
-	67	24
-	35	70
-	43	72
-	53	40
-	31	77
-	49	55
-	96	6
-	32	74
-	39	61
-	61	27
-	30	98
-	74	14
-	76	50
-	37	67
-	123	3
-	52	45
-	36	77
-	51	46
-	46	63
-	48	50
-	58	35
-	50	41
-	47	65
-	73	17
-	60	22
-	34	57
-	75	20
-	108	4
-	65	24
-	38	73
-	57	45
-	33	74
-	91	6
-	42	87
-	55	37
-	56	32
-	45	68
-	59	32
-	69	15
-	84	6
-	104	1
-	66	24
-	54	40
-	68	22
-	64	19
-	89	3
-	101	1
-	105	6
-	63	12
-	129	3
-	44	64
-	83	12
-	82	7
-	90	9
-	121	2
-	72	12
-	41	62
-	62	21
-	80	10
-	86	8
-	85	10
-	77	16
-	78	8
-	93	5
-	138	2
-	79	9
-	109	3
-	88	5
-	116	2
-	97	8
-	107	3
-	130	4
-	106	3
-	94	5
-	119	2
-	102	4
-	111	2
-	134	2
-	122	1
-	103	3
-	100	2
-	70	12
-	98	2
-	99	2
-	124	3
-	127	3
-	87	3
-	140	2
-	137	1
-	114	2
-	132	1
-	112	1
-	92	6
-	120	3
-	135	1
-	115	1
-	113	2
-	141	1
-	110	2
-	95	1
-	117	1
-	29	2
-	125	2
-	126	2
-	118	1
-	136	1
