pos	3pG>A
1	0.0246913580246914
2	0.0276752767527675
3	0.0204280155642023
4	0.021105527638191
5	0.0178041543026706
6	0.0193285859613428
7	0.0144927536231884
8	0.024
9	0.0268714011516315
10	0.0293838862559242
11	0.0226600985221675
12	0.0176125244618395
13	0.0266009852216749
14	0.0218037661050545
15	0.0176252319109462
16	0.0153403643336529
17	0.0184237461617195
18	0.0202898550724638
19	0.0222868217054264
20	0.0249500998003992
21	0.0213160333642261
22	0.0164888457807953
23	0.0283018867924528
24	0.023
25	0.0214752567693744
