# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/out/CDM019.A0101.SG1.1_5M.mapped_a_kilianii_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/input/GCF_963519225.1_ERR9968767_bin.6_MetaWRAP_v1.3_MAG_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	37	5
+	39	4
+	33	1
+	45	4
+	30	3
+	65	1
+	60	2
+	44	5
+	35	5
+	47	2
+	41	1
+	32	2
+	46	2
+	84	1
+	49	1
+	113	1
+	36	3
+	59	1
+	31	2
+	50	1
+	67	2
+	43	1
+	71	1
+	61	1
+	73	2
+	42	3
+	81	2
+	48	1
+	38	3
+	53	1
+	40	2
+	63	1
+	52	1
+	34	3
+	57	1
+	79	1
-	32	3
-	57	2
-	38	2
-	42	7
-	56	2
-	52	2
-	41	3
-	34	3
-	45	3
-	76	2
-	39	2
-	33	4
-	44	1
-	35	5
-	48	2
-	50	2
-	53	3
-	30	1
-	59	1
-	51	1
-	84	1
-	55	2
-	99	1
-	67	1
-	40	1
-	77	1
-	47	3
-	111	1
-	54	1
-	114	1
-	36	2
-	79	1
-	43	1
-	31	1
-	60	1
-	71	1
-	91	1
-	88	1
