Species	BAN001.A0101.SG1.1_10M	BAN001.A0102.SG1.4_10M	CDM019.A0101.SG1.1_10M	CDM019.A0102.SG1.4_10M	CDM020.A0101.SG1.1_10M	CDM020.A0102.SG1.4_10M	FUM001.A0101.SG1.1_10M	FUM001.A0102.SG1.4_10M	FUM002.A0101.SG1.1_10M	FUM002.A0102.SG1.5_10M	FUM003.A0101.SG1.1_10M	FUM003.A0102.SG1.4_10M	GDN001.A0101.SG1.1_10M	GDN001.A0102.SG1.3_10M	GOY005.A0101.SG1.2_10M	GOY005.A0103.SG1.4_10M	GOY006.A0101.SG1.2_10M	GOY006.A0102.SG1.5_10M	GUE001.A0101.SG1.1_10M	GUE001.A0102.SG1.4_10M	PES001.B0101.SG1.3_10M	PES001.B0102.SG1.5_10M	SPM002.A0101.SG1.1_10M	SPM002.A0103.SG1.4_10M	VLD001.A0101.SG1.1_10M	VLD001.A0102.SG1.2_10M	ZAF001.A0101.SG1.1_10M	ZAF001.A0103.SG1.4_10M	BAN001.A0101.SG1.1_10M_over50bp	BAN001.A0101.SG1.1_10M_under50bp	BAN001.A0102.SG1.4_10M_over50bp	BAN001.A0102.SG1.4_10M_under50bp	CDM019.A0101.SG1.1_10M_over50bp	CDM019.A0101.SG1.1_10M_under50bp	CDM019.A0102.SG1.4_10M_over50bp	CDM019.A0102.SG1.4_10M_under50bp	CDM020.A0101.SG1.1_10M_over50bp	CDM020.A0101.SG1.1_10M_under50bp	CDM020.A0102.SG1.4_10M_over50bp	CDM020.A0102.SG1.4_10M_under50bp	FUM001.A0101.SG1.1_10M_over50bp	FUM001.A0101.SG1.1_10M_under50bp	FUM001.A0102.SG1.4_10M_over50bp	FUM001.A0102.SG1.4_10M_under50bp	FUM002.A0101.SG1.1_10M_over50bp	FUM002.A0101.SG1.1_10M_under50bp	FUM002.A0102.SG1.5_10M_over50bp	FUM002.A0102.SG1.5_10M_under50bp	FUM003.A0101.SG1.1_10M_over50bp	FUM003.A0101.SG1.1_10M_under50bp	FUM003.A0102.SG1.4_10M_over50bp	FUM003.A0102.SG1.4_10M_under50bp	GDN001.A0101.SG1.1_10M_over50bp	GDN001.A0101.SG1.1_10M_under50bp	GDN001.A0102.SG1.3_10M_over50bp	GDN001.A0102.SG1.3_10M_under50bp	GOY005.A0101.SG1.2_10M_over50bp	GOY005.A0101.SG1.2_10M_under50bp	GOY005.A0103.SG1.4_10M_over50bp	GOY005.A0103.SG1.4_10M_under50bp	GOY006.A0101.SG1.2_10M_over50bp	GOY006.A0101.SG1.2_10M_under50bp	GOY006.A0102.SG1.5_10M_over50bp	GOY006.A0102.SG1.5_10M_under50bp	GUE001.A0101.SG1.1_10M_over50bp	GUE001.A0101.SG1.1_10M_under50bp	GUE001.A0102.SG1.4_10M_over50bp	GUE001.A0102.SG1.4_10M_under50bp	PES001.B0101.SG1.3_10M_over50bp	PES001.B0101.SG1.3_10M_under50bp	PES001.B0102.SG1.5_10M_over50bp	PES001.B0102.SG1.5_10M_under50bp	SPM002.A0101.SG1.1_10M_over50bp	SPM002.A0101.SG1.1_10M_under50bp	SPM002.A0103.SG1.4_10M_over50bp	SPM002.A0103.SG1.4_10M_under50bp	VLD001.A0101.SG1.1_10M_over50bp	VLD001.A0101.SG1.1_10M_under50bp	VLD001.A0102.SG1.2_10M_over50bp	VLD001.A0102.SG1.2_10M_under50bp	ZAF001.A0101.SG1.1_10M_over50bp	ZAF001.A0101.SG1.1_10M_under50bp	ZAF001.A0103.SG1.4_10M_over50bp	ZAF001.A0103.SG1.4_10M_under50bp
DUUL01 sp012841575	0	0	84	186	23	45	10	0	85	86	0	0	175	52	27	11	57	35	0	0	78	62	0	0	7249	2491	0	0	0	0	0	0	81	0	167	19	22	0	40	0	0	0	0	0	56	29	62	24	0	0	0	0	145	30	39	13	23	0	0	0	42	15	23	12	0	0	0	0	65	13	51	11	0	0	0	0	5884	1365	1699	792	0	0	0	0
Dermacoccus nishinomiyaensis	0	0	0	0	0	0	1124	56	10	0	87	0	54	0	51	0	32	0	224	0	0	0	20	0	23	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	984	140	41	15	0	0	0	0	80	0	0	0	37	17	0	0	48	0	0	0	31	0	0	0	223	0	0	0	0	0	0	0	18	0	0	0	19	0	0	0	0	0	0	0
Desulfobulbus oralis	0	0	91466	49085	61364	30950	196566	20750	119575	58962	18237	5473	46676	9013	30991	6313	56706	22802	0	0	198913	82559	0	0	67338	21564	81	16	0	0	0	0	75191	16275	33452	15633	53029	8335	22498	8452	103195	93371	9335	11415	71155	48420	29742	29220	10830	7407	2254	3219	35920	10756	4730	4283	19237	11754	2742	3571	34664	22042	10400	12402	0	0	0	0	167180	31733	55450	27109	0	0	0	0	36421	30917	8135	13429	16	65	0	15
Desulfomicrobium orale	0	0	328634	167850	23354	14169	445	53	2764	1651	139	66	6976	1665	9910	2500	13394	5551	0	0	2051	1265	0	0	137	46	0	0	0	0	0	0	264517	64117	114804	53046	17645	5709	9258	4911	240	205	28	25	1317	1447	640	1011	69	70	21	45	4895	2081	849	816	5331	4579	931	1569	8089	5305	2393	3158	0	0	0	0	1326	725	579	686	0	0	0	0	72	65	18	28	0	0	0	0
Desulfovibrio sp000403945	0	0	258	181	186	91	411	55	241	130	47	11	143	27	54	21	147	55	0	0	507	206	0	0	183	54	0	0	0	0	0	0	209	49	121	60	163	23	71	20	199	212	26	29	139	102	60	70	26	21	0	0	117	26	14	13	32	22	10	11	97	50	29	26	0	0	0	0	428	79	145	61	0	0	0	0	102	81	15	39	0	0	0	0
Desulfovibrio sp003860215	0	0	3090	1664	5490	2949	24	0	13	11	0	0	11	0	83	14	38	13	0	0	15	0	0	0	0	0	0	0	0	0	0	0	2467	623	1126	538	4249	1241	1876	1073	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	35	0	0	21	17	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister invisus	22	0	2820	3781	611	576	74	0	0	0	30	0	13	12	19	0	22	19	14	0	176	120	0	0	11	0	34	0	22	0	0	0	2405	415	2918	863	536	75	461	115	61	13	0	0	0	0	0	0	29	0	0	0	13	0	0	0	16	0	0	0	16	0	12	0	14	0	0	0	170	0	96	24	0	0	0	0	0	0	0	0	29	0	0	0
Duganella sp900110275	0	0	0	0	0	0	15	0	0	0	12	0	0	0	0	0	0	0	1205	29	312	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1142	63	24	0	295	17	96	23	0	0	0	0	0	0	0	0	0	0	0	0
Eggerthia catenaformis	0	0	899	1655	422	758	18	0	70	75	0	0	17	42	19	15	47	52	0	0	56	72	0	0	23	15	0	0	0	0	0	0	761	138	1281	374	343	79	593	165	0	10	0	0	38	32	39	36	0	0	0	0	17	0	25	17	15	0	0	0	34	13	26	26	0	0	0	0	47	0	49	23	0	0	0	0	16	0	0	0	0	0	0	0
Eikenella corrodens	0	0	597	395	5881	3880	104	0	94	52	304	99	11	0	4478	1084	3206	1475	0	0	383	199	0	0	0	0	39	0	0	0	0	0	484	113	296	99	4721	1160	2758	1122	48	56	0	0	42	52	23	29	177	127	42	57	0	0	0	0	2840	1638	502	582	1959	1247	689	786	0	0	0	0	300	83	130	69	0	0	0	0	0	0	0	0	35	0	0	0
Eikenella exigua	0	0	296	167	1088	700	66	0	63	31	162	48	19	13	1800	400	1261	529	0	0	185	90	0	0	10	0	0	0	0	0	0	0	232	64	111	56	856	232	485	215	33	33	0	0	27	36	16	15	94	68	16	32	19	0	0	0	1164	636	165	235	767	494	265	264	0	0	0	0	137	48	49	41	0	0	0	0	0	0	0	0	0	0	0	0
Eikenella halliae	0	0	140	86	1464	858	22	0	20	21	46	28	0	0	916	210	646	306	0	0	81	52	0	0	0	0	16	0	0	0	0	0	111	29	63	23	1173	291	611	247	0	14	0	0	13	0	11	10	28	18	12	16	0	0	0	0	569	347	108	102	392	254	139	167	0	0	0	0	63	18	33	19	0	0	0	0	0	0	0	0	15	0	0	0
Eikenella longinqua	0	0	854	511	227	124	10	0	13	16	21	0	0	0	276	56	171	59	0	0	38	19	0	0	0	0	0	0	0	0	0	0	682	172	353	158	177	50	88	36	0	0	0	0	11	0	0	10	12	0	0	0	0	0	0	0	177	99	24	32	111	60	31	28	0	0	0	0	29	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter hormaechei	0	0	0	0	0	0	44	0	0	0	19	0	10	0	692	58	0	0	0	0	407	197	131	24	0	0	114	14	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	17	0	0	0	10	0	0	0	665	27	45	13	0	0	0	0	0	0	0	0	399	0	159	38	97	34	15	0	0	0	0	0	100	14	0	0
Epilithonimonas hispanica	0	0	0	0	0	0	204	36	0	0	34	16	0	0	13	12	11	0	0	0	1142	2132	157	29	27	17	46	30	0	0	0	0	0	0	0	0	0	0	0	0	180	24	26	10	0	0	0	0	31	0	10	0	0	0	0	0	10	0	0	0	11	0	0	0	0	0	0	0	1116	26	1957	175	146	11	17	12	19	0	13	0	34	12	17	13
Eubacterium B infirmum	0	0	279	452	99	185	20	15	108	97	22	11	17	26	71	62	101	88	0	0	248	303	0	0	67	32	0	0	0	0	0	0	247	32	364	88	88	11	143	42	20	0	0	0	52	56	49	48	10	12	0	0	0	0	14	12	42	29	34	28	75	26	53	35	0	0	0	0	194	54	225	78	0	0	0	0	52	15	11	21	0	0	0	0
Eubacterium M brachy	0	0	725	1234	191	364	54	0	19	46	17	0	16	26	28	24	68	53	0	0	23	41	0	0	24	19	59	21	0	0	0	0	525	200	820	414	137	54	266	98	45	0	0	0	14	0	27	19	17	0	0	0	14	0	22	0	19	0	16	0	49	19	32	21	0	0	0	0	19	0	31	10	0	0	0	0	20	0	13	0	59	0	0	12
Eubacterium N saphenum	0	0	4052	7221	952	1508	10	0	0	0	0	0	307	207	11	0	82	79	0	0	35	54	0	0	11	0	0	0	0	0	0	0	3562	490	5964	1257	766	186	1169	339	0	0	0	0	0	0	0	0	0	0	0	0	208	99	104	103	0	0	0	0	59	23	43	36	0	0	0	0	30	0	40	14	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium A acetylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1138	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	811	327	196	252	0	0	0	0
Exiguobacterium A undae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2021	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1524	497	261	263	0	0	0	0
Exiguobacterium chiriqhucha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2194	649	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1615	579	296	353	0	0	0	0
F0058 sp000163695	0	0	26181	34994	23514	29559	760	259	683	894	30	35	104	76	2487	1644	1363	1551	0	0	4122	5001	0	0	428	235	32	16	0	0	0	0	21236	4945	25409	9585	18415	5099	21559	8000	257	503	87	172	305	378	338	556	13	17	10	25	58	46	34	42	1184	1303	669	975	768	595	670	881	0	0	0	0	2931	1191	2813	2188	0	0	0	0	240	188	96	139	24	0	0	0
F0058 sp905372135	0	0	11656	14214	16933	19612	108	37	266	356	13	16	37	58	993	585	681	746	0	0	711	811	0	0	74	34	11	0	0	0	0	0	9337	2319	10192	4022	13657	3276	14682	4930	50	58	0	28	96	170	132	224	0	0	0	13	22	15	27	31	515	478	247	338	376	305	320	426	0	0	0	0	493	218	454	357	0	0	0	0	39	35	11	23	0	0	0	0
F0058 sp905372605	0	0	3054	3924	6600	7953	13	12	56	63	0	0	12	12	165	94	136	146	0	0	87	128	0	0	14	0	11	0	0	0	0	0	2467	587	2858	1066	5282	1318	5964	1989	0	12	0	10	25	31	18	45	0	0	0	0	0	0	0	0	87	78	40	54	82	54	68	78	0	0	0	0	61	26	76	52	0	0	0	0	12	0	0	0	10	0	0	0
Fictibacillus barbaricus	8581	5198	0	0	0	0	0	0	0	0	0	0	0	0	184	128	0	0	0	0	0	0	0	0	0	0	0	0	7554	1027	3585	1613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	19	103	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Filifactor alocis	0	0	2524	4800	1655	2853	27	18	56	76	11	11	74	62	109	85	290	374	0	0	96	143	0	0	44	30	12	10	0	0	0	0	1964	560	3435	1365	1293	362	2151	702	25	0	0	13	37	19	33	43	0	0	0	0	28	46	28	34	54	55	37	48	188	102	160	214	0	0	0	0	82	14	90	53	0	0	0	0	38	0	14	16	12	0	0	0
Finegoldia sp910589545	0	0	0	0	0	0	48	14	0	13	0	0	0	0	14	0	280	247	0	0	0	0	0	0	0	0	3089	1212	0	0	0	0	0	0	0	0	0	0	0	0	44	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	13	0	0	0	243	37	193	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2076	1013	645	567
Flavobacterium sp003497625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	773	188	306	250	0	0	0	0
Flexilinea sp001717545	0	0	240612	168013	118490	77485	12910	1480	9388	5795	709	224	325268	76947	2225	628	38630	16097	0	0	119561	50148	0	0	45216	13566	69	33	0	0	0	0	216497	24115	132430	35583	104585	13905	59879	17606	7731	5179	762	718	6240	3148	3403	2392	434	275	102	122	252107	73161	41613	35334	1431	794	310	318	26333	12297	8368	7729	0	0	0	0	106717	12844	37150	12998	0	0	0	0	27041	18175	5657	7909	15	54	0	28
Fretibacterium fastidiosum	0	0	34918	16099	15165	7507	869	101	200	103	22	0	607	179	586	140	1231	573	0	0	1865	1149	0	0	147	40	14	0	0	0	0	0	29899	5019	11784	4315	12672	2493	5389	2118	355	514	45	56	112	88	46	57	10	12	0	0	371	236	83	96	292	294	56	84	694	537	240	333	0	0	0	0	1300	565	602	547	0	0	0	0	65	82	15	25	0	0	0	0
Fusobacterium animalis	0	0	167	625	114	341	18	10	0	21	0	0	0	0	209	316	57	154	0	0	12	42	15	0	0	0	23	21	0	0	0	0	125	42	448	177	81	33	245	96	0	11	0	0	0	0	0	15	0	0	0	0	0	0	0	0	100	109	164	152	39	18	74	80	0	0	0	0	11	0	27	15	15	0	0	0	0	0	0	0	23	0	15	0
Fusobacterium canifelinum	0	0	182	602	261	724	16	25	28	53	27	46	13	12	955	1365	375	918	0	0	69	201	0	0	0	0	12	0	0	0	0	0	132	50	418	184	187	74	520	204	0	15	11	14	12	16	27	26	12	15	24	22	0	0	0	0	523	432	636	729	237	138	454	464	0	0	0	0	50	19	114	87	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium hwasookii	0	0	101	390	605	1652	38	27	67	102	136	162	0	0	3212	4486	711	1515	0	0	137	389	0	0	0	0	14	0	0	0	0	0	71	30	288	102	418	187	1187	465	18	20	15	12	28	39	36	66	75	61	67	95	0	0	0	0	1799	1413	2106	2380	429	282	728	787	0	0	0	0	89	48	216	173	0	0	0	0	0	0	0	0	11	0	0	0
Fusobacterium nucleatum	0	0	633	2304	946	2686	114	73	32	88	57	61	13	36	1364	2004	539	1287	0	0	123	303	0	0	0	25	40	23	0	0	0	0	453	180	1621	683	657	289	1811	875	36	78	20	53	18	14	32	56	29	28	26	35	0	0	16	20	746	618	1008	996	309	230	613	674	0	0	0	0	86	37	168	135	0	0	0	0	0	0	13	12	32	0	16	0
Fusobacterium periodonticum	0	0	42	125	52	169	10	0	0	23	17	22	0	0	708	902	123	292	0	0	18	57	0	0	0	0	10	0	0	0	0	0	31	11	90	35	39	13	121	48	0	0	0	0	0	0	12	11	13	0	10	12	0	0	0	0	407	301	459	443	77	46	131	161	0	0	0	0	10	0	36	21	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium polymorphum	0	0	221	707	441	1172	33	11	34	42	13	26	63	60	526	753	175	468	0	0	34	103	0	0	0	0	63	20	0	0	0	0	172	49	514	193	311	130	839	333	21	12	0	0	19	15	18	24	0	0	10	16	42	21	34	26	315	211	377	376	106	69	231	237	0	0	0	0	16	18	62	41	0	0	0	0	0	0	0	0	57	0	14	0
Fusobacterium sp000235465	0	0	45	160	53	132	0	10	0	22	0	16	0	0	371	585	104	197	0	0	0	41	0	0	0	0	0	0	0	0	0	0	32	13	116	44	38	15	88	44	0	0	0	0	0	0	10	12	0	0	0	0	0	0	0	0	200	171	313	272	64	40	95	102	0	0	0	0	0	0	15	26	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium vincentii	0	0	109	331	94	307	23	20	12	20	22	0	0	0	242	343	92	189	0	0	18	55	0	0	0	0	15	13	0	0	0	0	74	35	231	100	57	37	215	92	18	0	0	11	0	0	11	0	20	0	0	0	0	0	0	0	149	93	174	169	50	42	104	85	0	0	0	0	0	0	38	17	0	0	0	0	0	0	0	0	10	0	10	0
GN02-872 sp003260325	0	0	0	22	1642	4378	0	0	0	23	0	0	0	0	35	40	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	1253	389	3296	1082	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	15	20	18	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GN02-873 sp003260345	0	0	0	0	520	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	97	541	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella morbillorum	0	0	127	363	2713	7133	570	153	898	1770	34	33	0	17	2378	2754	5710	7759	0	0	2348	3880	0	0	37	26	98	38	0	0	0	0	99	28	268	95	2224	489	5700	1433	454	116	107	46	558	340	1076	694	24	10	18	15	0	0	12	0	1469	909	1372	1382	4300	1410	4595	3164	0	0	0	0	2118	230	3136	744	0	0	0	0	31	0	18	0	89	0	23	15
Gemella sanguinis	11	15	0	0	29	78	73	29	11	38	16	14	0	0	41	58	116	134	0	0	60	102	0	0	0	0	441	187	11	0	0	0	0	0	0	0	25	0	66	12	64	0	24	0	0	0	19	19	15	0	0	0	0	0	0	0	25	16	30	28	94	22	71	63	0	0	0	0	53	0	87	15	0	0	0	0	0	0	0	0	409	32	130	57
Gemmobacter sp003509785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1940	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1391	549	123	159	0	0	0	0
Gramella sp009735695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	11	1229	52	0	0	0	0	333	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	11	0	1142	87	42	10	0	0	0	0	0	0	0	0	281	52	20	0	0	0	0	0
Granulicatella adiacens	0	0	21	63	488	900	28	0	51	83	20	16	0	0	185	162	61	78	12	0	135	213	12	0	16	0	98	32	0	0	0	0	18	0	45	18	397	91	695	205	16	12	0	0	26	25	39	44	12	0	11	0	0	0	0	0	104	81	73	89	50	11	41	37	12	0	0	0	112	23	140	73	12	0	0	0	14	0	0	0	79	19	20	12
Granulicatella sp905371865	0	0	21	28	299	429	0	0	41	53	0	0	0	0	83	90	25	43	0	0	90	78	0	0	0	0	21	0	0	0	0	0	15	0	26	0	234	65	311	118	0	0	0	0	24	17	22	31	0	0	0	0	0	0	0	0	47	36	40	50	21	0	15	28	0	0	0	0	68	22	55	23	0	0	0	0	0	0	0	0	18	0	0	0
H1 sp001653155	0	0	1879	2082	2874	3290	97	27	565	614	0	0	357	166	1364	822	441	439	0	0	1344	1453	0	0	278	114	0	0	0	0	0	0	1599	280	1616	466	2335	539	2485	805	74	23	0	22	306	259	280	334	0	0	0	0	305	52	96	70	689	675	352	470	274	167	187	252	0	0	0	0	1053	291	897	556	0	0	0	0	171	107	41	73	0	0	0	0
HOT-345 sp003260355	0	0	243	403	1217	1907	69	19	62	98	15	15	0	0	62	42	56	88	0	0	27	47	0	0	0	0	0	0	0	0	0	0	202	41	320	83	1019	198	1486	421	24	45	0	11	32	30	44	54	0	0	0	0	0	0	0	0	46	16	17	25	34	22	49	39	0	0	0	0	22	0	30	17	0	0	0	0	0	0	0	0	0	0	0	0
HOT-345 sp013333605	0	0	18	40	794	1461	0	0	12	12	29	21	0	0	164	155	74	86	0	0	0	16	0	0	0	0	0	0	0	0	0	0	15	0	33	0	650	144	1123	338	0	0	0	0	0	0	0	0	14	15	0	12	0	0	0	0	85	79	75	80	51	23	37	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hornefia minuta	0	0	77690	87871	22448	25251	809	210	2990	2803	175	84	40910	17351	2213	1197	7431	5992	0	0	32353	26363	0	0	20126	9853	0	0	0	0	0	0	65266	12424	65556	22315	17636	4812	18116	7135	417	392	96	114	1689	1301	1496	1307	101	74	37	47	30661	10249	9177	8174	1030	1183	456	741	4590	2841	2746	3246	0	0	0	0	27398	4955	18442	7921	0	0	0	0	11295	8831	3919	5934	0	0	0	0
Hornefia nodata	0	0	752	1622	355	744	49	0	82	126	0	10	320	271	36	33	121	129	0	0	207	297	0	0	77	38	27	0	0	0	0	0	617	135	1265	357	304	51	603	141	46	0	0	0	50	32	80	46	0	0	0	0	211	109	128	143	23	13	11	22	90	31	73	56	0	0	0	0	163	44	213	84	0	0	0	0	57	20	22	16	25	0	0	0
Ideonella sp018780145	0	0	0	0	0	0	0	0	0	0	6468	1620	0	0	0	0	10	0	11	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6003	465	1179	441	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
Inhella sp017302655	0	0	0	0	0	0	0	0	0	0	1263	366	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1112	151	230	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAAYOR01 sp012520235	0	0	572	321	196	124	0	0	0	0	0	0	29	11	0	0	13	0	0	0	33	25	0	0	0	0	0	0	0	0	0	0	468	104	230	91	161	35	85	39	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	14	11	0	0	0	0	0	0	0	0	0	0	0	0
JABCPE02 sp013333255	0	0	32	77	693	1131	292	103	256	376	4403	2539	0	0	3854	2496	467	498	0	0	1832	1914	0	0	0	0	21	11	0	0	0	0	27	0	64	13	587	106	916	215	173	119	54	49	144	112	211	165	2828	1575	1259	1280	0	0	0	0	2576	1278	1374	1122	315	152	280	218	0	0	0	0	1672	160	1543	371	0	0	0	0	0	0	0	0	16	0	0	0
JABCPE02 sp013333875	0	0	35	63	746	1364	426	167	392	501	5901	3528	21	13	5411	3625	692	726	0	0	2586	2740	0	0	0	0	15	0	0	0	0	0	26	0	47	16	597	149	1128	236	275	151	98	69	233	159	287	214	3701	2200	1771	1757	20	0	11	0	3647	1764	1939	1686	483	209	374	352	0	0	0	0	2369	217	2238	502	0	0	0	0	0	0	0	0	13	0	0	0
JACDBD01 sp013695115	0	0	0	0	0	0	249	26	0	0	26	0	58	0	0	0	429	80	325	0	42	23	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	208	41	17	0	0	0	0	0	24	0	0	0	58	0	0	0	0	0	0	0	305	124	45	35	313	12	0	0	40	0	21	0	0	0	0	0	0	0	0	0	49	33	0	0
JACPAU01 sp016180705	0	0	50	22	21	12	301	33	21	0	405	113	157	0	0	0	0	0	75	0	213	98	0	0	0	0	18	0	0	0	0	0	42	0	13	0	17	0	11	0	213	88	18	15	19	0	0	0	360	45	84	29	157	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	197	16	77	21	0	0	0	0	0	0	0	0	13	0	0	0
JACPRY01 sp016193565	0	0	0	0	0	0	415	92	0	0	1491	394	37	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	78	65	27	0	0	0	0	1348	143	283	111	37	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janibacter hoylei	0	0	0	0	0	0	116	0	16	0	75	0	35	0	878	22	102	10	34	0	11	0	48	0	17	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	93	23	0	0	10	0	0	0	66	0	0	0	31	0	0	0	823	55	13	0	95	0	0	0	33	0	0	0	0	0	0	0	39	0	0	0	11	0	0	0	29	0	0	0
Janthinobacterium psychrotolerans	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	2616	764	0	0	21	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	48	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2519	97	649	115	0	0	0	0	13	0	0	0	10	0	0	0
Janthinobacterium sp002250505	0	0	0	0	0	0	61	0	0	0	0	0	13	0	0	0	0	0	0	0	1505	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	37	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1461	44	364	56	0	0	0	0	0	0	0	0	0	0	0	0
Janthinobacterium sp002878455	0	0	0	0	0	0	18	0	0	0	45	30	0	0	0	0	0	0	0	0	4931	1256	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	31	14	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4751	180	1029	227	0	0	0	0	27	0	0	0	0	0	0	0
Janthinobacterium sp014200725	0	0	0	0	0	0	1490	161	0	0	0	0	0	0	0	0	0	0	0	0	61	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1024	466	97	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
Johnsonella ignava	0	0	5664	15806	7742	16062	12288	2780	863	1153	120	71	735	578	8161	5106	13584	13589	0	0	19962	23467	0	0	328	216	58	74	0	0	0	0	4823	841	12758	3048	6278	1464	12671	3391	8945	3343	1753	1027	593	270	738	415	71	49	34	37	520	215	350	228	6010	2151	2939	2167	10306	3278	8055	5534	0	0	0	0	18053	1909	18631	4836	0	0	0	0	241	87	116	100	17	41	18	56
