Length,counts_length,Study
77,2487,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
78,2447,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
79,2461,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
80,2451,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
81,2115,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
82,2043,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
83,1999,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
84,1999,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
85,1963,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
86,1912,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
87,1824,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
88,1766,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
89,1721,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
90,1672,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
91,1608,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
92,1493,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
93,1483,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
94,1396,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
95,1373,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
96,1369,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
97,1291,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
98,1331,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
99,1278,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
100,1242,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
101,1162,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
102,1072,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
103,1046,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
104,1024,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
105,1001,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
106,1005,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
107,958,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
108,923,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
109,915,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
110,821,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
111,864,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
112,819,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
113,763,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
114,707,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
115,733,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
116,656,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
117,673,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
118,626,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
119,695,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
120,648,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
121,550,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
122,519,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
123,550,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
124,507,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
125,529,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
126,441,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
127,479,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
128,435,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
129,417,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
130,377,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
131,374,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
132,388,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
133,359,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
134,376,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
135,344,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
136,339,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
137,302,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
138,335,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
139,331,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
140,296,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
141,246,BAN001.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
36,1432,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
37,2426,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
38,2933,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
39,3319,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
40,3514,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
41,3526,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
42,3382,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
43,3134,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
44,3141,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
45,2988,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
46,2912,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
47,2655,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
48,2493,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
49,2415,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
50,2299,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
51,2269,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
52,2184,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
53,1983,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
54,1795,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
55,1738,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
56,1575,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
57,1538,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
58,1423,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
59,1410,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
60,1284,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
61,1229,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
62,1148,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
63,1041,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
64,973,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
65,988,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
66,889,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
67,861,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
68,802,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
69,756,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
70,744,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
71,732,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
72,771,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
73,917,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
74,678,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
75,761,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
76,2439,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
77,520,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
78,434,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
79,477,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
80,443,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
81,395,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
82,374,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
83,348,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
84,354,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
85,302,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
86,315,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
87,286,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
88,258,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
89,284,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
90,232,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
91,215,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
92,246,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
93,203,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
94,231,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
95,197,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
96,174,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
97,181,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
98,185,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
99,168,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
100,170,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
101,159,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
102,132,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
103,148,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
104,141,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
105,127,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
106,133,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
107,137,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
108,105,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
109,103,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
110,104,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
111,105,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
112,107,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
113,101,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
114,74,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
115,82,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
116,94,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
117,78,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
118,91,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
119,75,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
120,82,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
121,66,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
122,79,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
123,64,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
124,73,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
125,57,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
126,57,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
127,49,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
128,59,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
129,62,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
130,39,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
131,54,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
132,45,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
133,52,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
134,53,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
135,54,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
136,48,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
137,54,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
138,48,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
139,47,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
140,44,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
141,31,BAN001.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
36,9580,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
37,19350,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
38,26684,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
39,33761,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
40,39793,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
41,42831,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
42,46337,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
43,49282,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
44,51206,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
45,54094,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
46,56922,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
47,58138,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
48,58732,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
49,59235,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
50,58922,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
51,60233,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
52,60900,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
53,61326,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
54,62105,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
55,60926,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
56,61599,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
57,62578,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
58,62743,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
59,60827,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
60,61220,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
61,58821,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
62,57644,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
63,58610,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
64,57555,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
65,57063,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
66,57373,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
67,56203,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
68,53910,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
69,54304,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
70,53800,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
71,53678,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
72,58715,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
73,64994,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
74,58023,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
75,107063,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
76,360623,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
77,45385,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
78,45669,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
79,44697,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
80,43104,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
81,41066,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
82,40246,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
83,39238,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
84,38836,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
85,38328,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
86,36963,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
87,36872,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
88,35602,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
89,33859,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
90,33850,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
91,33078,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
92,31673,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
93,31734,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
94,30890,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
95,29196,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
96,28840,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
97,28660,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
98,27513,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
99,27101,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
100,26786,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
101,24939,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
102,24553,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
103,23796,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
104,23249,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
105,22769,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
106,22469,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
107,21639,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
108,21093,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
109,20764,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
110,19892,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
111,19482,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
112,19113,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
113,18495,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
114,18315,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
115,17274,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
116,16613,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
117,16439,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
118,16157,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
119,15487,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
120,15334,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
121,14784,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
122,14175,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
123,14100,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
124,13544,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
125,13123,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
126,12689,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
127,12672,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
128,11811,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
129,11849,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
130,11381,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
131,11052,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
132,10640,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
133,10501,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
134,10152,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
135,9851,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
136,9636,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
137,9473,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
138,9068,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
139,8594,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
140,8689,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
141,7571,CDM019.A0101.SG1.1_10M.classified_gc_rl.tsv.gz
36,13765,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
37,25419,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
38,35080,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
39,41618,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
40,48922,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
41,51931,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
42,50927,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
43,52110,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
44,53269,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
45,51892,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
46,53389,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
47,53633,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
48,51179,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
49,51386,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
50,51843,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
51,50067,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
52,49845,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
53,48521,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
54,46646,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
55,45323,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
56,44666,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
57,42957,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
58,42280,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
59,42048,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
60,39825,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
61,38676,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
62,37951,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
63,36032,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
64,35324,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
65,34487,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
66,32911,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
67,32188,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
68,31009,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
69,29668,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
70,29458,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
71,30242,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
72,32449,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
73,43227,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
74,27511,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
75,37236,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
76,168763,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
77,22922,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
78,21694,CDM019.A0102.SG1.4_10M.classified_gc_rl.tsv.gz
