Species	BAN001.A0101.SG1.1_10M	BAN001.A0102.SG1.4_10M	CDM019.A0101.SG1.1_10M	CDM019.A0102.SG1.4_10M	CDM020.A0101.SG1.1_10M	CDM020.A0102.SG1.4_10M	FUM001.A0101.SG1.1_10M	FUM001.A0102.SG1.4_10M	FUM002.A0101.SG1.1_10M	FUM002.A0102.SG1.5_10M	FUM003.A0101.SG1.1_10M	FUM003.A0102.SG1.4_10M	GDN001.A0101.SG1.1_10M	GDN001.A0102.SG1.3_10M	GOY005.A0101.SG1.2_10M	GOY005.A0103.SG1.4_10M	GOY006.A0101.SG1.2_10M	GOY006.A0102.SG1.5_10M	GUE001.A0101.SG1.1_10M	GUE001.A0102.SG1.4_10M	PES001.B0101.SG1.3_10M	PES001.B0102.SG1.5_10M	SPM002.A0101.SG1.1_10M	SPM002.A0103.SG1.4_10M	VLD001.A0101.SG1.1_10M	VLD001.A0102.SG1.2_10M	ZAF001.A0101.SG1.1_10M	ZAF001.A0103.SG1.4_10M	BAN001.A0101.SG1.1_10M_over50bp	BAN001.A0101.SG1.1_10M_under50bp	BAN001.A0102.SG1.4_10M_over50bp	BAN001.A0102.SG1.4_10M_under50bp	CDM019.A0101.SG1.1_10M_over50bp	CDM019.A0101.SG1.1_10M_under50bp	CDM019.A0102.SG1.4_10M_over50bp	CDM019.A0102.SG1.4_10M_under50bp	CDM020.A0101.SG1.1_10M_over50bp	CDM020.A0101.SG1.1_10M_under50bp	CDM020.A0102.SG1.4_10M_over50bp	CDM020.A0102.SG1.4_10M_under50bp	FUM001.A0101.SG1.1_10M_over50bp	FUM001.A0101.SG1.1_10M_under50bp	FUM001.A0102.SG1.4_10M_over50bp	FUM001.A0102.SG1.4_10M_under50bp	FUM002.A0101.SG1.1_10M_over50bp	FUM002.A0101.SG1.1_10M_under50bp	FUM002.A0102.SG1.5_10M_over50bp	FUM002.A0102.SG1.5_10M_under50bp	FUM003.A0101.SG1.1_10M_over50bp	FUM003.A0101.SG1.1_10M_under50bp	FUM003.A0102.SG1.4_10M_over50bp	FUM003.A0102.SG1.4_10M_under50bp	GDN001.A0101.SG1.1_10M_over50bp	GDN001.A0101.SG1.1_10M_under50bp	GDN001.A0102.SG1.3_10M_over50bp	GDN001.A0102.SG1.3_10M_under50bp	GOY005.A0101.SG1.2_10M_over50bp	GOY005.A0101.SG1.2_10M_under50bp	GOY005.A0103.SG1.4_10M_over50bp	GOY005.A0103.SG1.4_10M_under50bp	GOY006.A0101.SG1.2_10M_over50bp	GOY006.A0101.SG1.2_10M_under50bp	GOY006.A0102.SG1.5_10M_over50bp	GOY006.A0102.SG1.5_10M_under50bp	GUE001.A0101.SG1.1_10M_over50bp	GUE001.A0101.SG1.1_10M_under50bp	GUE001.A0102.SG1.4_10M_over50bp	GUE001.A0102.SG1.4_10M_under50bp	PES001.B0101.SG1.3_10M_over50bp	PES001.B0101.SG1.3_10M_under50bp	PES001.B0102.SG1.5_10M_over50bp	PES001.B0102.SG1.5_10M_under50bp	SPM002.A0101.SG1.1_10M_over50bp	SPM002.A0101.SG1.1_10M_under50bp	SPM002.A0103.SG1.4_10M_over50bp	SPM002.A0103.SG1.4_10M_under50bp	VLD001.A0101.SG1.1_10M_over50bp	VLD001.A0101.SG1.1_10M_under50bp	VLD001.A0102.SG1.2_10M_over50bp	VLD001.A0102.SG1.2_10M_under50bp	ZAF001.A0101.SG1.1_10M_over50bp	ZAF001.A0101.SG1.1_10M_under50bp	ZAF001.A0103.SG1.4_10M_over50bp	ZAF001.A0103.SG1.4_10M_under50bp
Nanoperiomorbus periodonticus	0	0	4122	3702	802	863	71	26	17	20	1	0	53	11	32	20	62	34	0	0	636	447	2	0	976	371	4	1	0	0	0	0	3640	482	2862	840	702	100	666	197	33	38	11	15	9	8	12	8	1	0	0	0	41	12	4	7	17	15	7	13	41	21	16	18	0	0	0	0	530	106	303	144	2	0	0	0	568	408	165	206	0	4	1	0
Nanoperiomorbus sp013333515	0	0	4471	4065	900	798	156	35	49	41	4	2	82	40	34	24	75	45	0	0	832	597	0	0	1921	648	4	0	0	0	0	0	3933	538	3150	915	805	95	638	160	73	83	15	20	25	24	21	20	1	3	1	1	67	15	24	16	15	19	11	13	58	17	25	20	0	0	0	0	701	131	409	188	0	0	0	0	1236	685	316	332	4	0	0	0
Nanoperiomorbus sp905365345	0	0	4610	4073	906	811	203	24	22	24	1	0	56	22	43	20	88	45	0	0	854	563	0	0	1235	493	3	2	0	0	0	0	4056	554	3172	901	790	116	607	204	97	106	13	11	10	12	12	12	0	1	0	0	35	21	14	8	21	22	6	14	64	24	26	19	0	0	0	0	729	125	391	172	0	0	0	0	692	543	209	284	0	3	1	1
Nanoperiomorbus sp905372225	1	0	4459	4325	882	789	111	17	34	21	0	0	52	23	31	11	74	44	0	0	765	487	0	0	1109	426	3	0	1	0	0	0	3892	567	3393	932	772	110	609	180	71	40	12	5	18	16	11	10	0	0	0	0	41	11	8	15	16	15	4	7	43	31	24	20	0	0	0	0	640	125	330	157	0	0	0	0	644	465	168	258	2	1	0	0
Nanoperiomorbus sp905373275	0	0	4427	3932	909	807	89	25	21	14	0	0	52	14	41	12	60	32	0	0	726	516	0	0	1113	399	4	0	0	0	0	0	3904	523	3039	893	802	107	618	189	48	41	14	11	14	7	5	9	0	0	0	0	42	10	7	7	17	24	7	5	34	26	15	17	0	0	0	0	619	107	357	159	0	0	0	0	632	481	180	219	2	2	0	0
Nanoperiomorbus sp905373385	0	0	5085	4767	1029	970	102	31	21	19	0	0	19	19	33	17	77	44	0	0	815	633	0	0	1192	464	4	0	0	0	0	0	4462	623	3725	1042	904	125	760	210	55	47	13	18	8	13	8	11	0	0	0	0	16	3	9	10	18	15	7	10	48	29	23	21	0	0	0	0	685	130	438	195	0	0	0	0	706	486	175	289	4	0	0	0
Nanosynbacter lyticus	0	0	1033	951	1110	1039	237	42	760	577	566	256	1341	367	951	392	2371	1382	0	0	448	306	0	0	188	65	5	0	0	0	0	0	920	113	757	194	981	129	834	205	126	111	23	19	488	272	336	241	373	193	133	123	1162	179	211	156	680	271	222	170	1809	562	828	554	0	0	0	0	382	66	225	81	0	0	0	0	97	91	30	35	4	1	0	0
Nanosynbacter sp005697215	0	0	1408	1218	2105	1648	167	32	484	298	92	32	1132	320	212	61	467	224	1	0	376	255	0	0	156	55	8	1	0	0	0	0	1235	173	955	263	1786	319	1247	401	89	78	15	17	306	178	160	138	50	42	9	23	871	261	183	137	130	82	31	30	333	134	123	101	1	0	0	0	321	55	172	83	0	0	0	0	93	63	24	31	6	2	0	1
Nanosynbacter sp005697565	0	0	684	551	1360	1119	146	30	4493	3437	438	228	679	256	656	192	1086	570	0	0	1296	856	0	0	102	50	9	2	0	0	0	0	601	83	422	129	1174	186	885	234	112	34	11	19	2878	1615	1951	1486	277	161	115	113	510	169	141	115	446	210	104	88	790	296	336	234	0	0	0	0	1114	182	631	225	0	0	0	0	48	54	19	31	6	3	0	2
Nanosynbacter sp010202115	0	0	1311	1095	1920	1347	183	20	506	325	110	58	807	217	320	107	523	243	0	0	489	271	0	0	100	36	0	0	0	0	0	0	1138	173	865	230	1645	275	1004	343	96	87	7	13	319	187	163	162	65	45	30	28	670	137	126	91	199	121	49	58	350	173	130	113	0	0	0	0	397	92	180	91	0	0	0	0	57	43	20	16	0	0	0	0
Nanosynbacter sp010202465	0	0	952	881	1358	1081	118	17	382	252	100	45	732	161	170	59	376	177	0	0	281	187	0	0	92	34	0	1	0	0	0	0	840	112	668	213	1158	200	803	278	54	64	11	6	256	126	131	121	56	44	27	18	556	176	104	57	109	61	34	25	255	121	94	83	0	0	0	0	233	48	115	72	0	0	0	0	62	30	14	20	0	0	0	1
Nanosynbacter sp010202645	0	0	1712	1240	2129	1687	115	24	412	244	90	26	906	221	212	57	528	193	0	0	422	228	0	0	120	55	5	1	0	0	0	0	1498	214	949	291	1826	303	1260	427	53	62	8	16	254	158	125	119	62	28	8	18	778	128	136	85	137	75	25	32	378	150	117	76	0	0	0	0	353	69	157	71	0	0	0	0	79	41	23	32	3	2	0	1
Nanosynbacter sp010202845	0	0	1551	1076	2301	1745	179	27	450	244	100	35	1215	307	224	58	490	219	0	0	356	227	0	0	131	49	1	0	0	0	0	0	1341	210	829	247	1934	367	1335	410	94	85	13	14	275	175	137	107	59	41	15	20	1010	205	168	139	138	86	29	29	323	167	117	102	0	0	0	0	288	68	153	74	0	0	0	0	74	57	19	30	1	0	0	0
Nanosynbacter sp013099015	0	0	1794	1426	2673	2211	146	24	495	344	138	49	860	243	271	89	562	233	0	0	557	288	0	0	479	157	4	0	0	0	0	0	1550	244	1135	291	2248	425	1655	556	93	53	12	12	308	187	184	160	84	54	25	24	683	177	152	91	172	99	43	46	369	193	140	93	0	0	0	0	468	89	199	89	0	0	0	0	368	111	100	57	2	2	0	0
Nanosynbacter sp013099195	0	0	1235	1012	1825	1548	175	20	495	334	112	24	1040	274	248	74	515	261	0	0	379	251	0	0	152	48	3	1	0	0	0	0	1062	173	790	222	1566	259	1191	357	103	72	12	8	300	195	175	159	62	50	6	18	838	202	177	97	163	85	42	32	357	158	136	125	0	0	0	0	327	52	162	89	0	0	0	0	81	71	16	32	1	2	1	0
Nanosynbacter sp013100805	0	0	1529	1111	2333	1908	194	23	411	252	91	31	863	293	196	67	461	222	0	0	426	284	0	0	135	56	0	1	0	0	0	0	1344	185	842	269	1969	364	1446	462	111	83	7	16	256	155	125	127	54	37	11	20	696	167	166	127	115	81	29	38	310	151	122	100	0	0	0	0	349	77	194	90	0	0	0	0	85	50	31	25	0	0	0	1
Nanosynbacter sp013100825	0	0	727	610	1352	1036	162	22	504	271	101	37	795	172	208	43	451	201	0	0	362	202	0	0	115	47	10	0	0	0	0	0	632	95	458	152	1170	182	794	242	86	76	13	9	299	205	139	132	51	50	10	27	668	127	112	60	130	78	19	24	314	137	110	91	0	0	0	0	304	58	143	59	0	0	0	0	72	43	24	23	7	3	0	0
Nanosynbacter sp013333695	0	0	1383	1081	2036	1690	158	21	332	203	91	32	969	273	191	47	441	243	0	0	393	225	0	0	129	48	5	0	0	0	0	0	1200	183	818	263	1747	289	1301	389	72	86	8	13	205	127	123	80	52	39	23	9	813	156	175	98	125	66	27	20	295	146	142	101	0	0	0	0	330	63	155	70	0	0	0	0	71	58	21	27	2	3	0	0
Nanosynbacter sp015257635	0	0	262	304	198	219	9	7	44	32	9	3	62	13	15	2	39	23	0	0	15	8	0	0	18	6	21	5	0	0	0	0	229	33	242	62	172	26	185	34	0	9	6	1	23	21	18	14	4	5	1	2	38	24	5	8	11	4	1	1	27	12	14	9	0	0	0	0	9	6	4	4	0	0	0	0	11	7	3	3	17	4	3	2
Nanosynbacter sp905372305	2	0	19292	19190	7151	6718	1330	193	1207	763	199	70	16963	5188	506	169	2786	1320	0	0	2516	1749	0	0	2280	890	24	5	2	0	0	0	17166	2126	15510	3680	6215	936	5302	1416	628	702	95	98	782	425	462	301	108	91	31	39	13980	2983	3208	1980	350	156	79	90	2062	724	732	588	0	0	0	0	2156	360	1296	453	0	0	0	0	1391	889	380	510	9	15	2	3
Nanosynbacter sp905372835	0	0	991	808	1329	1170	174	30	5142	3600	567	211	752	248	704	223	1199	631	0	0	1467	1065	0	0	130	48	5	3	0	0	0	0	846	145	621	187	1145	184	928	242	108	66	17	13	3313	1829	2066	1534	370	197	115	96	631	121	161	87	493	211	110	113	878	321	368	263	0	0	0	0	1277	190	779	286	0	0	0	0	73	57	25	23	4	1	1	2
Nanosynbacter sp905373315	0	0	371	261	539	447	88	16	5670	4024	602	239	283	98	781	227	1152	597	2	0	1519	1030	2	0	65	23	0	0	0	0	0	0	324	47	207	54	460	79	342	105	57	31	6	10	3737	1933	2350	1674	388	214	126	113	217	66	62	36	543	238	116	111	847	305	353	244	2	0	0	0	1291	228	769	261	2	0	0	0	39	26	11	12	0	0	0	0
Nanosynbacter sp905373795	2	0	20159	19125	7506	7010	1030	192	1043	685	148	67	15428	4654	451	140	2345	1115	0	0	2289	1524	0	0	2211	910	13	8	2	0	0	0	18024	2135	15543	3582	6538	968	5539	1471	520	510	90	102	689	354	375	310	95	53	28	39	12952	2476	2839	1815	307	144	83	57	1745	600	625	490	0	0	0	0	2000	289	1139	385	0	0	0	0	1357	854	419	491	8	5	3	5
Negativicoccus succinicivorans	0	0	2	0	1	0	6	4	1	0	4	0	0	0	5	0	0	1	1	0	0	0	0	0	2	1	2222	262	0	0	0	0	1	1	0	0	1	0	0	0	6	0	1	3	0	1	0	0	4	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1788	434	144	118
Neisseria cerebrosa	0	0	15	10	466	401	8	1	78	82	5	9	0	0	353	114	61	34	7	0	103	49	1	0	9	4	36	7	0	0	0	0	11	4	5	5	366	100	275	126	4	4	0	1	34	44	30	52	3	2	3	6	0	0	0	0	182	171	46	68	33	28	16	18	7	0	0	0	75	28	25	24	1	0	0	0	9	0	2	2	33	3	2	5
Neisseria elongata	6	4	262	183	8941	5968	47	6	1842	1285	353	135	8	1	11281	2636	1813	893	16	1	883	511	6	2	4	3	22	4	3	3	2	2	220	42	118	65	7018	1923	4101	1867	34	13	4	2	1006	836	613	672	206	147	55	80	8	0	0	1	7092	4189	1203	1433	1088	725	387	506	16	0	1	0	705	178	297	214	2	4	1	1	4	0	2	1	17	5	3	1
Neisseria lactamica B	0	0	26	25	754	595	23	0	78	62	15	9	2	0	1318	527	205	113	3	0	355	246	6	1	5	2	23	2	0	0	0	0	19	7	17	8	569	185	413	182	21	2	0	0	34	44	14	48	10	5	3	6	2	0	0	0	734	584	199	328	108	97	55	58	0	3	0	0	248	107	140	106	6	0	1	0	3	2	2	0	21	2	1	1
Neisseria macacae	0	0	13	3	291	251	17	0	34	22	11	3	7	0	394	160	79	51	3	0	121	74	0	0	2	1	4	4	0	0	0	0	12	1	1	2	224	67	177	74	13	4	0	0	11	23	10	12	4	7	1	2	7	0	0	0	208	186	60	100	49	30	29	22	3	0	0	0	82	39	42	32	0	0	0	0	2	0	0	1	4	0	0	4
Neisseria mucosa	0	0	17	8	679	565	5	1	31	31	25	7	2	1	400	154	61	62	1	0	80	70	1	1	3	1	19	6	0	0	0	0	11	6	4	4	491	188	389	176	4	1	0	1	15	16	13	18	18	7	1	6	2	0	0	1	222	178	68	86	39	22	29	33	1	0	0	0	53	27	43	27	1	0	0	1	2	1	1	0	15	4	3	3
Neisseria mucosa A	0	2	14	17	975	790	22	3	117	104	41	13	0	3	1303	465	227	141	0	0	357	262	4	3	9	1	111	16	0	0	0	2	13	1	15	2	754	221	547	243	12	10	2	1	41	76	44	60	20	21	3	10	0	0	2	1	683	620	196	269	140	87	53	88	0	0	0	0	260	97	140	122	0	4	3	0	8	1	1	0	89	22	12	4
Neisseria sicca	2	0	11	15	245	195	0	1	27	29	11	3	0	0	369	168	67	42	0	0	121	79	3	0	1	1	5	0	2	0	0	0	8	3	8	7	178	67	133	62	0	0	1	0	10	17	11	18	6	5	3	0	0	0	0	0	183	186	62	106	37	30	20	22	0	0	0	0	93	28	42	37	3	0	0	0	0	1	1	0	5	0	0	0
Neisseria sicca A	3	0	28	35	894	697	12	2	155	153	40	15	6	1	2657	1251	373	314	2	0	760	623	0	0	4	2	38	2	3	0	0	0	24	4	23	12	674	220	479	218	7	5	1	1	68	87	56	97	18	22	7	8	6	0	1	0	1432	1225	551	700	229	144	140	174	2	0	0	0	581	179	366	257	0	0	0	0	4	0	1	1	32	6	1	1
Neisseria sicca B	0	0	8	7	263	220	11	0	25	26	14	6	1	0	376	143	53	31	4	0	111	65	1	1	2	0	12	4	0	0	0	0	4	4	5	2	208	55	147	73	10	1	0	0	14	11	10	16	9	5	1	5	1	0	0	0	197	179	54	89	32	21	19	12	4	0	0	0	81	30	45	20	1	0	1	0	2	0	0	0	11	1	4	0
Neisseria sicca C	0	0	7	6	393	311	1	0	27	38	13	2	0	0	332	133	48	36	8	0	115	71	7	0	0	1	34	1	0	0	0	0	6	1	6	0	302	91	214	97	1	0	0	0	12	15	11	27	9	4	0	2	0	0	0	0	176	156	52	81	28	20	16	20	4	4	0	0	83	32	40	31	3	4	0	0	0	0	1	0	24	10	1	0
Neisseria sicca D	0	0	18	13	1725	1329	12	0	92	83	21	9	0	1	872	319	144	81	7	0	266	154	1	1	4	1	52	12	0	0	0	0	12	6	7	6	1319	406	918	411	12	0	0	0	41	51	30	53	12	9	4	5	0	0	0	1	486	386	142	177	90	54	37	44	7	0	0	0	186	80	83	71	1	0	1	0	4	0	0	1	46	6	6	6
Neisseria sicca E	2	0	20	15	1242	945	17	3	117	125	33	19	0	2	1336	463	195	161	0	0	371	238	0	0	5	2	22	6	1	1	0	0	15	5	11	4	972	270	650	295	7	10	2	1	57	60	56	69	15	18	10	9	0	0	2	0	706	630	195	268	115	80	66	95	0	0	0	0	265	106	136	102	0	0	0	0	5	0	1	1	13	9	5	1
Neisseria sp000090875	2	1	396	280	4650	3514	33	3	91	70	25	26	2	0	2955	1198	317	195	0	0	1285	919	12	1	11	3	27	5	2	0	0	1	309	87	190	90	3533	1117	2412	1102	29	4	2	1	36	55	32	38	8	17	2	24	2	0	0	0	1394	1561	471	727	172	145	86	109	0	0	0	0	829	456	454	465	12	0	1	0	5	6	1	2	22	5	2	3
Neisseria sp000227275	0	0	25	8	257	184	47	0	30	23	5	1	2	0	467	183	75	46	2	0	120	82	0	0	1	1	15	2	0	0	0	0	17	8	6	2	192	65	135	49	41	6	0	0	14	16	7	16	4	1	0	1	0	2	0	0	259	208	77	106	41	34	23	23	2	0	0	0	84	36	45	37	0	0	0	0	1	0	0	1	10	5	2	0
Neisseria sp000952795	1	0	14	9	325	292	14	0	19	29	11	7	0	0	318	99	54	41	0	0	87	59	0	0	0	2	25	3	0	1	0	0	12	2	8	1	256	69	212	80	11	3	0	0	11	8	12	17	6	5	2	5	0	0	0	0	153	165	38	61	19	35	20	21	0	0	0	0	65	22	29	30	0	0	0	0	0	0	1	1	23	2	1	2
Neisseria sp001809325	0	0	25	18	790	629	1	4	78	63	19	10	0	0	1258	563	194	145	0	0	371	262	3	0	6	0	17	2	0	0	0	0	18	7	14	4	595	195	447	182	1	0	2	2	31	47	21	42	8	11	2	8	0	0	0	0	668	590	260	303	114	80	64	81	0	0	0	0	261	110	157	105	3	0	0	0	4	2	0	0	9	8	2	0
Neisseria sp001815675	0	0	7	7	228	184	5	1	35	30	6	4	0	0	415	154	66	56	0	0	137	84	0	1	2	0	16	2	0	0	0	0	4	3	4	3	169	59	135	49	4	1	1	0	15	20	11	19	2	4	2	2	0	0	0	0	214	201	61	93	37	29	22	34	0	0	0	0	106	31	56	28	0	0	1	0	2	0	0	0	10	6	2	0
Neoactinobaculum massilliense	0	0	2	1	2	4	661	55	39	11	344	70	39	4	7	2	8	3	1	0	16	4	2	0	12	3	0	0	0	0	0	0	1	1	0	1	2	0	3	1	597	64	43	12	32	7	7	4	303	41	40	30	30	9	1	3	2	5	1	1	6	2	1	2	1	0	0	0	15	1	4	0	2	0	0	0	9	3	0	3	0	0	0	0
Nitratireductor C aestuarii	0	0	0	0	1	1	3	5	1	1	2	1	7	0	1	0	1037	921	12	2	1	0	0	1	3	0	25	12	0	0	0	0	0	0	0	0	0	1	0	1	1	2	2	3	0	1	0	1	0	2	0	1	7	0	0	0	1	0	0	0	877	160	640	281	12	0	0	2	0	1	0	0	0	0	0	1	3	0	0	0	16	9	8	4
Olsenella uli	1	0	3027	1273	225	123	76	7	27	6	0	0	212	27	11	0	18	8	1	0	113	46	0	1	275	45	4	2	0	1	0	0	2672	355	917	356	188	37	79	44	46	30	3	4	18	9	3	3	0	0	0	0	154	58	12	15	8	3	0	0	13	5	5	3	1	0	0	0	95	18	29	17	0	0	0	1	200	75	19	26	4	0	0	2
Olsenella F profusa A	2	1	201	102	150	62	109	7	41	14	18	7	271	24	11	2	22	9	2	0	171	67	8	1	443	74	13	6	0	2	0	1	168	33	71	31	127	23	40	22	75	34	4	3	29	12	9	5	15	3	4	3	242	29	12	12	9	2	0	2	16	6	3	6	2	0	0	0	140	31	38	29	8	0	0	1	295	148	42	32	11	2	4	2
Olsenella F sp001189515	5	1	347305	173922	173264	87993	52201	4163	14201	5404	75	27	66998	9740	3038	582	6411	1813	2	0	50259	21952	3	1	155508	26748	380	95	4	1	0	1	312557	34748	132737	41185	152682	20582	65793	22200	34962	17239	2252	1911	9884	4317	3177	2227	63	12	17	10	56209	10789	5898	3842	1855	1183	264	318	4338	2073	895	918	2	0	0	0	42281	7978	15073	6879	3	0	1	0	112742	42766	13942	12806	158	222	17	78
Olsenella I phocaeensis	1	0	377	174	179	91	151	6	58	13	1	4	224	32	7	2	26	9	0	0	140	70	0	0	482	84	3	0	1	0	0	0	327	50	129	45	148	31	62	29	97	54	4	2	40	18	8	5	1	0	0	4	167	57	17	15	4	3	0	2	16	10	4	5	0	0	0	0	115	25	45	25	0	0	0	0	331	151	38	46	3	0	0	0
Oribacterium sp000160135	0	0	270	214	159	137	19	2	13	10	3	2	22	7	11	1	19	12	6	0	239	153	9	0	13	4	27	4	0	0	0	0	223	47	157	57	124	35	107	30	19	0	2	0	9	4	4	6	3	0	2	0	8	14	4	3	6	5	1	0	13	6	5	7	6	0	0	0	197	42	99	54	9	0	0	0	8	5	4	0	22	5	1	3
Oribacterium sp013394775	0	0	2423	2868	353	434	1	1	9	9	3	0	8	12	7	2	15	14	0	0	28	18	0	1	11	0	0	0	0	0	0	0	2008	415	2059	809	291	62	324	110	0	1	0	1	4	5	5	4	2	1	0	0	3	5	3	9	4	3	0	2	11	4	9	5	0	0	0	0	23	5	14	4	0	0	1	0	4	7	0	0	0	0	0	0
Ottowia sp001262075	1	0	7857	3367	260356	116146	37	2	49	18	155	61	44	5	628	148	5227	2127	10	0	1244	673	1	2	10	2	7	2	0	1	0	0	6078	1779	2123	1244	203032	57324	77808	38338	19	18	2	0	29	20	11	7	105	50	22	39	33	11	3	2	426	202	74	74	2785	2442	813	1314	10	0	0	0	744	500	302	371	1	0	1	1	7	3	0	2	3	4	1	1
Ottowia sp003859965	0	0	33	6	322	135	90	7	142	43	365	113	40	4	1666	219	837	224	0	0	315	89	0	0	18	5	0	0	0	0	0	0	26	7	2	4	236	86	86	49	40	50	2	5	99	43	24	19	247	118	54	59	33	7	2	2	1257	409	124	95	617	220	129	95	0	0	0	0	277	38	68	21	0	0	0	0	14	4	3	2	0	0	0	0
Paenibacillus C sp001428245	0	1	0	2	0	0	31	3	1	0	1	0	45	2	0	0	98	40	1724	49	21	7	0	0	1	0	4	0	0	0	0	1	0	0	2	0	0	0	0	0	28	3	3	0	1	0	0	0	1	0	0	0	45	0	2	0	0	0	0	0	85	13	30	10	1666	58	40	9	21	0	7	0	0	0	0	0	1	0	0	0	4	0	0	0
Palsa-1315 sp005877535	0	0	6	1	1	2	183	24	2	2	967	315	2736	259	0	0	3	1	1969	53	19	13	0	0	1	0	757	100	0	0	0	0	6	0	1	0	1	0	2	0	150	33	16	8	2	0	2	0	879	88	231	84	2598	138	180	79	0	0	0	0	3	0	1	0	1838	131	44	9	19	0	12	1	0	0	0	0	0	1	0	0	387	370	33	67
Pantoea agglomerans	48	11	0	1	1	0	44	7	4	1	14	4	22	2	119	9	16	5	19	0	4534	1916	6	1	14	4	28	5	26	22	4	7	0	0	0	1	0	1	0	0	26	18	5	2	4	0	1	0	13	1	0	4	20	2	2	0	111	8	8	1	12	4	2	3	15	4	0	0	4424	110	1617	299	4	2	0	1	11	3	1	3	15	13	3	2
Pantoea brenneri	2	1	0	0	1	1	93	7	3	1	13	2	0	0	1033	79	1	1	14	1	9	6	2	1	9	0	12	3	2	0	1	0	0	0	0	0	0	1	1	0	67	26	6	1	3	0	0	1	12	1	2	0	0	0	0	0	968	65	50	29	1	0	0	1	9	5	1	0	8	1	5	1	2	0	1	0	7	2	0	0	12	0	1	2
Paraburkholderia sp001319865	1217	219	1	0	2	1	0	0	5	1	4	0	8	2	97	27	3	1	3	0	2	0	0	1	1	0	4	1	1014	203	134	85	0	1	0	0	2	0	1	0	0	0	0	0	4	1	1	0	2	2	0	0	7	1	2	0	90	7	23	4	1	2	0	1	3	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	2	2	1	0
Paracoccus aeridis	2	2	3	1	4	2	1455	63	18	3	268	34	71	4	61	2	27	2	43	1	5	2	53	3	8	0	54	4	2	0	2	0	2	1	1	0	4	0	1	1	1295	160	43	20	16	2	2	1	232	36	24	10	62	9	3	1	51	10	2	0	20	7	0	2	30	13	1	0	5	0	2	0	38	15	2	1	7	1	0	0	40	14	3	1
Paracoccus marcusii	20	7	2	1	2	0	828	52	11	3	85	16	83	8	176	14	65	16	32	1	50	12	118	15	36	7	317	28	15	5	4	3	2	0	0	1	2	0	0	0	742	86	41	11	10	1	3	0	71	14	14	2	70	13	7	1	154	22	7	7	48	17	12	4	25	7	1	0	49	1	8	4	107	11	11	4	32	4	4	3	215	102	13	15
Paracoccus salipaludis	2	0	0	1	2	1	1485	58	10	3	79	10	17	3	29	0	12	1	20	2	0	1	11	1	4	1	13	3	1	1	0	0	0	0	1	0	1	1	0	1	1369	116	44	14	10	0	2	1	74	5	5	5	16	1	1	2	27	2	0	0	11	1	1	0	17	3	0	2	0	0	1	0	11	0	1	0	4	0	1	0	9	4	2	1
Paracoccus yeei	5	0	2	1	0	1	903	35	7	1	65	10	13	0	49	6	20	2	21	0	0	0	28	1	7	2	39	2	5	0	0	0	2	0	1	0	0	0	1	0	801	102	25	10	7	0	1	0	57	8	6	4	13	0	0	0	43	6	4	2	18	2	1	1	19	2	0	0	0	0	0	0	28	0	1	0	4	3	1	1	27	12	0	2
Paraeggerthella hongkongensis A	2	1	213	127	55	34	0	0	290	125	1	0	45	5	44	8	52	25	0	0	16	6	0	0	132	23	1	0	2	0	0	1	191	22	98	29	50	5	31	3	0	0	0	0	197	93	81	44	1	0	0	0	45	0	5	0	35	9	3	5	43	9	13	12	0	0	0	0	16	0	6	0	0	0	0	0	93	39	10	13	0	1	0	0
Pararheinheimera mesophila	4	2	0	0	0	0	19	0	0	0	1	2	8	2	3138	515	2	0	0	0	1	1	37	6	173	72	95	28	1	3	1	1	0	0	0	0	0	0	0	0	16	3	0	0	0	0	0	0	1	0	1	1	8	0	2	0	2723	415	392	123	1	1	0	0	0	0	0	0	1	0	1	0	16	21	2	4	131	42	37	35	66	29	18	10
Pararheinheimera tangshanensis	14	15	0	0	2	0	46	7	2	0	14	13	20	2	158	21	16	11	17	0	37	23	73	17	486	143	100	18	9	5	5	10	0	0	0	0	1	1	0	0	37	9	7	0	2	0	0	0	13	1	8	5	12	8	1	1	136	22	16	5	16	0	9	2	11	6	0	0	35	2	19	4	61	12	11	6	368	118	84	59	74	26	6	12
Pararhizobium sp900468065	1	0	2	1	2	0	1	0	1	0	3	1	4	2	1	1	1	0	1544	26	0	1	0	0	4	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	3	0	1	0	4	0	2	0	1	0	0	1	0	1	0	0	1422	122	22	4	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0
Pararhizobium sp900473045	0	0	1	3	3	0	5	0	1	0	1	1	0	0	3	0	1	0	1253	19	1	0	1	0	7	3	1	0	0	0	0	0	1	0	2	1	2	1	0	0	5	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	1	0	0	1212	41	12	7	0	1	0	0	1	0	0	0	4	3	2	1	1	0	0	0
