Species	BAN001.A0101.SG1.1_10M	BAN001.A0102.SG1.4_10M	CDM019.A0101.SG1.1_10M	CDM019.A0102.SG1.4_10M	CDM020.A0101.SG1.1_10M	CDM020.A0102.SG1.4_10M	FUM001.A0101.SG1.1_10M	FUM001.A0102.SG1.4_10M	FUM002.A0101.SG1.1_10M	FUM002.A0102.SG1.5_10M	FUM003.A0101.SG1.1_10M	FUM003.A0102.SG1.4_10M	GDN001.A0101.SG1.1_10M	GDN001.A0102.SG1.3_10M	GOY005.A0101.SG1.2_10M	GOY005.A0103.SG1.4_10M	GOY006.A0101.SG1.2_10M	GOY006.A0102.SG1.5_10M	GUE001.A0101.SG1.1_10M	GUE001.A0102.SG1.4_10M	PES001.B0101.SG1.3_10M	PES001.B0102.SG1.5_10M	SPM002.A0101.SG1.1_10M	SPM002.A0103.SG1.4_10M	VLD001.A0101.SG1.1_10M	VLD001.A0102.SG1.2_10M	ZAF001.A0101.SG1.1_10M	ZAF001.A0103.SG1.4_10M
JACOYC01 sp016182015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACOYC01 sp016204275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACOYD01 sp016182055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
JACOYE01 sp016182045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JACOYH01 sp016181965	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACOYI01 sp016177385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JACOYI01 sp016181935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
JACOYJ01 sp016181885	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACOYM01 sp016181905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACOYT01 sp016181725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACOYX01 sp016181585	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	1	1	0	0	54	14	0	0
JACOZA01 sp016181565	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACOZD01 sp016181525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
JACOZG01 sp016181465	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
JACOZM01 sp016181345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACOZO01 sp016181325	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACOZP01 sp016181265	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACOZP01 sp016203205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACOZP01 sp016203215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACOZP01 sp018302605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
JACOZQ01 sp016181275	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACOZS01 sp016181215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACOZU01 sp016181165	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACOZW01 sp016181145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
JACPAB01 sp016181045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
JACPAE01 sp016181005	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPAE01 sp016187385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPAG01 sp016180945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPAH01 sp016180925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
JACPAH01 sp016187365	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPAJ01 sp016180865	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0
JACPAK01 sp016180845	0	0	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
JACPAL01 sp016180855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
JACPAN01 sp016180815	0	0	1	0	1	2	0	0	0	0	1	0	4	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
JACPAO01 sp016180755	0	0	4	1	3	0	0	0	0	0	2	0	7	0	0	0	0	2	67	8	22	7	0	0	0	0	70	8
JACPAP01 sp016180765	0	0	3	2	0	3	6	1	4	0	9	3	7	0	1	3	0	1	14	0	3	1	0	1	2	0	5	3
JACPAR01 sp016180725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPAS01 sp016180665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPAU01 sp016180705	3	0	50	22	21	12	301	33	21	5	405	113	157	1	0	0	1	0	75	3	213	98	0	0	1	1	18	1
JACPAV01 sp016180645	0	0	1	2	0	0	4	0	1	0	2	0	4	1	1	0	1	1	6	0	0	0	0	0	1	0	1	1
JACPAW01 sp016180605	0	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
JACPAX01 sp016180585	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
JACPBB01 sp016180525	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPBJ01 sp016180375	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPBO01 sp016180285	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPBS01 sp016180195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPBT01 sp016180145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
JACPBV01 sp016180135	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPBV01 sp016180165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPCA01 sp016177345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPCA01 sp016180035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPCC01 sp016179995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
JACPCD01 sp016179955	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
JACPCE01 sp016179945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPCE01 sp018302765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
JACPCG01 sp016179925	0	0	5	5	2	0	56	9	13	0	48	6	97	5	2	0	6	2	95	0	13	10	0	0	2	0	12	7
JACPCJ01 sp016179865	0	0	1	0	0	0	14	2	2	1	9	3	6	3	1	0	2	1	23	0	5	1	0	0	2	0	31	3
JACPCK01 sp016179845	0	0	1	0	0	0	4	0	0	0	3	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0
JACPCL1 sp016179765	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	8	0	1	0	0	0	1	0	0	0
JACPCL1 sp016202485	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	2	0
JACPCL1 sp016210395	0	0	0	0	0	0	0	0	7	3	0	0	8	1	3	2	2	1	11	0	2	3	0	0	0	0	1	0
JACPCQ01 sp016179715	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
JACPCR01 sp016179685	0	1	0	1	2	1	2	2	2	3	2	0	18	0	0	0	0	1	4	0	4	0	0	0	2	2	1	1
JACPDD01 sp016184205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPDF01 sp016180235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
JACPDF01 sp016184145	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JACPDH01 sp016184115	4	1	0	0	1	1	0	0	2	2	3	1	0	0	0	1	2	1	48	2	2	0	0	0	7	0	2	0
JACPDL01 sp016184005	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPDL01 sp018304565	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPDS01 sp016183885	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPDT01 sp016183865	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	7	0	1	1	0	0	0	0	0	0
JACPDV01 sp016183835	0	0	5	3	3	3	0	0	2	0	1	0	29	1	3	0	1	0	4	0	2	1	0	0	1	0	1	1
JACPEG01 sp016183615	0	0	17	4	3	3	1	0	1	0	16	6	11	0	4	1	1	2	19	0	5	2	0	0	5	0	4	0
JACPEJ01 sp016183565	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
JACPEP01 sp016183425	0	0	0	1	0	0	0	0	3	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1
JACPES01 sp016183365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPES01 sp016219325	0	0	0	1	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
JACPEV01 sp016183325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
JACPFA01 sp016183235	0	0	1	3	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
JACPFE01 sp016183145	1	0	3	2	4	1	20	5	0	1	57	18	35	1	0	0	4	1	236	5	9	1	0	0	0	0	5	1
JACPFF01 sp016183065	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
JACPFG01 sp016183125	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	2	0	3	0	0	2	0	0	0	0	1	0
JACPFJ01 sp001824455	0	0	0	1	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
JACPFJ01 sp003574895	0	0	0	0	0	0	2	0	2	0	0	0	4	0	0	0	1	0	0	0	0	2	0	0	0	1	2	0
JACPFJ01 sp015688915	0	0	0	0	2	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0
JACPFJ01 sp016182975	0	0	2	1	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
JACPFL01 sp016183025	0	0	2	1	0	0	13	2	1	1	7	3	25	0	1	0	1	1	24	2	7	0	0	0	0	0	5	0
JACPFN01 sp016183005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPFN01 sp017992075	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
JACPFN01 sp018061805	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	4	0	0	0	0	0	0
JACPFT01 sp016182845	0	0	7	1	0	1	2	0	1	2	11	3	10	1	2	0	2	3	2	0	2	0	0	0	2	0	0	1
JACPFV01 sp016182805	0	0	5	0	2	0	4	0	0	1	0	0	1	0	5	0	3	1	34	0	1	0	0	0	0	0	19	3
JACPFZ01 sp016182725	0	0	0	0	0	0	1	0	2	2	0	0	0	2	2	0	4	0	0	0	1	0	0	0	0	0	0	0
JACPGD01 sp016182645	0	0	2	0	2	0	7	0	0	0	1	0	0	1	1	0	0	0	20	0	0	1	0	0	0	0	4	0
JACPGE01 sp016182605	0	0	1	0	1	0	3	0	2	0	2	1	0	0	1	0	1	0	3	0	3	1	0	0	1	0	0	0
JACPGF01 sp016182615	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	3	0	0	2	0	0	0
JACPGI01 sp016182565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JACPGJ01 sp016182555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
JACPGK01 sp016182495	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	12	7	0	0
JACPGL01 sp016182525	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JACPGP01 sp016182425	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPGQ01 sp016188975	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	4	1
JACPGR01 sp016182415	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
JACPGS01 sp016189025	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
JACPGT01 sp016188965	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
JACPGT01 sp016207165	0	0	0	0	0	0	0	0	6	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
JACPGT01 sp016212375	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
JACPGU01 sp016188915	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JACPGX01 sp016181985	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPGX01 sp016186525	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPGX01 sp016188865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPGZ01 sp016188895	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
JACPHA01 sp016188825	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPHB01 sp016186325	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPHB01 sp016188835	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25	2	0	0
JACPHC01 sp016188775	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0
JACPHD01 sp016188785	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0
JACPHD01 sp016208065	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JACPHD01 sp018827685	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	4	0	0	15	3	0	0
JACPHH01 sp016188705	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
JACPHL01 sp016188625	0	0	0	1	0	0	21	1	3	0	22	2	17	1	1	0	1	2	45	0	6	2	0	0	3	1	8	1
JACPHP01 sp016188605	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
JACPHX01 sp016188425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPHY01 sp016188355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0
JACPIA01 sp016188295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
JACPID01 sp016188265	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
JACPIF01 sp016188215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPIG01 sp016188205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPII01 sp016188175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPIK01 sp016188115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPIL01 sp016188105	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	24	1	0	1	0	0	0	0	31	5
JACPIM01 sp016188045	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPIN01 sp016188065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPIN01 sp018302705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
JACPIO01 sp016188075	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPIY01 sp016187835	0	0	0	1	0	1	8	0	0	0	14	1	0	0	1	0	0	0	173	4	0	0	0	0	0	0	13	4
JACPJC01 sp016187745	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPJC01 sp018304445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPJN01 sp016187515	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	1	3	0	0	1	0	0	4	3	0	0
JACPJO01 sp016187485	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
JACPJP01 sp016185955	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPJP01 sp016187495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPJR01 sp016187565	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPJS01 sp016187405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPJV01 sp016187395	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPJW01 sp016187335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPJW01 sp016198625	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPJY01 sp016187325	0	0	9	6	2	0	56	1	8	2	5	3	0	0	1	0	0	0	11	1	1	2	0	0	1	0	1	0
JACPKC01 sp016187225	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
JACPKE01 sp016187205	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	14	5	0	0
JACPKF01 sp016187125	0	0	2	0	0	0	0	0	1	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JACPKK01 sp016187105	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPKL01 sp016187035	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPKM01 sp016187025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPKO01 sp016186985	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
JACPKP01 sp016186955	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
JACPKQ01 sp016186995	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
JACPKS01 sp016186905	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
JACPKT01 sp016186855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPKU01 sp016186915	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
JACPKW01 sp016186825	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
JACPKY01 sp016186795	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
JACPLA01 sp016186715	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	3	0	0	0	0	1	0
JACPLN01 sp016186485	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	4	1	0	0	3	0	0	0
JACPLO01 sp016186495	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
JACPLR01 sp016186425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
JACPLR01 sp018304985	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPLS01 sp016186375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPLT01 sp016186365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPLU01 sp016186395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPLZ01 sp016186245	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
JACPMA01 sp016186205	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
JACPMD01 sp016186235	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
JACPMF01 sp016186145	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
JACPMG01 sp016186095	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
JACPMJ01 sp016186045	0	0	0	0	0	0	12	0	1	2	2	0	0	0	0	0	0	3	0	0	0	0	0	0	3	1	0	0
JACPMK01 sp016186115	0	0	0	1	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JACPNA01 sp016185725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPNC01 sp016185685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPND01 sp016185625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPNE01 sp016185615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPNF01 sp016185635	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPNG01 sp016185605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
JACPNH01 sp016185565	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPNI01 sp016185555	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPNK01 sp016181105	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPNK01 sp016185525	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
JACPNN01 sp016185435	0	0	0	0	0	0	0	0	3	0	1	0	0	0	6	0	3	1	0	0	1	0	0	0	0	0	0	0
JACPNR01 sp016185395	0	0	3	0	0	0	0	0	0	1	1	2	11	1	0	0	3	0	6	0	2	1	0	0	0	0	0	0
JACPNS01 sp016185345	0	0	0	0	0	1	0	1	1	0	0	0	2	1	0	0	1	0	3	0	1	0	0	0	1	3	11	2
JACPNS01 sp016213645	0	0	2	2	2	1	0	0	1	0	2	0	5	0	0	0	2	1	6	0	1	0	0	0	0	0	2	1
JACPNS01 sp016219715	0	0	0	0	0	0	0	0	1	1	2	0	0	0	2	0	1	0	4	0	11	1	0	0	1	0	7	0
JACPNS01 sp016462645	0	0	1	0	3	2	0	0	1	0	2	0	0	0	1	0	1	0	2	0	0	1	0	0	3	0	8	0
JACPNS01 sp016463365	0	0	0	0	0	0	0	0	1	0	0	0	5	0	2	0	1	1	0	0	0	1	0	0	0	0	3	0
JACPNV01 sp016185305	0	0	4	2	3	2	0	1	6	2	1	0	0	0	4	0	7	0	18	0	5	2	0	0	3	0	10	0
