Length,counts_length,Study
67,9,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
68,5,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
69,11,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
70,6,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
71,9,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
72,12,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
73,10,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
74,7,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
75,12,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
76,33,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
77,4,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
78,7,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
79,4,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
80,10,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
81,3,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
82,12,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
83,6,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
84,3,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
85,1,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
86,3,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
87,3,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
88,3,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
89,3,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
90,4,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
91,3,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
92,5,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
93,5,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
94,1,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
95,3,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
96,3,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
97,2,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
98,4,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
99,4,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
100,1,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
101,3,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
102,3,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
103,4,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
104,3,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
105,2,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
106,1,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
107,1,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
108,1,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
109,4,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
110,3,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
111,3,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
112,1,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
114,2,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
115,2,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
117,1,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
118,1,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
119,1,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
121,2,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
123,1,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
126,3,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
129,1,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
130,2,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
135,1,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
139,1,BAN001.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
36,9,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
37,14,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
38,20,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
39,20,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
40,23,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
41,23,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
42,23,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
43,13,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
44,26,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
45,26,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
46,20,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
47,12,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
48,16,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
49,9,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
50,15,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
51,4,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
52,6,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
53,7,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
54,8,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
55,9,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
56,2,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
57,7,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
58,7,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
59,9,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
60,9,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
61,8,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
62,9,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
63,3,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
64,5,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
65,2,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
66,5,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
67,4,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
68,3,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
69,6,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
70,5,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
71,2,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
72,3,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
73,5,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
74,5,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
75,5,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
76,6,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
77,1,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
78,1,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
80,2,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
81,1,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
82,2,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
83,1,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
85,1,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
86,1,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
87,1,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
89,2,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
90,2,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
91,1,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
95,1,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
101,2,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
103,2,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
109,1,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
112,2,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
114,1,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
122,1,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
125,2,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
138,1,BAN001.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
36,5438,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
37,11285,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
38,15522,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
39,19864,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
40,23541,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
41,24327,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
42,26772,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
43,28667,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
44,29806,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
45,31622,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
46,33620,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
47,34638,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
48,34211,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
49,34535,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
50,34701,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
51,35313,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
52,35979,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
53,36532,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
54,37047,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
55,35464,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
56,36149,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
57,36862,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
58,37109,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
59,36164,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
60,36503,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
61,34597,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
62,34111,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
63,34495,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
64,34190,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
65,33912,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
66,34063,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
67,33515,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
68,30809,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
69,31104,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
70,30887,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
71,30813,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
72,33634,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
73,37512,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
74,33416,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
75,59841,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
76,199625,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
77,26039,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
78,26242,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
79,25886,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
80,25098,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
81,23410,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
82,23051,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
83,22485,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
84,22342,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
85,22097,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
86,21350,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
87,21344,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
88,20349,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
89,19424,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
90,19613,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
91,19059,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
92,18348,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
93,18162,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
94,17821,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
95,16693,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
96,16353,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
97,16337,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
98,15885,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
99,15580,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
100,15505,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
101,14118,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
102,13964,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
103,13582,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
104,13358,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
105,13075,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
106,12898,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
107,12440,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
108,12046,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
109,11922,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
110,11297,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
111,11143,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
112,10817,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
113,10530,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
114,10601,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
115,9731,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
116,9430,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
117,9298,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
118,9253,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
119,8709,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
120,8766,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
121,8358,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
122,7922,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
123,7959,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
124,7718,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
125,7427,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
126,7264,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
127,7169,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
128,6545,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
129,6669,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
130,6446,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
131,6212,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
132,5997,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
133,5862,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
134,5779,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
135,5460,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
136,5422,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
137,5306,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
138,5038,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
139,4807,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
140,4865,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
141,4134,CDM019.A0101.SG1.1_10M.oral_gc_rl.tsv.gz
36,8066,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
37,15267,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
38,20920,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
39,25109,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
40,29522,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
41,30474,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
42,30170,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
43,31076,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
44,31753,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
45,31421,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
46,32303,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
47,32449,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
48,30785,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
49,30932,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
50,31401,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
51,30353,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
52,30191,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
53,29605,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
54,28617,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
55,27030,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
56,26949,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
57,26007,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
58,25750,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
59,25598,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
60,24277,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
61,23231,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
62,22890,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
63,21882,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
64,21500,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
65,20966,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
66,20159,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
67,19581,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
68,18220,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
69,17694,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
70,17333,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
71,17789,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
72,19241,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
73,25711,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
74,16354,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
75,21974,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
76,101366,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
77,13378,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
78,12871,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
79,12613,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
80,12250,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
81,11164,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
82,11262,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
83,10849,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
84,10273,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
85,9986,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
86,9931,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
87,9325,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
88,8795,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
89,8636,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
90,8112,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
91,7864,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
92,8017,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
93,7577,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
94,7434,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
95,6985,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
96,6673,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
97,6514,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
98,6320,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
99,6138,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
100,5941,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
101,5554,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
102,5384,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
103,5179,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
104,5250,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
105,4959,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
106,4863,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
107,4759,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
108,4360,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
109,4287,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
110,4306,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
111,4150,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
112,3956,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
113,3995,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
114,3741,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
115,3509,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
116,3492,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
117,3335,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
118,3208,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
119,3170,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
120,3059,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
121,2898,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
122,2850,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
123,2718,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
124,2651,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
125,2712,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
126,2572,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
127,2565,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
128,2414,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
129,2370,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
130,2319,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
131,2248,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
132,2169,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
133,2079,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
134,2164,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
135,1932,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
136,1975,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
137,1919,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
138,1723,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
139,1722,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
140,1737,CDM019.A0102.SG1.4_10M.oral_gc_rl.tsv.gz
