Length,counts_length,Study
121,19292,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
122,18584,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
123,17341,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
124,17043,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
125,16106,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
126,15676,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
127,15292,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
128,15114,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
129,14490,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
130,14390,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
131,13770,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
132,13093,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
133,12628,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
134,12224,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
135,11871,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
136,11408,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
137,11235,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
138,10791,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
139,10798,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
140,11011,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
141,9099,BAN001.A0101_10M.remove30bp_gc_rl.tsv.gz
30,212771,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
31,216156,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
32,200596,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
33,179257,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
34,161774,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
35,149937,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
36,144291,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
37,139175,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
38,138146,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
39,141113,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
40,153175,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
41,142488,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
42,128445,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
43,107136,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
44,92690,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
45,82961,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
46,75183,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
47,71210,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
48,68974,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
49,67226,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
50,67138,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
51,68871,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
52,66680,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
53,57358,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
54,47949,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
55,42572,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
56,38226,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
57,35773,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
58,34123,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
59,33133,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
60,32842,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
61,33094,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
62,31853,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
63,28155,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
64,24206,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
65,22420,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
66,21278,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
67,21372,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
68,17069,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
69,16839,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
70,16671,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
71,16830,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
72,18100,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
73,18306,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
74,19044,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
75,25459,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
76,71024,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
77,9827,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
78,9305,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
79,9080,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
80,8698,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
81,8757,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
82,8739,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
83,8348,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
84,7642,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
85,6542,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
86,6024,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
87,5726,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
88,5408,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
89,5135,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
90,5139,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
91,4879,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
92,5046,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
93,4789,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
94,4743,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
95,4292,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
96,3891,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
97,3654,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
98,3543,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
99,3335,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
100,3336,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
101,3340,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
102,3333,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
103,3092,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
104,3032,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
105,2810,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
106,2680,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
107,2557,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
108,2404,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
109,2238,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
110,2120,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
111,2164,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
112,2060,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
113,2054,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
114,1918,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
115,1802,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
116,1797,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
117,1587,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
118,1653,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
119,1549,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
120,1449,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
121,1517,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
122,1432,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
123,1341,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
124,1351,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
125,1222,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
126,1260,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
127,1149,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
128,1147,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
129,1045,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
130,987,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
131,1008,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
132,983,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
133,960,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
134,950,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
135,866,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
136,896,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
137,841,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
138,824,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
139,775,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
140,808,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
141,742,BAN001.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
30,90181,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
31,100813,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
32,112082,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
33,124264,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
34,134508,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
35,142376,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
36,153484,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
37,158863,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
38,159796,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
39,163205,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
40,164075,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
41,164586,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
42,167596,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
43,168811,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
44,168007,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
45,170384,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
46,171943,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
47,170185,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
48,169424,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
49,166852,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
50,161448,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
51,160769,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
52,159276,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
53,155755,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
54,154498,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
55,152053,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
56,149330,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
57,149581,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
58,146611,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
59,140281,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
60,138767,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
61,134695,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
62,130344,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
63,129142,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
64,125601,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
65,122879,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
66,121466,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
67,119345,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
68,114986,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
69,113554,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
70,110290,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
71,106316,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
72,106435,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
73,107264,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
74,120833,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
75,219686,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
76,697985,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
77,89068,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
78,88336,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
79,85835,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
80,82249,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
81,80331,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
82,78039,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
83,75463,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
84,73599,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
85,71889,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
86,69373,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
87,68149,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
88,66764,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
89,63983,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
90,63040,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
91,61247,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
92,58004,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
93,57556,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
94,55484,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
95,53948,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
96,52607,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
97,51760,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
98,49698,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
99,48384,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
100,47249,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
101,45049,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
102,44254,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
103,42737,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
104,40848,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
105,40287,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
106,39456,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
107,37891,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
108,37390,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
109,36398,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
110,34838,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
111,34264,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
112,33192,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
113,31926,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
114,31340,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
115,30255,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
116,28916,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
117,28319,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
118,27772,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
119,26645,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
120,25950,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
121,25285,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
122,24161,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
123,24025,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
124,23016,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
125,21986,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
126,21459,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
127,21129,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
128,19949,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
129,19863,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
130,19175,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
131,18446,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
132,17722,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
133,17467,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
134,16986,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
135,16338,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
136,16195,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
137,15783,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
138,15186,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
139,15103,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
140,15115,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
141,13095,CDM019.A0101_10M.remove30bp_gc_rl.tsv.gz
30,207126,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
31,216704,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
32,217962,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
33,213093,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
34,218387,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
35,221138,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
36,217478,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
37,217226,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
38,215836,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
39,209481,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
40,211556,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
41,210445,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
42,199530,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
43,194472,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
44,190608,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
45,182151,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
46,179714,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
47,175094,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
48,166407,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
49,162489,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
50,159802,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
51,151884,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
52,147663,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
53,141474,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
54,132782,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
55,129296,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
56,126061,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
57,118547,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
58,114810,CDM019.A0102.SG1.4_10M.remove30bp_gc_rl.tsv.gz
