"","Position","C.T","G.A"
"1",1,0.870225378746196,0
"2",2,0.777726477357622,0
"3",3,0.667289499634107,0
"4",4,0.567016438287643,0
"5",5,0.496033245474064,0
"6",6,0.454093690143755,0
"7",7,0.431898852090792,0
"8",8,0.420832445744983,0
"9",9,0.415476986493773,0
"10",10,0.412921671992809,0
"11",11,0.411710057221922,0
"12",12,0.411136967805733,0
"13",-12,0.411136967805733,0
"14",-11,0.411710057221922,0
"15",-10,0.412921671992809,0
"16",-9,0.415476986493773,0
"17",-8,0.420832445744983,0
"18",-7,0.431898852090792,0
"19",-6,0.454093690143755,0
"20",-5,0.496033245474064,0
"21",-4,0.567016438287643,0
"22",-3,0.667289499634107,0
"23",-2,0.777726477357622,0
"24",-1,0.870225378746196,0
