pos	5pC>T
1	0.263888888888889
2	0.137451737451737
3	0.0773822684059253
4	0.0735457989748161
5	0.0673981191222571
6	0.0607486631016043
7	0.0536170212765957
8	0.0463288521199586
9	0.0490174908227165
10	0.0501760563380282
11	0.0438527799530149
12	0.0458715596330275
13	0.0427738172391445
14	0.0460122699386503
15	0.0463850174216028
16	0.0448759439050701
17	0.0499181669394435
18	0.0525416488680051
19	0.0446581196581197
20	0.0477272727272727
21	0.0427702996092054
22	0.0404894327030033
23	0.0496791554543573
24	0.0514188180072541
25	0.0473881419440159
