"","Position","C.T","G.A"
"1",1,0.7377631470499,0
"2",2,0.518693511703615,0
"3",3,0.316906592406993,0
"4",4,0.189095862652952,0
"5",5,0.123231793961793,0
"6",6,0.0921883557112195,0
"7",7,0.0779581717021966,0
"8",8,0.0714257835288325,0
"9",9,0.0683823711935209,0
"10",10,0.0669349483421019,0
"11",11,0.0662307310032266,0
"12",12,0.0658801120997,0
"13",-12,0.0658801120997,0
"14",-11,0.0662307310032266,0
"15",-10,0.0669349483421019,0
"16",-9,0.0683823711935209,0
"17",-8,0.0714257835288325,0
"18",-7,0.0779581717021966,0
"19",-6,0.0921883557112195,0
"20",-5,0.123231793961793,0
"21",-4,0.189095862652952,0
"22",-3,0.316906592406993,0
"23",-2,0.518693511703615,0
"24",-1,0.7377631470499,0
