pos	3pG>A
1	0.105263157894737
2	0.0185185185185185
3	0.02
4	0.0454545454545455
5	0.0476190476190476
6	0.0307692307692308
7	0
8	0
9	0.0285714285714286
10	0.0384615384615385
11	0.0545454545454545
12	0.0175438596491228
13	0.0192307692307692
14	0
15	0.0483870967741935
16	0.0888888888888889
17	0.0192307692307692
18	0.0163934426229508
19	0.0181818181818182
20	0.0333333333333333
21	0.0178571428571429
22	0.0338983050847458
23	0.0178571428571429
24	0.0169491525423729
25	0
