# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/mapDamage2_ssLibs/input/GDN001.A0102.SG1.3_5M.mapped_n_elongata_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/input/GCF_900453895.1_42925_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	39	2
+	33	11
+	31	23
+	30	15
+	35	6
+	34	9
+	32	8
+	46	4
+	37	5
+	43	3
+	54	1
+	48	2
+	47	3
+	42	3
+	38	2
+	36	2
+	44	4
+	56	2
+	67	1
+	49	2
+	40	2
+	51	2
+	41	2
+	29	1
+	52	1
+	55	1
+	50	1
-	47	1
-	30	19
-	38	4
-	32	4
-	39	6
-	56	3
-	31	12
-	35	3
-	49	2
-	41	2
-	68	1
-	33	7
-	37	2
-	34	7
-	40	2
-	42	2
-	36	5
-	45	5
-	46	2
-	43	1
-	52	2
-	79	1
-	44	1
-	57	1
-	62	1
