# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/mapDamage2_dsLibs/input/PES001.B0101.SG1.3_5M.mapped_a_dentalis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/input/GCF_000429225.1_ASM42922v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	53	1049
+	51	1202
+	65	875
+	106	300
+	76	7590
+	75	2431
+	77	720
+	109	269
+	89	450
+	68	879
+	78	651
+	66	871
+	56	994
+	62	795
+	54	988
+	39	1196
+	41	1128
+	81	566
+	48	1262
+	112	266
+	42	1470
+	34	1157
+	61	903
+	118	229
+	92	446
+	31	905
+	91	563
+	44	1409
+	70	882
+	83	541
+	36	1153
+	67	924
+	80	582
+	30	857
+	46	1417
+	49	1235
+	45	1428
+	47	1312
+	102	338
+	99	359
+	60	866
+	139	93
+	69	870
+	88	466
+	97	407
+	117	233
+	123	164
+	126	173
+	95	420
+	124	191
+	33	1109
+	40	1234
+	50	1186
+	55	1062
+	104	319
+	140	87
+	59	900
+	58	1009
+	90	561
+	116	211
+	84	482
+	87	518
+	52	1143
+	72	931
+	96	417
+	86	450
+	137	102
+	120	230
+	35	1168
+	57	933
+	82	556
+	43	1485
+	71	749
+	100	371
+	94	483
+	74	906
+	135	116
+	38	1141
+	37	1223
+	142	4
+	64	1056
+	129	146
+	73	977
+	32	1031
+	107	292
+	111	251
+	108	293
+	113	201
+	127	149
+	103	321
+	114	232
+	93	471
+	105	292
+	122	193
+	132	137
+	63	808
+	115	220
+	85	508
+	98	365
+	101	331
+	79	659
+	130	168
+	136	119
+	133	133
+	131	122
+	138	114
+	125	171
+	121	215
+	110	242
+	119	207
+	128	136
+	134	127
+	29	7
+	141	101
+	27	1
+	28	1
-	35	1163
-	72	936
-	67	869
-	87	506
-	64	913
-	83	517
-	51	1163
-	76	7378
-	99	381
-	54	1074
-	92	462
-	45	1349
-	52	1153
-	84	503
-	73	930
-	61	856
-	38	1141
-	75	2353
-	46	1368
-	79	632
-	32	1010
-	42	1433
-	134	126
-	34	1118
-	74	939
-	125	173
-	66	950
-	63	769
-	109	277
-	69	790
-	48	1221
-	70	840
-	121	211
-	62	823
-	113	209
-	130	144
-	60	931
-	65	888
-	57	1007
-	77	738
-	112	249
-	50	1163
-	106	303
-	56	950
-	71	803
-	103	318
-	43	1414
-	41	1124
-	107	246
-	47	1275
-	96	444
-	82	522
-	85	483
-	49	1281
-	128	154
-	53	1068
-	78	648
-	132	140
-	80	572
-	98	365
-	36	1103
-	90	500
-	37	1192
-	68	778
-	101	345
-	59	868
-	30	918
-	141	74
-	55	1081
-	91	542
-	31	998
-	93	540
-	81	572
-	88	425
-	58	981
-	86	474
-	120	213
-	100	350
-	40	1133
-	44	1369
-	33	1035
-	124	201
-	133	139
-	139	111
-	89	413
-	39	1184
-	97	442
-	117	242
-	108	268
-	95	407
-	104	311
-	127	157
-	102	356
-	110	247
-	137	96
-	140	99
-	136	100
-	122	167
-	119	225
-	118	246
-	126	184
-	111	256
-	129	165
-	116	190
-	115	215
-	123	200
-	105	337
-	114	210
-	138	109
-	94	440
-	131	138
-	135	131
-	142	3
-	29	6
