# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/mapDamage2_ssLibs/input/GDN001.A0102.SG1.3_5M.mapped_l_mirabilis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/input/GCF_900637555.1_51726_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	33	18
+	42	8
+	46	5
+	43	9
+	31	38
+	44	7
+	32	29
+	34	24
+	39	6
+	36	12
+	35	19
+	48	7
+	30	43
+	38	11
+	27	1
+	40	6
+	41	3
+	47	2
+	37	13
+	45	3
+	49	3
+	57	1
+	52	2
+	51	2
+	28	1
+	29	2
+	65	1
+	64	1
+	54	1
+	53	2
+	55	1
-	48	2
-	41	3
-	31	43
-	34	26
-	32	38
-	33	33
-	42	10
-	30	41
-	37	17
-	47	4
-	39	7
-	45	2
-	46	5
-	29	3
-	40	3
-	35	10
-	43	3
-	54	2
-	44	10
-	36	7
-	50	3
-	38	10
-	64	1
-	56	1
-	74	1
-	51	1
-	69	1
-	49	3
