"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.128303945649539,0.000687665110233008,0.837832823724805,0.656008140681262,0.788928673433337,-598.035810771032
"Std.",0.00727390877363456,0.000675081595551501,0.115043145037205,0.0442732589000238,0.055354281937526,1.69949707536499
"Acceptance ratio",0.26014,0.2461,0.15762,0.27984,0.29012,0.75704
"0%",0.102491413793394,4.00971106795709e-08,0.34508928066543,0.456817131023245,0.593312263708299,-610.009069567879
"2.5%",0.114257788330038,2.02483163401388e-05,0.581057747643534,0.559046211703076,0.686899230969416,-602.178450832648
"5%",0.1166384374784,4.04030725040448e-05,0.622446765970168,0.578215287282852,0.701293358127591,-601.286587553522
"7.5%",0.118124120594011,5.91992461628692e-05,0.651334642860018,0.590149251086129,0.711615884478345,-600.724400595791
"10%",0.119214821547551,8.14322975762811e-05,0.67109684567668,0.597906956568638,0.720298140224002,-600.323018114413
"12.5%",0.120107357021136,0.000100282710447894,0.690841115763272,0.604243717742148,0.726593140306504,-599.997253785514
"15%",0.120885162586893,0.000118401509872532,0.70960121052808,0.610414413930679,0.731871208614653,-599.721864837507
"17.5%",0.121610317030495,0.000137076846665125,0.725086704069762,0.615347389873803,0.736829817500304,-599.493018183364
"20%",0.122294365275073,0.000156679508110562,0.739609239173307,0.619979367486468,0.741803425002698,-599.294987971824
"22.5%",0.122897135684807,0.000182061988173902,0.753305362917086,0.624177608120549,0.746218866961589,-599.109753206566
"25%",0.123415357372388,0.000207282159506836,0.765289144364568,0.62792741606445,0.750765662046643,-598.941623761105
"27.5%",0.123860625531427,0.000231112507879726,0.774357964028363,0.63148715824897,0.754948404495935,-598.78181303286
"30%",0.124377671263074,0.000254818688617048,0.783888544793439,0.635008866987014,0.758593237135324,-598.643697278575
"32.5%",0.124873584538005,0.000280948679115794,0.794415735678015,0.638316080637122,0.762190416843656,-598.503715127852
"35%",0.125320675232935,0.000309076228698298,0.806062132860373,0.641743421632906,0.765352673978789,-598.37063138267
"37.5%",0.125788091359794,0.000334556970573036,0.814453062908527,0.645225919896895,0.768560740323211,-598.238286942098
"40%",0.126267788427815,0.000362772655098478,0.823044184082256,0.648369952681741,0.772445521397209,-598.125332963371
"42.5%",0.126698958394592,0.000391580747196952,0.832438563530168,0.651195384149423,0.776126500560568,-598.017835940246
"45%",0.127158062680327,0.000422019873999065,0.839936165640135,0.654187384923782,0.77988331162251,-597.917736729158
"47.5%",0.127578959260267,0.000454485706261176,0.849142304671066,0.656918283996351,0.783018451571108,-597.818830696231
"50%",0.128046840134962,0.000488587210216225,0.85579126110486,0.659772934986658,0.787195378173621,-597.718004128708
"52.5%",0.128524469554432,0.000522078495236824,0.863740304848653,0.66232727965778,0.790895556942415,-597.624216829581
"55%",0.129010822413701,0.000557345418746258,0.870978693419851,0.665025329917558,0.793946669081637,-597.518995680056
"57.5%",0.129498744863733,0.000595426401077767,0.878860993811021,0.667645235451569,0.797160745033638,-597.415273137468
"60%",0.129989785397082,0.00063443694654657,0.887769158199785,0.670198906186716,0.800797017676615,-597.322750029806
"62.5%",0.130539410722595,0.000676282699191997,0.896170258612625,0.672774827404545,0.804882278104208,-597.228499558318
"65%",0.130981743834785,0.000725235681143592,0.903775665487057,0.675760713048034,0.808491522264854,-597.141400078197
"67.5%",0.13153439633615,0.000776702349468592,0.909966300166805,0.67838342568843,0.812059617925072,-597.051370124458
"70%",0.132052542524097,0.000831295080052366,0.917795206461686,0.681087898913088,0.816326330925364,-596.959845542068
"72.5%",0.132562945668412,0.000892834709853018,0.924487685050647,0.683928869232916,0.820716731919738,-596.869733054404
"75%",0.133109696829608,0.000954260098258908,0.932544990873713,0.686659783387182,0.824678189031851,-596.78237023151
"77.5%",0.13373055944595,0.00102353182492965,0.939543236873598,0.689487885421597,0.829500923040458,-596.694874976583
"80%",0.134448861758856,0.00110599347895979,0.94663978208734,0.692744554476708,0.833939172651351,-596.604011680699
"82.5%",0.135138306656574,0.00119883084842749,0.953015470266389,0.696257571934363,0.83913662485611,-596.509156366807
"85%",0.135986367303387,0.00129634060604469,0.960248126775587,0.700099487800835,0.84531858203972,-596.411414972065
"87.5%",0.136885743660865,0.00140444015543991,0.967603461329333,0.703934587187183,0.852547237034405,-596.297374513961
"90%",0.137743992347593,0.0015600707478717,0.974682730249351,0.709722572096759,0.85978392525911,-596.180615922976
"92.5%",0.138838441749891,0.00174128538761668,0.98083400047783,0.715577006094702,0.870723393446701,-596.060534950578
"95%",0.14043357150218,0.00201305896727247,0.986568571470912,0.723179715102669,0.884538887992729,-595.90599322526
"97.5%",0.143081180791585,0.00248175346870174,0.99339348586699,0.73427666440384,0.903969617085193,-595.703652658194
"100%",0.156660398306795,0.00721805890485334,0.999889392464963,0.836004960496134,1.05612549880911,-595.10752952244
