"","Position","C.T","G.A"
"1",1,0.768158456199263,0
"2",2,0.534715876167415,0
"3",3,0.294457058597267,0
"4",4,0.139762100168209,0
"5",5,0.0659211197471481,0
"6",6,0.0354039900413305,0
"7",7,0.0234804957588751,0
"8",8,0.0188924581870181,0
"9",9,0.0171228117805736,0
"10",10,0.0164334770096755,0
"11",11,0.0161614469003023,0
"12",12,0.0160525569723182,0
"13",-12,0.0160525569723182,0
"14",-11,0.0161614469003023,0
"15",-10,0.0164334770096755,0
"16",-9,0.0171228117805736,0
"17",-8,0.0188924581870181,0
"18",-7,0.0234804957588751,0
"19",-6,0.0354039900413305,0
"20",-5,0.0659211197471481,0
"21",-4,0.139762100168209,0
"22",-3,0.294457058597267,0
"23",-2,0.534715876167415,0
"24",-1,0.768158456199263,0
