pos	3pG>A
1	0.0740740740740741
2	0.032258064516129
3	0.027027027027027
4	0
5	0
6	0.025
7	0.032258064516129
8	0.133333333333333
9	0
10	0.0571428571428571
11	0.0333333333333333
12	0.0344827586206897
13	0.04
14	0
15	0.0357142857142857
16	0.0833333333333333
17	0.0384615384615385
18	0.0588235294117647
19	0.0357142857142857
20	0
21	0.0303030303030303
22	0.115384615384615
23	0.03125
24	0
25	0.027027027027027
