pos	5pC>T
1	0.254237288135593
2	0.181818181818182
3	0.158730158730159
4	0.06
5	0.161290322580645
6	0.0454545454545455
7	0.1
8	0.107142857142857
9	0.0655737704918033
10	0.0714285714285714
11	0.0833333333333333
12	0.0289855072463768
13	0.0461538461538462
14	0.0447761194029851
15	0.0625
16	0.0166666666666667
17	0.0357142857142857
18	0.0428571428571429
19	0.0845070422535211
20	0.0754716981132075
21	0.0508474576271186
22	0.0909090909090909
23	0.087719298245614
24	0.0597014925373134
25	0.0847457627118644
