# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/methanobrevibacter_oralis/mapDamage2_ssLibs/input/FUM003.A0102.SG1.4_5M.mapped_m_oralis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/methanobrevibacter_oralis/input/GCA_001639275.1_ASM163927v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	30	20
+	31	12
+	54	5
+	33	10
+	48	10
+	36	8
+	35	11
+	72	1
+	46	2
+	32	17
+	44	4
+	41	9
+	42	16
+	56	3
+	49	2
+	40	6
+	45	3
+	37	8
+	69	1
+	63	1
+	47	10
+	75	1
+	38	4
+	73	1
+	43	8
+	68	2
+	34	7
+	50	5
+	51	2
+	76	4
+	52	1
+	39	5
+	58	2
+	71	2
+	53	3
+	94	1
+	59	2
+	57	1
+	74	1
+	61	1
+	77	1
+	95	1
+	67	1
+	70	1
+	65	1
-	47	7
-	56	2
-	61	2
-	38	10
-	34	7
-	31	15
-	40	9
-	30	18
-	50	2
-	44	3
-	32	7
-	36	7
-	52	1
-	39	8
-	51	8
-	54	1
-	33	7
-	48	5
-	76	1
-	64	2
-	49	4
-	37	7
-	80	1
-	41	7
-	28	1
-	67	3
-	62	1
-	43	4
-	42	4
-	35	7
-	74	1
-	46	4
-	45	1
-	57	3
-	29	1
-	69	3
-	70	1
-	87	1
-	53	4
-	72	1
-	68	1
-	79	1
-	93	1
-	55	1
-	59	1
