"","Position","C.T","G.A"
"1",1,0.265924131487406,0
"2",2,0.116639737875162,0
"3",3,0.0705011595512717,0
"4",4,0.0525352417518141,0
"5",5,0.0439637068017325,0
"6",6,0.0392566489795958,0
"7",7,0.0364052370490093,0
"8",8,0.0345496038223867,0
"9",9,0.0332731459401989,0
"10",10,0.0323546927049613,0
"11",11,0.031668477163083,0
"12",12,0.0311390071530074,0
"13",-12,0.0311390071530074,0
"14",-11,0.031668477163083,0
"15",-10,0.0323546927049613,0
"16",-9,0.0332731459401989,0
"17",-8,0.0345496038223867,0
"18",-7,0.0364052370490093,0
"19",-6,0.0392566489795958,0
"20",-5,0.0439637068017325,0
"21",-4,0.0525352417518141,0
"22",-3,0.0705011595512717,0
"23",-2,0.116639737875162,0
"24",-1,0.265924131487406,0
