# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/mapDamage2_dsLibs/input/FUM003.A0101.SG1.1_5M.mapped_f_sp001717545_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/input/GCA_001717545.1_ASM171754v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	42	18
+	32	38
+	44	16
+	41	19
+	34	26
+	49	13
+	30	39
+	64	7
+	39	23
+	57	5
+	75	2
+	36	23
+	60	1
+	46	10
+	66	9
+	33	29
+	45	18
+	91	1
+	58	4
+	68	2
+	31	41
+	80	1
+	81	1
+	38	16
+	35	27
+	65	3
+	43	18
+	53	6
+	72	6
+	55	3
+	98	2
+	69	4
+	40	17
+	48	11
+	37	16
+	56	6
+	29	2
+	61	2
+	47	16
+	67	3
+	51	14
+	73	3
+	76	1
+	82	1
+	62	3
+	50	6
+	52	4
+	96	2
+	95	2
+	106	1
+	83	2
+	54	5
+	77	2
+	100	1
+	78	1
+	74	1
+	85	2
+	70	2
+	87	2
+	59	1
+	86	1
+	71	1
+	121	1
-	73	3
-	47	16
-	36	26
-	30	42
-	33	39
-	40	22
-	39	20
-	49	10
-	34	39
-	59	10
-	57	4
-	62	5
-	38	25
-	31	47
-	45	18
-	35	29
-	32	36
-	60	4
-	37	28
-	56	5
-	52	11
-	65	2
-	54	6
-	89	2
-	53	3
-	61	3
-	41	15
-	42	16
-	46	13
-	80	3
-	71	3
-	48	7
-	78	3
-	44	14
-	43	14
-	117	1
-	50	7
-	75	4
-	51	7
-	58	9
-	81	1
-	55	6
-	69	3
-	63	5
-	85	1
-	98	1
-	67	3
-	74	4
-	64	1
-	88	1
-	68	3
-	131	1
-	84	1
-	29	1
-	83	3
-	135	1
-	72	2
-	70	1
-	76	1
-	66	1
-	82	1
