pos	3pG>A
1	0.256880733944954
2	0.189024390243902
3	0.0950819672131148
4	0.0920245398773006
5	0.0932944606413994
6	0.0690690690690691
7	0.0646153846153846
8	0.0563002680965147
9	0.033434650455927
10	0.0410557184750733
11	0.0505952380952381
12	0.0156739811912226
13	0.037037037037037
14	0.0454545454545455
15	0.0356083086053412
16	0.0176991150442478
17	0.0341880341880342
18	0.0395136778115502
19	0.0218579234972678
20	0.0344827586206897
21	0.0204081632653061
22	0.0272727272727273
23	0.037037037037037
24	0.0458715596330275
25	0.0333333333333333
