pos	5pC>T
1	0.316091954022989
2	0.149532710280374
3	0.0638977635782748
4	0.0623052959501558
5	0.0687679083094556
6	0.0532212885154062
7	0.0313479623824451
8	0.0409356725146199
9	0.0433526011560694
10	0.0431034482758621
11	0.0284900284900285
12	0.0204081632653061
13	0.0253968253968254
14	0.0286458333333333
15	0.036144578313253
16	0.0298507462686567
17	0.0402298850574713
18	0.03125
19	0.0244648318042813
20	0.0318840579710145
21	0.0174927113702624
22	0.0276243093922652
23	0.0289855072463768
24	0.036036036036036
25	0.0238095238095238
