pos	3pG>A
1	0.0909090909090909
2	0.0662251655629139
3	0.0355555555555556
4	0.0361990950226244
5	0.0282828282828283
6	0.0162037037037037
7	0.0285714285714286
8	0.0317460317460317
9	0.0338983050847458
10	0.03125
11	0.030060120240481
12	0.0176211453744493
13	0.00896860986547085
14	0.0193965517241379
15	0.022075055187638
16	0.018140589569161
17	0.0206185567010309
18	0.0175824175824176
19	0.0221729490022173
20	0.0203252032520325
21	0.0202429149797571
22	0.0210526315789474
23	0.0318181818181818
24	0.0152173913043478
25	0.0219298245614035
