"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.145090353039701,0.000264799226291232,0.621074491415227,0.81910879564562,0.601485041094471,-774.850657420298
"Std.",0.00480848328730434,0.000267401627175544,0.206292222478297,0.0635645368403211,0.026166113763394,1.65727787262197
"Acceptance ratio",0.19204,0.19604,0.2332,0.1643,0.15964,0.64814
"0%",0.128384173183796,4.09750166449293e-09,0.0701463374512086,0.491103746860108,0.516542531847208,-787.137276886101
"2.5%",0.135710791197472,7.37873219767654e-06,0.25421404713021,0.669708551703324,0.553003145937449,-778.899349727952
"5%",0.137158349191816,1.39691013469462e-05,0.29061406521469,0.696417117215538,0.559469995431623,-777.998569871279
"7.5%",0.138181943569902,1.98151926587879e-05,0.318912366715897,0.714457553717513,0.564503115352842,-777.451594543381
"10%",0.138880089822588,2.65371791068152e-05,0.341759933503577,0.72984056898971,0.568465072089569,-777.064949815965
"12.5%",0.139482729579033,3.52440763681516e-05,0.364597947362219,0.741345917634414,0.571626763336495,-776.749706301883
"15%",0.139986934633378,4.20902727647567e-05,0.385272679400376,0.751478822869226,0.574467742303931,-776.486523278018
"17.5%",0.140486425816677,5.24822420278479e-05,0.401736338170931,0.761140110686794,0.577066825352822,-776.259450017699
"20%",0.140948901330534,5.81785564580655e-05,0.42344117714861,0.76802892186942,0.579202734631492,-776.06965696894
"22.5%",0.141371089455587,6.71610650644515e-05,0.440916145287398,0.775071674540436,0.581220591991504,-775.886098664273
"25%",0.141780521296382,7.51151410448358e-05,0.457599391355358,0.78105983491154,0.583402051422124,-775.728763605306
"27.5%",0.142210737042072,8.28057630114453e-05,0.474496359482768,0.787680275322413,0.585279776788241,-775.585775188948
"30%",0.142585828235103,9.06656003570828e-05,0.489701277574303,0.793433854133715,0.587011221992426,-775.444784780245
"32.5%",0.142950277848773,9.93574891966779e-05,0.503555110000715,0.798951435327732,0.588932144914942,-775.319066292893
"35%",0.143276945717478,0.000109823448074243,0.521435915682275,0.803596856715222,0.590839798718572,-775.188315795054
"37.5%",0.143622782700278,0.000120211686485288,0.537105651591429,0.808059906542083,0.592322046286767,-775.069126230664
"40%",0.143945674937899,0.000133803181452442,0.552129767477975,0.812926537775485,0.594137212293225,-774.958698932311
"42.5%",0.144227644238227,0.000144710915750155,0.568342024262057,0.817242287255262,0.595850917876446,-774.837312373926
"45%",0.144511377341525,0.00015531928703108,0.586332053487691,0.821986861136517,0.597345658868292,-774.729821900426
"47.5%",0.144829831644346,0.000167180906920894,0.601585643962048,0.826481625348591,0.599109536954848,-774.629138887335
"50%",0.145159174025515,0.000179469026770057,0.616947548572508,0.830809356747387,0.600899117849104,-774.533967901153
"52.5%",0.14543541517144,0.000194873126162741,0.636103485479899,0.835031470189103,0.602316800812487,-774.446878647126
"55%",0.145705291408333,0.000209499305537386,0.653269221222029,0.838682826846136,0.604037658007122,-774.338596021719
"57.5%",0.146006290007231,0.000225727852287917,0.669469406087938,0.841920289618906,0.605692158736061,-774.245775553412
"60%",0.146335601146058,0.000240676060124916,0.68606775955249,0.845770049280539,0.60752069801716,-774.155234533673
"62.5%",0.146659751300159,0.000256941502839983,0.703623847277559,0.849302439815116,0.609213528808726,-774.064423176459
"65%",0.146985225385473,0.000276248614780444,0.719219127700358,0.852830715053573,0.611116921321338,-773.97848671694
"67.5%",0.14731522638469,0.000299318274938915,0.735508996413967,0.856046491001142,0.612723214572445,-773.897086752715
"70%",0.14771458135817,0.00031750887932482,0.753908510262223,0.859739698262121,0.614489787231036,-773.81164447162
"72.5%",0.148068105944255,0.000342570024572481,0.770923705189522,0.863635524848441,0.616579587992771,-773.724653885623
"75%",0.148386575763838,0.000369182048198742,0.789398548695594,0.867508994351613,0.618502873228428,-773.628364121258
"77.5%",0.148743005502295,0.00040109574186794,0.808770839018416,0.871445771450649,0.620525343050491,-773.533384254195
"80%",0.149117337720018,0.000432228210355814,0.827125551791695,0.875049223602547,0.622805940640151,-773.440751121123
"82.5%",0.149567435626446,0.000470583491375526,0.846720760979121,0.878035759508054,0.625645442331891,-773.346523993226
"85%",0.15001117325089,0.00050905824916761,0.868079462534273,0.881560244305407,0.628678022609837,-773.253297005031
"87.5%",0.150505077570044,0.000555428258551325,0.888795795427811,0.885549894076135,0.63209683620695,-773.152114602092
"90%",0.151200274138951,0.00061683768837805,0.909108107070295,0.890707965010441,0.636109467168087,-773.039307991622
"92.5%",0.15195249313868,0.000684379112329578,0.931056021574508,0.896412446926585,0.639830568201581,-772.917035955357
"95%",0.15286064508199,0.000792512484881643,0.951783893302108,0.902489707050794,0.645841394369941,-772.776093863927
"97.5%",0.154551613761374,0.000977098730103423,0.973777013629613,0.910794123054306,0.65525600920146,-772.59887663292
"100%",0.164597431259119,0.00282165751301056,0.999924954304828,0.972986469386378,0.699130533950502,-772.105183807235
