# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/out/VLD001.A0101.SG1.1_5M.mapped_l_mirabilis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/input/GCF_900637555.1_51726_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	31	54
+	41	18
+	40	19
+	43	23
+	39	22
+	85	1
+	30	88
+	49	8
+	52	9
+	36	35
+	53	3
+	33	51
+	46	18
+	42	31
+	34	49
+	37	21
+	48	19
+	44	22
+	61	3
+	32	68
+	45	15
+	66	2
+	47	15
+	57	5
+	51	8
+	71	4
+	55	2
+	56	5
+	110	1
+	35	32
+	83	2
+	90	1
+	54	4
+	64	3
+	38	24
+	68	1
+	63	3
+	50	7
+	76	2
+	97	2
+	112	1
+	29	1
+	72	1
+	91	1
+	65	1
+	62	1
+	69	2
+	60	1
+	67	1
+	59	1
+	58	1
+	82	1
+	28	1
-	30	98
-	43	29
-	47	6
-	37	33
-	31	67
-	66	3
-	38	17
-	34	52
-	33	59
-	32	71
-	36	28
-	78	3
-	45	16
-	93	1
-	49	12
-	29	2
-	41	18
-	44	20
-	48	6
-	50	10
-	40	14
-	35	30
-	59	4
-	63	4
-	55	7
-	61	3
-	42	26
-	62	2
-	46	13
-	39	19
-	51	7
-	71	1
-	58	6
-	52	4
-	56	2
-	54	4
-	101	1
-	53	4
-	76	2
-	60	1
-	75	3
-	70	1
-	68	2
-	73	1
-	65	2
-	67	1
-	57	1
-	64	1
