pos	5pC>T
1	0.100418410041841
2	0.0669642857142857
3	0.0301075268817204
4	0.0315315315315315
5	0.028322440087146
6	0.0355648535564854
7	0.022075055187638
8	0.0229166666666667
9	0.0216919739696312
10	0.0242424242424242
11	0.0248447204968944
12	0.0247191011235955
13	0.0265848670756646
14	0.0111111111111111
15	0.0288248337028825
16	0.0153172866520788
17	0.027027027027027
18	0.010989010989011
19	0.0244444444444444
20	0.0170212765957447
21	0.0141414141414141
22	0.0129032258064516
23	0.03125
24	0.0255863539445629
25	0.0252100840336134
