"","Position","C.T","G.A"
"1",1,0.456718537542663,0.193872110151779
"2",2,0.133644223628243,0.0697728854864689
"3",3,0.0325490583793686,0.023914147746865
"4",4,0.00989779333816758,0.00899634569682845
"5",5,0.00468582241182235,0.00460038303919247
"6",6,0.00329514156145502,0.00338294027698472
"7",7,0.00283787868218492,0.00308357342904005
"8",8,0.00280617052105133,0.00288169227348601
"9",9,0.00301283449389032,0.00259839115563631
"10",10,0.00321300878740288,0.0023713101453873
"11",11,0.003290445762737,0.00228409042089834
"12",12,0.00332928675349726,0.00224152016861589
"13",-12,0.00271680824924436,0.00285574345853881
"14",-11,0.00224953126498298,0.00332584546116715
"15",-10,0.00215060265028246,0.00343378572686499
"16",-9,0.00227450435931221,0.00333646820009647
"17",-8,0.00251204417630451,0.00317566635279243
"18",-7,0.00285353010285964,0.00306792139798018
"19",-6,0.00336995214729761,0.00330806276934884
"20",-5,0.00446356733407458,0.00482270417153063
"21",-4,0.00829228692193863,0.0105974027395355
"22",-3,0.022494697069653,0.0339165804979238
"23",-2,0.0678680542071877,0.135238717865702
"24",-1,0.175544128805746,0.464234283333479
