# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/out/GOY006.A0101.SG1.2_5M.mapped_n_elongata_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/input/GCF_900453895.1_42925_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	53	53
+	31	238
+	65	29
+	35	212
+	41	150
+	39	177
+	30	239
+	68	23
+	37	207
+	32	263
+	40	145
+	44	152
+	45	132
+	33	222
+	46	132
+	38	174
+	63	29
+	59	42
+	36	187
+	62	26
+	56	50
+	49	90
+	52	78
+	34	232
+	64	34
+	60	33
+	43	168
+	82	9
+	47	107
+	57	48
+	42	169
+	50	76
+	73	20
+	76	26
+	48	107
+	78	11
+	58	38
+	54	51
+	51	83
+	110	2
+	74	20
+	130	1
+	79	9
+	94	4
+	61	26
+	67	43
+	85	4
+	66	24
+	69	18
+	91	5
+	75	20
+	72	21
+	55	44
+	92	7
+	103	3
+	71	23
+	70	27
+	77	11
+	89	4
+	98	6
+	117	1
+	29	1
+	86	8
+	96	4
+	84	6
+	88	3
+	87	3
+	80	11
+	95	1
+	97	3
+	108	1
+	119	1
+	99	5
+	102	2
+	83	5
+	121	1
+	114	3
+	129	1
+	122	1
+	109	2
+	81	6
+	90	5
+	118	3
+	115	1
+	101	1
+	105	1
+	128	1
+	120	1
+	93	1
-	31	236
-	58	39
-	62	28
-	77	10
-	57	42
-	35	167
-	55	52
-	42	149
-	33	284
-	30	260
-	39	160
-	43	161
-	36	176
-	46	133
-	37	196
-	41	139
-	63	36
-	48	86
-	60	54
-	82	5
-	69	14
-	40	165
-	38	168
-	72	10
-	90	2
-	45	139
-	34	228
-	49	95
-	59	47
-	32	233
-	76	26
-	56	58
-	52	84
-	47	134
-	51	64
-	50	79
-	44	120
-	68	20
-	67	26
-	53	66
-	79	13
-	54	67
-	73	14
-	65	25
-	106	2
-	66	26
-	74	15
-	99	5
-	87	10
-	70	16
-	84	6
-	61	43
-	93	8
-	64	35
-	75	14
-	85	9
-	71	21
-	78	8
-	97	5
-	116	1
-	111	1
-	108	3
-	89	5
-	114	1
-	120	2
-	96	4
-	81	9
-	29	4
-	80	9
-	83	6
-	91	6
-	118	3
-	113	1
-	86	4
-	94	4
-	100	2
-	105	1
-	95	3
-	92	1
-	134	1
-	88	6
-	141	1
-	123	1
-	117	3
-	101	1
-	98	4
-	122	1
-	133	1
-	112	2
-	109	1
-	104	1
-	139	1
-	121	1
-	103	1
-	102	2
-	135	1
