pos	3pG>A
1	0.206109432695535
2	0.155088852988691
3	0.114066908504635
4	0.10154193305754
5	0.0931768158473955
6	0.0830804248861912
7	0.063248502994012
8	0.064002828854314
9	0.055452865064695
10	0.0510684534588917
11	0.0418237915666781
12	0.0427475337961271
13	0.042674253200569
14	0.0352697095435685
15	0.0315828130738156
16	0.0334996436208125
17	0.033096926713948
18	0.0298613579808034
19	0.0280059746079164
20	0.0277963831212324
21	0.0274786483475678
22	0.0283296541574687
23	0.0287820287820288
24	0.0286671630677587
25	0.0191421481744062
