pos	5pC>T
1	0.227168576104746
2	0.138544891640867
3	0.0999607996863975
4	0.0967383246849518
5	0.077917282127031
6	0.0725146198830409
7	0.0607441154138193
8	0.0609030451522576
9	0.0512265512265512
10	0.0366766467065868
11	0.0399280575539568
12	0.0397326401782399
13	0.0287398673544584
14	0.0304332259219477
15	0.0329835082458771
16	0.0317055393586006
17	0.0311515575778789
18	0.0277465316835396
19	0.0260303687635575
20	0.0261815708942537
21	0.0311226380140793
22	0.0254937163375224
23	0.0332272887946271
24	0.0253490080822924
25	0.0230449565545901
