pos	3pG>A
1	0.241292412924129
2	0.185153854287829
3	0.1324395029431
4	0.103991391117198
5	0.0950917299010662
6	0.0845238095238095
7	0.0685665104714545
8	0.0625982431807675
9	0.0533333333333333
10	0.0451798561151079
11	0.0449963343108504
12	0.0367689635205559
13	0.0344860345810374
14	0.034154738177206
15	0.0294316971633266
16	0.0268043189998106
17	0.0284700745861379
18	0.0293492952307395
19	0.022540415704388
20	0.0255710255710256
21	0.0267693789118922
22	0.0220505088578967
23	0.0264589979358229
24	0.0245069322397969
25	0.0241456528088794
