Species	BAN001.A0101.SG1.1_5M	BAN001.A0101.SG1.1_5M_over50bp	BAN001.A0101.SG1.1_5M_under50bp	BAN001.A0102.SG1.4_5M	BAN001.A0102.SG1.4_5M_over50bp	BAN001.A0102.SG1.4_5M_under50bp	CDM019.A0101.SG1.1_5M	CDM019.A0101.SG1.1_5M_over50bp	CDM019.A0101.SG1.1_5M_under50bp	CDM019.A0102.SG1.4_5M	CDM019.A0102.SG1.4_5M_over50bp	CDM019.A0102.SG1.4_5M_under50bp	CDM020.A0101.SG1.1_5M	CDM020.A0101.SG1.1_5M_over50bp	CDM020.A0101.SG1.1_5M_under50bp	CDM020.A0102.SG1.4_5M	CDM020.A0102.SG1.4_5M_over50bp	CDM020.A0102.SG1.4_5M_under50bp	FUM002.A0101.SG1.1_5M	FUM002.A0101.SG1.1_5M_over50bp	FUM002.A0101.SG1.1_5M_under50bp	FUM002.A0102.SG1.5_5M	FUM002.A0102.SG1.5_5M_over50bp	FUM002.A0102.SG1.5_5M_under50bp	FUM003.A0101.SG1.1_5M	FUM003.A0101.SG1.1_5M_over50bp	FUM003.A0101.SG1.1_5M_under50bp	FUM003.A0102.SG1.4_5M	FUM003.A0102.SG1.4_5M_over50bp	FUM003.A0102.SG1.4_5M_under50bp	GDN001.A0101.SG1.1_5M	GDN001.A0101.SG1.1_5M_over50bp	GDN001.A0101.SG1.1_5M_under50bp	GDN001.A0102.SG1.3_5M	GDN001.A0102.SG1.3_5M_over50bp	GDN001.A0102.SG1.3_5M_under50bp	GOY005.A0101.SG1.2_5M	GOY005.A0101.SG1.2_5M_over50bp	GOY005.A0101.SG1.2_5M_under50bp	GOY005.A0103.SG1.4_5M	GOY005.A0103.SG1.4_5M_over50bp	GOY005.A0103.SG1.4_5M_under50bp	GOY006.A0101.SG1.2_5M	GOY006.A0101.SG1.2_5M_over50bp	GOY006.A0101.SG1.2_5M_under50bp	GOY006.A0102.SG1.5_5M	GOY006.A0102.SG1.5_5M_over50bp	GOY006.A0102.SG1.5_5M_under50bp	PES001.B0101.SG1.3_5M	PES001.B0101.SG1.3_5M_over50bp	PES001.B0101.SG1.3_5M_under50bp	PES001.B0102.SG1.5_5M	PES001.B0102.SG1.5_5M_over50bp	PES001.B0102.SG1.5_5M_under50bp	VLD001.A0101.SG1.1_5M	VLD001.A0101.SG1.1_5M_over50bp	VLD001.A0101.SG1.1_5M_under50bp	VLD001.A0102.SG1.2_5M	VLD001.A0102.SG1.2_5M_over50bp	VLD001.A0102.SG1.2_5M_under50bp
SDRW01 sp007845485	0	0	0	2	1	1	754	656	98	1400	1141	259	12240	10576	1664	25399	20862	4537	155	98	57	170	111	59	35	23	12	18	8	10	252	207	45	288	178	110	34	21	13	23	7	16	165	128	37	123	68	55	86	79	7	114	90	24	128	73	55	122	54	68
SSSZ01 sp016720065	0	0	0	0	0	0	4	4	0	3	1	2	6	5	1	5	2	3	4	3	1	3	1	2	710	645	65	688	503	185	0	0	0	0	0	0	1	0	1	0	0	0	2	2	0	8	5	3	1	0	1	0	0	0	3	2	1	0	0	0
Saccharimonas sp010202265	0	0	0	0	0	0	2130	1851	279	2350	1810	540	5847	5158	689	6620	5250	1370	1043	661	382	1354	816	538	60	41	19	55	25	30	80	68	12	87	49	38	693	536	157	366	236	130	684	530	154	465	297	168	152	128	24	160	122	38	74	48	26	93	51	42
Saccharimonas sp013333625	0	0	0	0	0	0	2704	2354	350	2667	2052	615	1386	1213	173	1453	1159	294	526	343	183	686	416	270	53	35	18	46	25	21	284	245	39	190	117	73	89	63	26	67	44	23	337	265	72	236	136	100	427	364	63	511	388	123	87	49	38	34	14	20
Saccharimonas sp013333645	0	0	0	0	0	0	75	70	5	67	53	14	33	28	5	36	30	6	112	83	29	88	48	40	2	0	2	3	1	2	59	52	7	32	20	12	78	49	29	25	9	16	126	85	41	75	40	35	21	19	2	23	21	2	182	140	42	147	79	68
Saccharimonas sp013333795	0	0	0	0	0	0	2384	2068	316	2537	2040	497	1243	1083	160	1363	1087	276	69	48	21	73	48	25	9	7	2	11	2	9	289	244	45	228	139	89	34	30	4	15	8	7	169	130	39	120	66	54	305	256	49	301	223	78	221	160	61	169	104	65
Saccharimonas sp013333845	0	0	0	0	0	0	3221	2835	386	4064	3221	843	1342	1161	181	1510	1200	310	80	53	27	77	50	27	7	2	5	7	5	2	213	182	31	169	96	73	44	30	14	21	9	12	233	175	58	177	100	77	392	347	45	466	346	120	23	11	12	26	10	16
Saccharimonas sp015257605	0	0	0	0	0	0	2459	2188	271	2678	2073	605	1171	1028	143	1227	979	248	82	48	34	69	46	23	9	7	2	10	6	4	262	203	59	197	124	73	27	18	9	14	8	6	158	116	42	103	68	35	285	245	40	276	196	80	59	35	24	42	12	30
Saccharimonas sp015257665	0	0	0	0	0	0	55	47	8	60	49	11	42	33	9	41	31	10	335	229	106	258	145	113	37	25	12	26	15	11	32	28	4	18	7	11	164	102	62	73	30	43	191	132	59	126	71	55	48	42	6	42	33	9	60	44	16	27	15	12
Saccharimonas sp018127705	0	0	0	1	0	1	133	114	19	166	133	33	63	54	9	121	95	26	18	13	5	28	15	13	3	2	1	0	0	0	18	16	2	35	21	14	5	4	1	4	2	2	18	13	5	5	5	0	24	21	3	34	30	4	11	3	8	14	9	5
Saccharimonas sp905365145	0	0	0	0	0	0	2877	2530	347	3087	2432	655	1499	1311	188	1550	1241	309	143	85	58	150	89	61	29	19	10	28	13	15	511	425	86	472	281	191	64	45	19	33	17	16	274	202	72	159	93	66	421	365	56	412	310	102	63	41	22	54	25	29
Saccharimonas sp905371595	0	0	0	0	0	0	2751	2393	358	3009	2372	637	1371	1194	177	1479	1194	285	142	95	47	174	96	78	11	6	5	20	10	10	305	260	45	249	145	104	51	30	21	33	18	15	237	174	63	160	104	56	294	253	41	311	224	87	67	38	29	46	23	23
Saccharimonas sp905371715	0	0	0	0	0	0	33	28	5	71	55	16	121	98	23	129	98	31	41	21	20	55	33	22	5	4	1	5	3	2	32	26	6	49	32	17	11	6	5	7	2	5	51	39	12	31	19	12	13	8	5	19	14	5	3	3	0	6	2	4
Saccharimonas sp905372095	0	0	0	0	0	0	3950	3463	487	4384	3438	946	1801	1572	229	1895	1495	400	110	66	44	129	80	49	19	12	7	16	7	9	341	283	58	347	203	144	50	30	20	27	10	17	297	217	80	204	121	83	381	320	61	382	283	99	63	38	25	66	34	32
Saccharimonas sp905372275	0	0	0	0	0	0	3073	2692	381	3167	2478	689	1641	1415	226	1708	1367	341	114	75	39	117	75	42	14	7	7	20	12	8	542	461	81	503	313	190	63	45	18	40	19	21	339	257	82	259	146	113	377	331	46	348	244	104	74	41	33	59	30	29
Saccharimonas sp905373835	0	0	0	0	0	0	41	35	6	51	41	10	35	32	3	46	40	6	93	58	35	81	44	37	10	9	1	7	3	4	39	30	9	12	7	5	107	71	36	47	26	21	144	97	47	93	51	42	13	12	1	20	15	5	8	4	4	3	2	1
Saccharopolyspora dendranthemae	3	1	2	0	0	0	2	1	1	0	0	0	1	0	1	0	0	0	4	4	0	3	1	2	9	8	1	7	4	3	35	31	4	8	7	1	1223	790	433	474	235	239	13	9	4	4	1	3	2	2	0	1	1	0	3	1	2	3	1	2
Selenomonas sp905372355	0	0	0	0	0	0	972	826	146	737	524	213	118	98	20	83	59	24	32	19	13	22	13	9	1	1	0	0	0	0	5	0	5	3	2	1	6	3	3	6	3	3	19	13	6	5	2	3	37	30	7	35	23	12	8	2	6	9	3	6
Selenomonas sp905373085	0	0	0	0	0	0	801	674	127	633	454	179	137	117	20	91	71	20	24	13	11	26	13	13	0	0	0	1	0	1	0	0	0	0	0	0	11	6	5	10	6	4	15	13	2	13	5	8	39	34	5	27	23	4	16	13	3	8	4	4
Selenomonas sputigena	0	0	0	0	0	0	1879	1576	303	1424	1017	407	203	162	41	164	117	47	41	24	17	36	15	21	1	1	0	0	0	0	0	0	0	0	0	0	8	5	3	8	2	6	24	19	5	18	9	9	46	36	10	39	23	16	15	8	7	12	8	4
Shewanella bicestrii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1057	937	120	296	232	64	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Shewanella decolorationis	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	2	1	1	558	501	57	148	116	32	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0
Shewanella sp000203935	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	2	0	0	0	0	0	0	0	1	1	0	1373	1207	166	442	318	124	1	1	0	0	0	0	0	0	0	0	0	0	3	2	1	2	1	1
Slackia exigua	0	0	0	1	0	1	4211	3553	658	2245	1551	694	858	700	158	482	345	137	132	68	64	122	46	76	3	2	1	3	1	2	18	15	3	11	7	4	8	6	2	3	1	2	16	10	6	12	6	6	274	190	84	209	112	97	1655	795	860	1121	347	774
Sphaerotilus sp013294065	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1	550	506	44	402	259	143	5	1	4	2	2	0	1	1	0	1	0	1	4	3	1	1	0	1	1	1	0	0	0	0	3	3	0	2	0	2
Sphingobacterium kitahiroshimense	353	263	90	550	228	322	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	4	4	0	2	1	1	3	3	0	2	0	2	80	79	1	192	168	24	16	11	5	14	7	7
Sphingobacterium sp001586775	0	0	0	911	685	226	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium xenophagum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1093	993	100	626	434	192	0	0	0	4	1	3	1	1	0	2	0	2	0	0	0	0	0	0	1	1	0	3	1	2	0	0	0	0	0	0
Spirillospora cremea	4	4	0	1	1	0	3	1	2	2	0	2	1	0	1	0	0	0	20	18	2	9	9	0	77	72	5	26	24	2	15	13	2	2	2	0	25	24	1	4	3	1	365	362	3	84	83	1	5	3	2	3	3	0	92	83	9	24	19	5
Staphylococcus capitis	63	42	21	170	69	101	0	0	0	0	0	0	0	0	0	0	0	0	27	23	4	95	76	19	1199	1054	145	2336	1787	549	30	30	0	60	41	19	110	102	8	62	42	20	257	229	28	357	275	82	102	101	1	237	213	24	165	127	38	289	153	136
Staphylococcus epidermidis	50	43	7	210	89	121	0	0	0	0	0	0	0	0	0	0	0	0	86	80	6	313	263	50	2110	1967	143	4348	3502	846	113	102	11	82	46	36	272	257	15	186	144	42	376	348	28	487	374	113	30	28	2	100	91	9	753	617	136	1257	701	556
Staphylococcus equorum	139	117	22	175	81	94	0	0	0	0	0	0	0	0	0	0	0	0	67	63	4	212	179	33	569	533	36	782	641	141	0	0	0	1	1	0	17	14	3	16	10	6	33	32	1	74	62	12	0	0	0	3	2	1	46	31	15	51	27	24
Staphylococcus haemolyticus	22	19	3	37	23	14	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	14	11	3	257	229	28	451	364	87	3	3	0	15	12	3	23	21	2	6	5	1	27	26	1	15	12	3	8	8	0	25	21	4	12	9	3	22	15	7
Staphylococcus hominis	36	25	11	94	36	58	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	20	15	5	1387	1267	120	2784	2257	527	25	22	3	19	13	6	119	116	3	71	60	11	63	61	2	68	53	15	6	5	1	39	34	5	78	62	16	173	96	77
Staphylococcus pseudoxylosus	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	56	45	11	130	113	17	190	165	25	0	0	0	2	0	2	6	6	0	5	4	1	150	121	29	193	136	57	0	0	0	0	0	0	11	7	4	4	3	1
Staphylococcus saccharolyticus	8	6	2	10	4	6	0	0	0	0	0	0	0	0	0	0	0	0	10	9	1	29	23	6	233	218	15	420	313	107	3	3	0	13	8	5	90	85	5	19	16	3	19	19	0	15	14	1	1	1	0	3	1	2	143	111	32	294	162	132
Staphylococcus xylosus	6	3	3	13	10	3	0	0	0	0	0	0	0	0	0	0	0	0	234	220	14	578	503	75	1860	1761	99	2446	2022	424	4	4	0	2	1	1	220	208	12	166	135	31	12	10	2	5	5	0	0	0	0	0	0	0	3	3	0	10	6	4
Streptococcus anginosus	0	0	0	1	0	1	279	231	48	607	470	137	102	89	13	251	203	48	14	7	7	20	10	10	1	1	0	7	3	4	2	1	1	3	0	3	21	12	9	18	9	9	14	9	5	18	7	11	106	97	9	145	117	28	10	7	3	9	6	3
Streptococcus anginosus C	0	0	0	1	1	0	143	122	21	270	200	70	45	37	8	71	55	16	33	17	16	46	26	20	10	9	1	17	14	3	0	0	0	2	1	1	18	8	10	26	14	12	19	15	4	37	16	21	98	87	11	106	80	26	16	16	0	19	15	4
Streptococcus australis A	0	0	0	0	0	0	43	38	5	67	56	11	72	51	21	117	85	32	24	13	11	43	27	16	8	5	3	7	3	4	0	0	0	1	1	0	33	12	21	46	16	30	28	20	8	43	19	24	40	40	0	65	48	17	20	13	7	15	11	4
Streptococcus constellatus	0	0	0	0	0	0	4243	3620	623	7845	6122	1723	163	137	26	333	258	75	66	44	22	125	69	56	32	23	9	28	17	11	4	4	0	1	1	0	57	39	18	51	27	24	77	47	30	107	64	43	298	273	25	378	290	88	49	38	11	61	35	26
Streptococcus constellatus A	0	0	0	0	0	0	213	185	28	443	342	101	38	32	6	78	60	18	10	7	3	22	16	6	13	8	5	11	7	4	0	0	0	1	1	0	29	19	10	21	6	15	26	19	7	42	28	14	107	97	10	134	100	34	13	11	2	16	6	10
Streptococcus cristatus	0	0	0	1	0	1	164	145	19	269	213	56	277	228	49	436	344	92	94	55	39	119	68	51	68	44	24	65	35	30	0	0	0	0	0	0	160	101	59	126	61	65	132	91	41	115	65	50	794	725	69	722	567	155	47	36	11	45	27	18
Streptococcus cristatus A	0	0	0	1	0	1	132	117	15	213	161	52	261	217	44	395	323	72	102	71	31	134	77	57	83	50	33	65	32	33	0	0	0	0	0	0	193	127	66	168	90	78	119	81	38	143	87	56	952	854	98	915	723	192	64	41	23	66	44	22
Streptococcus cristatus B	0	0	0	0	0	0	286	243	43	526	403	123	447	356	91	666	523	143	173	105	68	255	147	108	117	75	42	91	49	42	3	3	0	0	0	0	259	171	88	201	109	92	196	145	51	229	119	110	1286	1165	121	1217	953	264	143	91	52	137	92	45
Streptococcus cristatus C	0	0	0	3	2	1	164	136	28	300	237	63	342	281	61	552	445	107	102	60	42	130	77	53	69	45	24	64	38	26	0	0	0	1	1	0	169	99	70	173	90	83	119	85	34	136	94	42	961	866	95	967	758	209	75	55	20	60	29	31
Streptococcus cristatus D	0	0	0	2	2	0	197	181	16	327	253	74	354	294	60	489	381	108	84	60	24	143	87	56	95	68	27	67	32	35	0	0	0	0	0	0	152	109	43	164	71	93	117	88	29	119	71	48	987	901	86	914	704	210	63	43	20	48	26	22
Streptococcus cristatus E	0	0	0	1	0	1	174	147	27	274	215	59	350	289	61	490	380	110	106	72	34	127	78	49	73	54	19	71	36	35	3	3	0	0	0	0	168	113	55	142	66	76	137	97	40	131	61	70	886	809	77	855	625	230	79	56	23	56	27	29
Streptococcus cristatus F	0	0	0	1	0	1	153	120	33	258	191	67	307	253	54	430	336	94	106	62	44	122	68	54	71	40	31	76	42	34	0	0	0	0	0	0	165	102	63	131	72	59	136	104	32	109	61	48	976	872	104	947	771	176	76	48	28	93	50	43
Streptococcus cristatus G	0	0	0	2	1	1	878	767	111	1211	944	267	916	759	157	1423	1118	305	278	179	99	403	246	157	89	70	19	76	36	40	1	1	0	2	2	0	210	143	67	189	94	95	307	214	93	276	159	117	1460	1324	136	1341	1052	289	267	201	66	265	136	129
Streptococcus gordonii	2	2	0	4	3	1	147	128	19	316	240	76	741	621	120	1176	890	286	74	46	28	112	72	40	165	117	48	143	78	65	8	8	0	0	0	0	328	212	116	366	182	184	560	388	172	733	389	344	1554	1418	136	1598	1245	353	67	55	12	65	33	32
Streptococcus gordonii A	0	0	0	1	1	0	122	98	24	297	231	66	480	401	79	818	654	164	86	51	35	116	66	50	133	93	40	133	72	61	2	2	0	2	2	0	311	198	113	312	153	159	517	340	177	680	350	330	1475	1339	136	1504	1202	302	61	44	17	43	26	17
Streptococcus intermedius	0	0	0	1	0	1	449	381	68	881	684	197	63	51	12	129	99	30	32	21	11	40	28	12	57	42	15	64	44	20	0	0	0	2	1	1	93	63	30	85	41	44	62	47	15	95	51	44	526	474	52	639	522	117	22	13	9	24	9	15
Streptococcus lactarius	0	0	0	1	0	1	43	36	7	56	42	14	65	50	15	103	76	27	6	5	1	7	4	3	12	7	5	7	4	3	0	0	0	0	0	0	11	6	5	16	8	8	78	55	23	83	57	26	89	85	4	107	84	23	5	4	1	2	2	0
Streptococcus massiliensis	0	0	0	0	0	0	23	18	5	58	45	13	32	24	8	90	66	24	24	15	9	40	29	11	23	17	6	14	6	8	0	0	0	1	1	0	44	28	16	51	26	25	54	41	13	36	24	12	161	145	16	187	140	47	19	13	6	19	15	4
Streptococcus oralis BL	1	0	1	0	0	0	4	4	0	9	7	2	64	56	8	141	114	27	10	8	2	18	13	5	11	9	2	19	10	9	0	0	0	0	0	0	27	23	4	49	26	23	26	21	5	27	17	10	146	132	14	183	149	34	4	3	1	7	6	1
Streptococcus oricebi	0	0	0	0	0	0	5	5	0	7	7	0	20	16	4	31	24	7	21	8	13	22	11	11	24	16	8	31	12	19	0	0	0	0	0	0	30	17	13	42	18	24	34	25	9	41	22	19	200	169	31	203	148	55	9	6	3	6	2	4
Streptococcus panodentis	0	0	0	0	0	0	18	13	5	46	30	16	123	102	21	231	176	55	125	90	35	114	75	39	164	112	52	192	112	80	0	0	0	0	0	0	350	223	127	332	187	145	220	156	64	221	126	95	1830	1676	154	1955	1515	440	58	35	23	34	25	9
Streptococcus sanguinis	1	1	0	0	0	0	58	51	7	98	77	21	1099	958	141	1694	1361	333	216	150	66	288	183	105	440	309	131	420	238	182	8	8	0	5	3	2	823	543	280	831	400	431	456	340	116	397	239	158	4923	4552	371	4733	3758	975	109	90	19	62	34	28
Streptococcus sanguinis A	0	0	0	1	1	0	77	66	11	113	85	28	1335	1146	189	1941	1536	405	372	253	119	491	304	187	774	537	237	738	398	340	8	8	0	4	2	2	1666	1139	527	1363	687	676	940	725	215	819	466	353	8750	8120	630	7854	6369	1485	148	116	32	117	67	50
Streptococcus sanguinis C	1	1	0	0	0	0	53	43	10	88	62	26	885	760	125	1207	967	240	196	128	68	252	155	97	455	297	158	409	225	184	0	0	0	6	4	2	818	525	293	736	355	381	406	304	102	406	223	183	4771	4403	368	4455	3566	889	100	75	25	70	40	30
Streptococcus sanguinis D	3	3	0	2	0	2	149	125	24	181	151	30	2098	1820	278	2985	2419	566	387	262	125	506	318	188	784	536	248	752	404	348	0	0	0	1	1	0	1575	1056	519	1370	691	679	953	728	225	843	506	337	8971	8352	619	8327	6753	1574	157	118	39	95	48	47
Streptococcus sanguinis E	0	0	0	2	2	0	84	71	13	127	91	36	1634	1401	233	2345	1872	473	265	184	81	313	208	105	508	347	161	467	267	200	0	0	0	1	1	0	1007	682	325	910	458	452	617	462	155	492	285	207	5871	5428	443	5504	4464	1040	94	62	32	75	47	28
Streptococcus sanguinis F	0	0	0	1	1	0	74	57	17	122	89	33	1356	1175	181	1950	1560	390	276	178	98	437	251	186	651	438	213	569	321	248	0	0	0	0	0	0	1184	799	385	1043	522	521	597	429	168	535	322	213	6672	6199	473	6069	4906	1163	109	84	25	57	33	24
Streptococcus sanguinis G	0	0	0	1	1	0	91	78	13	145	108	37	1642	1396	246	2406	1938	468	323	216	107	461	291	170	760	517	243	728	419	309	5	2	3	3	2	1	1415	969	446	1370	710	660	772	612	160	694	408	286	8046	7500	546	7772	6335	1437	125	93	32	83	56	27
Streptococcus sanguinis H	0	0	0	0	0	0	69	55	14	98	74	24	1106	945	161	1560	1225	335	250	155	95	324	196	128	438	315	123	448	253	195	4	4	0	4	4	0	876	573	303	822	445	377	512	380	132	458	259	199	5451	5057	394	5096	4035	1061	101	77	24	73	36	37
Streptococcus sanguinis I	1	1	0	0	0	0	143	116	27	218	173	45	1329	1150	179	2034	1645	389	477	304	173	657	415	242	974	635	339	910	496	414	3	3	0	1	0	1	1835	1236	599	1626	869	757	1122	864	258	1015	597	418	9661	9002	659	9175	7523	1652	152	115	37	138	77	61
Streptococcus sinensis	0	0	0	0	0	0	12350	10749	1601	20032	15998	4034	12457	10635	1822	20164	16125	4039	4914	3262	1652	7583	4739	2844	394	261	133	384	206	178	44	40	4	30	23	7	2167	1423	744	2092	1058	1034	4887	3635	1252	4904	2785	2119	20250	18706	1544	20916	16684	4232	5014	3691	1323	4177	2363	1814
Streptococcus sp000220065	0	0	0	0	0	0	61	53	8	79	57	22	785	621	164	1389	1072	317	76	48	28	104	62	42	139	92	47	112	70	42	1	1	0	0	0	0	226	138	88	251	134	117	163	108	55	200	102	98	1417	1297	120	1412	1113	299	43	30	13	25	13	12
Streptococcus sp902460355	0	0	0	2	1	1	206	175	31	313	228	85	316	245	71	460	352	108	107	74	33	160	89	71	75	43	32	74	35	39	2	2	0	2	1	1	171	112	59	171	82	89	150	118	32	164	91	73	1116	1021	95	1058	841	217	99	66	33	63	29	34
Streptococcus sp905221295	0	0	0	1	1	0	60	43	17	104	83	21	205	167	38	335	251	84	12	6	6	12	6	6	0	0	0	3	1	2	0	0	0	0	0	0	22	12	10	23	8	15	11	9	2	22	10	12	28	22	6	55	39	16	6	3	3	10	6	4
Streptococcus sp905372115	1	1	0	3	2	1	109	87	22	150	111	39	2252	1942	310	3239	2600	639	285	188	97	398	248	150	649	447	202	585	331	254	2	0	2	1	1	0	1256	859	397	1076	547	529	766	562	204	642	367	275	7235	6674	561	6596	5352	1244	121	97	24	79	40	39
Streptococcus thermophilus	2	2	0	0	0	0	2	2	0	5	2	3	6	3	3	11	8	3	8	5	3	10	6	4	58	52	6	79	55	24	2	2	0	8	8	0	307	286	21	105	81	24	35	29	6	39	28	11	15	13	2	42	33	9	20	20	0	22	9	13
Streptomyces actuosus A	7129	6154	975	9358	6096	3262	4	3	1	1	0	1	1	1	0	3	3	0	2	1	1	3	2	1	2	2	0	1	1	0	27	18	9	8	7	1	306	273	33	212	160	52	4	1	3	16	11	5	1	0	1	3	1	2	4	3	1	1	1	0
Streptomyces mutabilis	886	677	209	1239	633	606	2	2	0	0	0	0	1	0	1	0	0	0	4	3	1	11	10	1	38	37	1	80	63	17	17	17	0	6	6	0	49	39	10	30	26	4	18	18	0	34	25	9	5	5	0	4	2	2	12	9	3	15	8	7
Streptomyces sp001428885	340	289	51	347	256	91	3	2	1	3	2	1	2	1	1	0	0	0	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	9	8	1	5	5	0	2	1	1	0	0	0	2	1	1	3	3	0	1	1	0	2	1	1
TA-21 sp014523495	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	6	6	0	1351	1236	115	1858	1473	385	106	102	4	79	62	17	2	2	0	1	1	0	6	6	0	5	2	3	0	0	0	0	0	0	23	16	7	41	21	20
Tannerella forsythia	3	3	0	2	0	2	10030	8115	1915	9877	7005	2872	7241	5841	1400	7473	5541	1932	154	63	91	231	91	140	12	10	2	11	5	6	117	48	69	230	74	156	667	324	343	582	230	352	696	405	291	754	314	440	268	156	112	480	234	246	38	17	21	48	11	37
Tannerella forsythia A	0	0	0	0	0	0	2655	2183	472	2703	2009	694	2065	1724	341	2056	1562	494	64	27	37	92	36	56	5	1	4	2	1	1	57	24	33	52	19	33	205	108	97	193	80	113	196	96	100	237	94	143	90	62	28	130	79	51	14	6	8	15	1	14
Tannerella sp002890585	1	1	0	0	0	0	1737	1466	271	1210	879	331	1828	1479	349	1213	903	310	13	10	3	16	8	8	2	1	1	4	2	2	0	0	0	1	1	0	230	124	106	98	43	55	129	78	51	98	44	54	106	76	30	96	51	45	9	4	5	2	0	2
Tannerella sp003033925	6	5	1	6	4	2	4003	3259	744	2958	2081	877	16814	13815	2999	11281	8119	3162	53	25	28	71	30	41	22	14	8	17	5	12	0	0	0	1	1	0	1570	933	637	753	342	411	756	439	317	563	279	284	695	527	168	575	317	258	22	17	5	6	3	3
Tepidiphilus succinatimandens	115	82	33	41	22	19	2	2	0	0	0	0	1	0	1	2	2	0	0	0	0	2	0	2	14	11	3	21	14	7	8	7	1	16	8	8	1	1	0	2	2	0	365	285	80	163	89	74	0	0	0	6	2	4	10	7	3	6	5	1
Thiomicrorhabdus sp013391695	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	689	619	70	515	360	155	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	3	2	1	2	1	1	1	1	0
Treponema sp000775995	1	0	1	1	1	0	309	246	63	452	334	118	429	350	79	523	398	125	8	4	4	14	6	8	0	0	0	0	0	0	6	6	0	15	11	4	21	9	12	19	5	14	24	14	10	33	17	16	15	13	2	39	27	12	5	2	3	2	1	1
Treponema B denticola	0	0	0	0	0	0	1803	1493	310	3966	3022	944	1360	1119	241	2692	2108	584	20	12	8	69	31	38	9	3	6	6	1	5	76	45	31	261	143	118	37	22	15	55	25	30	84	53	31	133	63	70	236	195	41	578	372	206	95	69	26	99	53	46
Treponema B denticola A	0	0	0	0	0	0	816	681	135	1751	1350	401	627	517	110	1243	963	280	16	7	9	43	15	28	2	1	1	4	1	3	69	46	23	148	69	79	26	12	14	24	10	14	47	31	16	77	32	45	112	94	18	234	154	80	38	30	8	49	26	23
Treponema B putidum	0	0	0	0	0	0	351	277	74	817	598	219	405	321	84	908	690	218	3	2	1	13	7	6	0	0	0	2	1	1	27	15	12	64	36	28	10	3	7	21	10	11	20	14	6	36	15	21	39	30	9	111	71	40	20	13	7	23	8	15
Treponema B sp905372345	0	0	0	0	0	0	365	294	71	754	566	188	289	230	59	529	418	111	6	4	2	16	9	7	0	0	0	2	0	2	24	19	5	74	38	36	8	5	3	17	7	10	21	11	10	30	18	12	35	26	9	87	59	28	12	9	3	18	7	11
Treponema C lecithinolyticum	1	1	0	0	0	0	143	107	36	170	123	47	155	115	40	214	148	66	4	1	3	0	0	0	4	4	0	2	0	2	19	11	8	49	14	35	0	0	0	2	1	1	10	5	5	9	7	2	14	13	1	22	17	5	5	3	2	4	3	1
Treponema C maltophilum	0	0	0	0	0	0	1158	918	240	1249	881	368	1076	882	194	1067	761	306	43	22	21	43	17	26	1	1	0	3	0	3	81	67	14	74	37	37	48	33	15	23	8	15	63	35	28	58	25	33	285	237	48	342	216	126	50	26	24	35	14	21
Treponema C sp905372025	1	1	0	0	0	0	1500	1175	325	1696	1196	500	1152	926	226	1221	890	331	41	21	20	51	27	24	0	0	0	2	0	2	237	163	74	286	136	150	69	35	34	51	19	32	94	57	37	82	37	45	306	235	71	398	245	153	49	34	15	29	10	19
Treponema D buccale	0	0	0	0	0	0	1237	1015	222	1223	850	373	565	445	120	522	365	157	17	9	8	20	7	13	2	1	1	2	2	0	99	79	20	137	57	80	35	18	17	30	12	18	68	45	23	51	24	27	251	193	58	287	160	127	56	38	18	49	24	25
Treponema D paredis	0	0	0	0	0	0	1536	1229	307	1504	1061	443	1486	1170	316	1410	1010	400	43	17	26	42	14	28	3	3	0	3	2	1	142	111	31	152	75	77	96	44	52	77	31	46	117	79	38	113	67	46	422	301	121	490	314	176	69	39	30	47	19	28
