Length,counts_length,Study
52,2985,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
53,2836,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
54,2552,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
55,2379,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
56,2138,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
57,2141,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
58,1955,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
59,1974,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
60,1789,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
61,1682,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
62,1625,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
63,1543,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
64,1346,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
65,1322,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
66,1219,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
67,1236,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
68,1132,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
69,1036,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
70,1042,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
71,1051,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
72,1091,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
73,1277,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
74,880,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
75,1029,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
76,3270,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
77,714,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
78,623,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
79,650,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
80,554,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
81,542,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
82,531,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
83,508,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
84,498,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
85,437,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
86,427,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
87,407,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
88,357,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
89,370,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
90,345,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
91,335,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
92,361,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
93,318,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
94,309,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
95,307,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
96,281,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
97,261,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
98,268,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
99,222,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
100,255,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
101,230,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
102,204,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
103,215,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
104,192,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
105,199,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
106,169,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
107,192,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
108,161,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
109,122,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
110,158,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
111,156,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
112,173,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
113,147,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
114,122,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
115,114,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
116,119,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
117,109,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
118,120,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
119,105,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
120,112,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
121,86,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
122,106,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
123,86,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
124,95,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
125,94,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
126,80,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
127,75,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
128,91,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
129,64,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
130,60,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
131,79,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
132,82,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
133,78,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
134,70,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
135,74,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
136,74,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
137,93,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
138,57,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
139,57,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
140,56,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
141,46,BAN001.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
36,4763,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
37,9806,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
38,13520,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
39,16999,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
40,19962,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
41,21701,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
42,23361,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
43,24834,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
44,25819,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
45,27095,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
46,28648,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
47,29024,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
48,29487,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
49,29849,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
50,29543,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
51,30380,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
52,30619,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
53,31008,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
54,31014,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
55,30930,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
56,31090,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
57,31434,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
58,31402,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
59,30616,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
60,31063,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
61,29640,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
62,28592,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
63,29739,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
64,28822,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
65,28518,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
66,28776,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
67,28414,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
68,27281,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
69,27423,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
70,27236,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
71,27036,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
72,29490,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
73,32738,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
74,29277,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
75,53636,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
76,181193,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
77,22796,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
78,22992,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
79,22413,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
80,21758,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
81,20591,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
82,20361,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
83,19910,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
84,19535,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
85,19145,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
86,18649,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
87,18467,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
88,17910,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
89,17086,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
90,17065,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
91,16824,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
92,15952,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
93,15878,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
94,15722,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
95,14886,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
96,14527,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
97,14557,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
98,13788,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
99,13650,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
100,13568,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
101,12595,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
102,12394,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
103,11893,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
104,11676,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
105,11478,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
106,11348,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
107,10897,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
108,10614,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
109,10323,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
110,9909,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
111,9831,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
112,9504,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
113,9327,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
114,9294,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
115,8662,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
116,8487,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
117,8173,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
118,8060,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
119,7814,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
120,7754,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
121,7514,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
122,7122,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
123,7150,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
124,6807,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
125,6621,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
126,6301,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
127,6393,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
128,5933,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
129,5922,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
130,5717,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
131,5549,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
132,5378,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
133,5380,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
134,5076,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
135,4936,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
136,4816,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
137,4707,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
138,4649,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
139,4358,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
140,4347,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
141,3950,CDM019.A0101.SG1.1_5M.classified_gc_rl.tsv.gz
36,8327,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
37,15509,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
38,21119,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
39,24931,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
40,29155,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
41,31256,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
42,30772,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
43,31230,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
44,31884,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
45,31288,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
46,31716,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
47,32306,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
48,30955,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
49,31079,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
50,31330,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
51,30072,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
52,30123,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
53,29382,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
54,28122,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
55,27367,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
56,27022,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
57,25782,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
58,25398,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
59,25198,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
60,23988,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
61,23482,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
62,22714,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
63,21901,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
64,21311,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
65,20853,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
66,19633,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
67,19557,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
68,18812,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
69,17828,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
70,17918,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
71,18024,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
72,19328,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
73,25909,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
74,16744,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
75,21951,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
76,100351,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
77,13535,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
78,12976,CDM019.A0102.SG1.4_5M.classified_gc_rl.tsv.gz
