Species	BAN001.A0101.SG1.1_5M	BAN001.A0101.SG1.1_5M_over50bp	BAN001.A0101.SG1.1_5M_under50bp	BAN001.A0102.SG1.4_5M	BAN001.A0102.SG1.4_5M_over50bp	BAN001.A0102.SG1.4_5M_under50bp	CDM019.A0101.SG1.1_5M	CDM019.A0101.SG1.1_5M_over50bp	CDM019.A0101.SG1.1_5M_under50bp	CDM019.A0102.SG1.4_5M	CDM019.A0102.SG1.4_5M_over50bp	CDM019.A0102.SG1.4_5M_under50bp	CDM020.A0101.SG1.1_5M	CDM020.A0101.SG1.1_5M_over50bp	CDM020.A0101.SG1.1_5M_under50bp	CDM020.A0102.SG1.4_5M	CDM020.A0102.SG1.4_5M_over50bp	CDM020.A0102.SG1.4_5M_under50bp	FUM002.A0101.SG1.1_5M	FUM002.A0101.SG1.1_5M_over50bp	FUM002.A0101.SG1.1_5M_under50bp	FUM002.A0102.SG1.5_5M	FUM002.A0102.SG1.5_5M_over50bp	FUM002.A0102.SG1.5_5M_under50bp	FUM003.A0101.SG1.1_5M	FUM003.A0101.SG1.1_5M_over50bp	FUM003.A0101.SG1.1_5M_under50bp	FUM003.A0102.SG1.4_5M	FUM003.A0102.SG1.4_5M_over50bp	FUM003.A0102.SG1.4_5M_under50bp	GDN001.A0101.SG1.1_5M	GDN001.A0101.SG1.1_5M_over50bp	GDN001.A0101.SG1.1_5M_under50bp	GDN001.A0102.SG1.3_5M	GDN001.A0102.SG1.3_5M_over50bp	GDN001.A0102.SG1.3_5M_under50bp	GOY005.A0101.SG1.2_5M	GOY005.A0101.SG1.2_5M_over50bp	GOY005.A0101.SG1.2_5M_under50bp	GOY005.A0103.SG1.4_5M	GOY005.A0103.SG1.4_5M_over50bp	GOY005.A0103.SG1.4_5M_under50bp	GOY006.A0101.SG1.2_5M	GOY006.A0101.SG1.2_5M_over50bp	GOY006.A0101.SG1.2_5M_under50bp	GOY006.A0102.SG1.5_5M	GOY006.A0102.SG1.5_5M_over50bp	GOY006.A0102.SG1.5_5M_under50bp	PES001.B0101.SG1.3_5M	PES001.B0101.SG1.3_5M_over50bp	PES001.B0101.SG1.3_5M_under50bp	PES001.B0102.SG1.5_5M	PES001.B0102.SG1.5_5M_over50bp	PES001.B0102.SG1.5_5M_under50bp	VLD001.A0101.SG1.1_5M	VLD001.A0101.SG1.1_5M_over50bp	VLD001.A0101.SG1.1_5M_under50bp	VLD001.A0102.SG1.2_5M	VLD001.A0102.SG1.2_5M_over50bp	VLD001.A0102.SG1.2_5M_under50bp
Diaphorobacter A sp011305535	0	0	0	0	0	0	2	2	0	0	0	0	6	4	2	2	0	2	4	0	4	3	2	1	5	3	2	2	1	1	0	0	0	2	0	2	16	9	7	4	4	0	14	9	5	3	2	1	2	1	1	2	0	2	3	3	0	3	1	2
Diaphorobacter A sp011305995	1	1	0	0	0	0	4	3	1	1	1	0	10	6	4	6	4	2	0	0	0	1	0	1	83	68	15	41	25	16	0	0	0	0	0	0	10	4	6	3	2	1	6	3	3	0	0	0	7	5	2	4	4	0	16	13	3	2	0	2
Diaphorobacter A sp015354245	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	2	1	1	2	2	0	2	0	2	10	10	0	7	1	6	2	0	2	0	0	0	8	6	2	0	0	0	3	2	1	1	0	1	2	1	1	1	0	1	6	3	3	6	3	3
Dichelobacter nodosus	0	0	0	0	0	0	0	0	0	1	1	0	2	2	0	3	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	5	4	1	3	2	1	2	2	0	1	0	1	0	0	0	0	0	0
Dichloromethanomonas elyunquensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dichloromethanomonas sp012517475	0	0	0	0	0	0	1	1	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Dichotomicrobium thermohalophilum	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	2	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1
Dickeya aquatica	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Dickeya chrysanthemi	0	0	0	0	0	0	1	0	1	2	1	1	0	0	0	2	1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	2	0	2	2	0	1	0	1	0	0	0
Dickeya dadantii	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	2	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dickeya dianthicola	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Dickeya fangzhongdai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dickeya lacustris	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	3	3	0	2	2	0	1	0	1	1	1	0	3	2	1	1	1	0	0	0	0
Dickeya oryzae	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0
Dickeya paradisiaca	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	2	2	0	2	1	1	0	0	0	0	0	0
Dickeya poaceiphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0
Dickeya solani	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Dickeya undicola	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0
Dickeya zeae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dictyobacter sp008326305	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	7	7	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dictyoglomus thermophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dictyoglomus turgidum	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Didemnitutus mandela	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Didemnitutus sp013821985	0	0	0	0	0	0	2	2	0	1	0	1	2	2	0	0	0	0	1	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	0	1	0	1
Didemnitutus sp013822585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	1	0	0	0	0	3	3	0	0	0	0	2	0	2	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Didemnitutus sp016187925	0	0	0	0	0	0	4	2	2	2	2	0	1	0	1	0	0	0	4	3	1	2	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	2	0	2	0	0	0
Didemnitutus sp016187945	0	0	0	0	0	0	2	2	0	0	0	0	1	0	1	0	0	0	3	1	2	0	0	0	0	0	0	2	0	2	7	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	2	1	0	1	0	0	0	1	0	1
Didemnitutus sp016217545	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	2	1	1	0	0	0	0	0	0	1	1	0	6	4	2	2	2	0	0	0	0	1	0	1	3	3	0	3	0	3	2	1	1	0	0	0	0	0	0	0	0	0
Didemnitutus sp017991595	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1	1	0	0	0	0	1	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0
Didemnitutus sp903885525	0	0	0	0	0	0	2	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	12	12	0	2	1	1	0	0	0	1	1	0	3	3	0	0	0	0	3	3	0	0	0	0	3	3	0	3	1	2
Dielma fastidiosa	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
Dielma sp001305055	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	11	9	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dietzia aerolata	1	1	0	4	0	4	1	1	0	1	1	0	3	3	0	0	0	0	1	1	0	2	1	1	2	1	1	0	0	0	9	9	0	0	0	0	0	0	0	1	0	1	5	3	2	1	1	0	1	1	0	3	1	2	2	2	0	1	1	0
Dietzia alimentaria	2	0	2	0	0	0	0	0	0	1	1	0	6	3	3	2	0	2	0	0	0	3	1	2	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1	0	3	2	1	1	0	1	1	1	0	0	0	0
Dietzia cercidiphylli	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	2	0	2	2	0	2	2	1	1	0	0	0	2	2	0	1	0	1	2	1	1	0	0	0	8	7	1	4	2	2
Dietzia cinnamea	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	3	0	3	0	0	0	0	0	0	0	0	0	12	9	3	1	1	0	0	0	0	1	1	0	0	0	0	2	2	0	3	3	0	4	2	2
Dietzia cinnamea A	2	0	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	3	1	2	1	1	0	2	2	0	2	0	2	8	5	3	2	2	0	9	8	1	1	0	1	6	2	4	0	0	0	3	2	1	1	1	0	1	0	1	1	1	0
Dietzia intestinigallinarum	0	0	0	0	0	0	2	2	0	0	0	0	3	3	0	0	0	0	4	2	2	2	0	2	2	2	0	0	0	0	19	7	12	3	1	2	2	1	1	0	0	0	7	2	5	1	1	0	2	0	2	2	0	2	3	1	2	2	1	1
Dietzia intestinipullorum	1	1	0	1	0	1	3	1	2	0	0	0	3	3	0	1	0	1	2	0	2	0	0	0	2	2	0	2	1	1	6	4	2	0	0	0	0	0	0	0	0	0	1	1	0	3	0	3	5	5	0	2	1	1	7	5	2	5	2	3
Dietzia lutea	0	0	0	1	0	1	2	1	1	1	0	1	2	2	0	1	1	0	0	0	0	1	0	1	3	2	1	1	0	1	1	0	1	2	1	1	0	0	0	0	0	0	2	2	0	0	0	0	2	1	1	0	0	0	1	0	1	0	0	0
Dietzia maris	23	10	13	17	6	11	3	3	0	1	1	0	3	1	2	1	1	0	2	1	1	1	1	0	6	5	1	2	2	0	6	6	0	0	0	0	4	4	0	0	0	0	2	1	1	4	2	2	5	4	1	3	1	2	10	9	1	6	3	3
Dietzia natronolimnaea A	1	1	0	1	0	1	2	2	0	4	3	1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	2	1	1	1	0
Dietzia psychralcaliphila	0	0	0	1	0	1	2	2	0	1	0	1	1	0	1	2	1	1	5	5	0	2	1	1	0	0	0	0	0	0	12	8	4	1	0	1	2	2	0	1	1	0	5	4	1	4	3	1	2	2	0	1	1	0	1	0	1	0	0	0
Dietzia sp002415925	1	1	0	1	1	0	1	0	1	2	1	1	2	1	1	0	0	0	4	0	4	5	3	2	2	2	0	1	0	1	1	0	1	0	0	0	2	0	2	1	0	1	0	0	0	2	2	0	2	0	2	2	1	1	1	1	0	3	0	3
Dietzia sp003052165	0	0	0	0	0	0	1	1	0	1	0	1	6	5	1	3	2	1	3	1	2	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2	0	2	1	1	0	3	3	0	1	0	1	1	1	0	0	0	0
Dietzia sp008369165	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	1	5	2	3	3	1	2	2	1	1	2	1	1	4	2	2	1	0	1	0	0	0	2	1	1	5	4	1	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0
Dietzia sp012841845	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	2	1	1	0	0	0	17	10	7	5	1	4	1	1	0	1	0	1	2	1	1	2	2	0	1	1	0	2	1	1	3	3	0	1	1	0
Dietzia sp014145095	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	2	0	2	2	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	0	0	0	1	1	0	3	1	2	0	0	0
Dietzia timorensis	2	2	0	1	1	0	3	2	1	0	0	0	2	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	15	8	7	1	1	0	3	1	2	1	0	1	6	3	3	0	0	0	1	1	0	0	0	0	2	1	1	1	1	0
Dinghuibacter silviterrae	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Dinghuibacter sp903970475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dinoroseobacter shibae	0	0	0	0	0	0	1	1	0	2	2	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	1	1	1	0	3	2	1
Dinoroseobacter sp006844665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dinoroseobacter sp013215265	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
Diplorickettsia massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	3	2	1	1	0	1
Dissulfuribacter sp015494155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Dissulfuribacter thermophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dissulfurirhabdus thermomarina	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0
Dissulfurispira thermophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dokdonella denitrificans A	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2	5	2	3	3	2	1	6	2	4	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0
Dokdonella immobilis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	4	0	4	0	0	0
Dokdonella koreensis	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	2	2	0	2	0	2	0	0	0	1	0	1	4	2	2	4	4	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0
Dokdonella sp001899855	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Dokdonella sp002483055	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	1	0	0	0	2	2	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	1	0	0	0	1	1	0	0	0	0
Dokdonella sp004295005	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Dokdonella sp016707485	0	0	0	0	0	0	2	2	0	1	0	1	2	1	1	1	1	0	1	1	0	0	0	0	8	7	1	4	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Dokdonella sp016712865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	2	1	1	2	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0
Dokdonella sp016721015	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	2	1	1	2	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	2	1	1	1	1	0	0	0	0	1	0	1
Dokdonella sp017302215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	1	0	2	2	0	3	2	1	10	9	1	0	0	0	1	1	0	0	0	0	3	3	0	2	1	1	1	1	0	0	0	0	1	0	1	0	0	0
Dokdonella A fugitiva	0	0	0	0	0	0	3	3	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	5	3	2	1	0	1	0	0	0	0	0	0	3	1	2	1	1	0	2	2	0	2	0	2	0	0	0	0	0	0	0	0	0	1	1	0
Dokdonella A fugitiva A	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	2	1	1	7	6	1	1	1	0	3	1	2	2	1	1	2	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0
Dokdonella A sp002297645	1	1	0	1	1	0	5	4	1	0	0	0	1	1	0	2	1	1	0	0	0	0	0	0	3	3	0	2	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	3	3	0	1	1	0	1	1	0	0	0	0
Dokdonella A sp002632325	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	3	3	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dokdonella A sp003142815	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	2	1	0	0	0	1	1	0	1	0	1	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0
Dokdonella A sp004143945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	3	0	3	0	0	0	4	3	1	0	0	0	1	1	0	2	0	2	2	1	1	1	1	0	4	4	0	0	0	0
Dokdonella A sp009996615	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	2	1	1	1	0	1	1	1	0	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Dokdonella A sp014338185	0	0	0	0	0	0	3	3	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	7	5	2	4	3	1	3	1	2	2	0	2	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dokdonella A sp017305135	1	1	0	0	0	0	2	2	0	2	0	2	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	3	0	3	3	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dokdonella A sp017744955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	1	1	0	1	1	0	2	1	1	2	1	1	0	0	0	2	1	1	1	0	1	1	1	0	0	0	0	1	1	0	2	1	1
Dokdonia donghaensis	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dokdonia pacifica	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dokdonia sinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dokdonia sp000212355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Dokdonia sp000355805	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dokdonia sp002712765	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1
Dokdonia sp003095655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0
Dokdonia sp007827465	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dolichospermum circinale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dolichospermum compactum	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Dolichospermum flosaquae	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dolichospermum planctonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dolichospermum sp000312705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2	0	0	0	0	0	0	0
Dolichospermum sp001277295	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dolichospermum sp009711935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Dolichospermum sp009711975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	2	0	2	0	0	0
Dolichospermum sp009712035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
