Species	BAN001.A0101.SG1.1_5M	BAN001.A0101.SG1.1_5M_over50bp	BAN001.A0101.SG1.1_5M_under50bp	BAN001.A0102.SG1.4_5M	BAN001.A0102.SG1.4_5M_over50bp	BAN001.A0102.SG1.4_5M_under50bp	CDM019.A0101.SG1.1_5M	CDM019.A0101.SG1.1_5M_over50bp	CDM019.A0101.SG1.1_5M_under50bp	CDM019.A0102.SG1.4_5M	CDM019.A0102.SG1.4_5M_over50bp	CDM019.A0102.SG1.4_5M_under50bp	CDM020.A0101.SG1.1_5M	CDM020.A0101.SG1.1_5M_over50bp	CDM020.A0101.SG1.1_5M_under50bp	CDM020.A0102.SG1.4_5M	CDM020.A0102.SG1.4_5M_over50bp	CDM020.A0102.SG1.4_5M_under50bp	FUM002.A0101.SG1.1_5M	FUM002.A0101.SG1.1_5M_over50bp	FUM002.A0101.SG1.1_5M_under50bp	FUM002.A0102.SG1.5_5M	FUM002.A0102.SG1.5_5M_over50bp	FUM002.A0102.SG1.5_5M_under50bp	FUM003.A0101.SG1.1_5M	FUM003.A0101.SG1.1_5M_over50bp	FUM003.A0101.SG1.1_5M_under50bp	FUM003.A0102.SG1.4_5M	FUM003.A0102.SG1.4_5M_over50bp	FUM003.A0102.SG1.4_5M_under50bp	GDN001.A0101.SG1.1_5M	GDN001.A0101.SG1.1_5M_over50bp	GDN001.A0101.SG1.1_5M_under50bp	GDN001.A0102.SG1.3_5M	GDN001.A0102.SG1.3_5M_over50bp	GDN001.A0102.SG1.3_5M_under50bp	GOY005.A0101.SG1.2_5M	GOY005.A0101.SG1.2_5M_over50bp	GOY005.A0101.SG1.2_5M_under50bp	GOY005.A0103.SG1.4_5M	GOY005.A0103.SG1.4_5M_over50bp	GOY005.A0103.SG1.4_5M_under50bp	GOY006.A0101.SG1.2_5M	GOY006.A0101.SG1.2_5M_over50bp	GOY006.A0101.SG1.2_5M_under50bp	GOY006.A0102.SG1.5_5M	GOY006.A0102.SG1.5_5M_over50bp	GOY006.A0102.SG1.5_5M_under50bp	PES001.B0101.SG1.3_5M	PES001.B0101.SG1.3_5M_over50bp	PES001.B0101.SG1.3_5M_under50bp	PES001.B0102.SG1.5_5M	PES001.B0102.SG1.5_5M_over50bp	PES001.B0102.SG1.5_5M_under50bp	VLD001.A0101.SG1.1_5M	VLD001.A0101.SG1.1_5M_over50bp	VLD001.A0101.SG1.1_5M_under50bp	VLD001.A0102.SG1.2_5M	VLD001.A0102.SG1.2_5M_over50bp	VLD001.A0102.SG1.2_5M_under50bp
Bradyrhizobium japonicum	16	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	335	30	274	178	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas mediterranea	12	10	0	31	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557	365	192	221	97	124
Brooklawnia sp000413315	0	0	0	0	0	0	5993	4997	996	3448	2412	1036	21021	16861	4160	12411	8287	4124	31105	19533	11572	16433	8446	7987	24033	14606	9427	13529	5798	7731	199	177	22	49	34	15	15031	10967	4064	3627	1757	1870	16889	12678	4211	5320	2903	2417	1474	1265	209	844	580	264	1355	986	369	528	260	268
Bulleidia moorei	0	0	0	0	0	0	379	312	67	843	664	179	158	132	26	345	265	80	120	77	43	202	115	87	12	0	0	19	11	0	0	0	0	0	0	0	15	12	0	16	0	0	26	16	10	46	23	23	10	0	0	12	0	0	0	0	0	0	0	0
Bulleidia sp016812035	0	0	0	0	0	0	109	84	25	342	256	86	32	22	10	71	60	11	117	74	43	242	135	107	0	0	0	12	0	0	26	18	0	86	50	36	35	23	12	47	25	22	100	81	19	134	80	54	25	23	0	43	30	13	0	0	0	0	0	0
CAG-791 sp900625025	0	0	0	0	0	0	150	122	28	265	205	60	91	78	13	140	115	25	15	0	0	48	34	14	0	0	0	0	0	0	35	22	13	41	25	16	0	0	0	0	0	0	13	0	0	23	14	0	32	32	0	32	25	0	14	10	0	10	0	0
CAJPNN01 sp905372035	0	0	0	0	0	0	3544	2894	650	8032	6005	2027	1183	966	217	2341	1796	545	55	31	24	118	56	62	0	0	0	0	0	0	692	500	192	1444	802	642	69	43	26	81	45	36	378	257	121	567	260	307	588	495	93	1102	759	343	27	17	10	41	19	22
CAJPPJ01 sp905372515	0	0	0	0	0	0	0	0	0	46	37	0	149	122	27	704	610	94	0	0	0	49	27	22	84	45	39	275	118	157	0	0	0	0	0	0	22	15	0	47	19	28	41	25	16	117	70	47	0	0	0	0	0	0	0	0	0	0	0	0
CAJPQU01 sp905372875	0	0	0	0	0	0	3082	2666	416	2578	1906	672	764	634	130	655	466	189	10	0	0	12	0	0	0	0	0	0	0	0	112	93	19	75	44	31	29	18	11	13	0	0	279	190	89	143	83	60	838	677	161	814	506	308	88	53	35	65	29	36
CAJPQU01 sp905373705	0	0	0	0	0	0	1157	992	165	1031	803	228	469	388	81	387	299	88	13	0	0	10	0	0	0	0	0	0	0	0	51	42	0	93	44	49	24	11	13	23	0	16	78	49	29	64	25	39	119	97	22	115	63	52	92	60	32	41	21	20
CAJPSE01 sp003860125	0	0	0	0	0	0	18088	15264	2824	10547	7517	3030	5675	4734	941	3682	2617	1065	696	368	328	600	265	335	23	16	0	13	0	0	6348	4827	1521	3794	1866	1928	454	221	233	243	89	154	1360	726	634	1012	396	616	4235	3180	1055	3541	2115	1426	261	139	122	199	83	116
CAJPSE01 sp905373185	0	0	0	0	0	0	69226	58704	10522	36350	26364	9986	23754	19563	4191	13710	9711	3999	218	103	115	166	58	108	0	0	0	0	0	0	1502	1078	424	1119	486	633	615	313	302	325	116	209	1377	740	637	919	376	543	2394	1703	691	2104	1147	957	155	79	76	129	45	84
Campylobacter A rectus	0	0	0	0	0	0	2381	1858	523	2926	2052	874	1719	1303	416	2115	1488	627	35	15	20	66	19	47	18	10	0	17	0	14	26	12	14	63	20	43	239	129	110	203	81	122	236	128	108	237	111	126	66	46	20	99	62	37	11	0	0	23	12	11
Campylobacter A showae	0	0	0	0	0	0	1199	935	264	1397	953	444	4872	3748	1124	5507	3922	1585	226	93	133	377	160	217	71	30	41	103	42	61	0	0	0	10	0	0	1338	672	666	1201	469	732	1042	573	469	1122	505	617	249	168	81	334	187	147	28	14	14	33	10	23
Campylobacter A sp014253065	0	0	0	0	0	0	374	294	80	382	290	92	1666	1280	386	1954	1415	539	35	16	19	82	30	52	0	0	0	16	0	11	0	0	0	0	0	0	217	111	106	187	76	111	210	132	78	200	78	122	37	23	14	51	29	22	0	0	0	0	0	0
Campylobacter A sp905372745	0	0	0	0	0	0	186	135	51	199	142	57	897	675	222	988	682	306	34	14	20	48	23	25	0	0	0	19	0	12	0	0	0	0	0	0	128	67	61	131	62	69	112	68	44	116	43	73	29	20	0	29	17	12	0	0	0	0	0	0
Campylobacter B gracilis	0	0	0	0	0	0	937	758	179	964	700	264	686	522	164	792	552	240	22	11	11	29	12	17	0	0	0	0	0	0	16	13	0	19	0	11	334	192	142	228	91	137	297	186	111	237	114	123	101	65	36	134	70	64	95	57	38	58	20	38
Campylobacter B sp900539505	0	0	0	0	0	0	704	572	132	705	487	218	520	386	134	536	383	153	20	0	14	23	13	10	13	0	0	0	0	0	12	0	0	13	0	0	358	199	159	229	102	127	259	175	84	203	101	102	82	58	24	111	66	45	66	34	32	75	37	38
Campylobacter B sp905373215	0	0	0	0	0	0	577	445	132	669	468	201	446	337	109	497	348	149	21	0	15	15	0	0	0	0	0	0	0	0	13	0	0	0	0	0	227	134	93	153	68	85	210	143	67	158	82	76	57	37	20	80	44	36	37	16	21	44	18	26
Campylobacter B sp905373295	0	0	0	0	0	0	592	485	107	615	426	189	454	346	108	469	323	146	12	0	0	15	0	10	0	0	0	0	0	0	14	0	0	10	0	0	260	158	102	182	77	105	247	163	84	194	96	98	57	38	19	71	31	40	61	37	24	45	14	31
Capnocytophaga bilenii	0	0	0	0	0	0	14	10	0	36	26	10	712	538	174	1243	899	344	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	70	42	28	120	54	66	49	28	21	103	49	54	0	0	0	19	10	0	0	0	0	0	0	0
Capnocytophaga endodontalis	0	0	0	0	0	0	208	162	46	379	256	123	1319	963	356	2418	1725	693	16	0	0	34	14	20	20	0	12	28	12	16	0	0	0	0	0	0	585	295	290	907	388	519	288	170	118	494	225	269	94	63	31	193	112	81	0	0	0	0	0	0
Capnocytophaga gingivalis	0	0	0	0	0	0	72	57	15	129	96	33	1811	1341	470	2912	2082	830	34	15	19	63	34	29	69	31	38	100	36	64	0	0	0	0	0	0	484	302	182	698	343	355	365	214	151	634	297	337	82	72	10	164	107	57	12	10	0	0	0	0
Capnocytophaga granulosa	0	0	0	0	0	0	199	159	40	339	222	117	4987	3739	1248	7479	5265	2214	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	46	51	163	72	91	97	62	35	184	98	86	18	16	0	43	29	14	0	0	0	0	0	0
Capnocytophaga leadbetteri	0	0	0	0	0	0	88	69	19	187	141	46	1225	944	281	1954	1440	514	28	16	12	70	31	39	34	19	15	61	27	34	0	0	0	0	0	0	495	258	237	765	330	435	174	118	56	300	141	159	45	31	14	74	48	26	11	0	0	0	0	0
Capnocytophaga ochracea	0	0	0	0	0	0	1102	884	218	2265	1642	623	2602	1932	670	4799	3429	1370	58	30	28	104	38	66	14	0	0	26	13	13	29	20	0	38	17	21	634	329	305	1034	416	618	369	206	163	669	299	370	271	177	94	608	331	277	37	21	16	71	26	45
Capnocytophaga sp000192225	0	0	0	0	0	0	68	53	15	95	68	27	187	146	41	400	292	108	0	0	0	10	0	0	14	0	10	11	0	0	0	0	0	0	0	0	65	40	25	110	56	54	39	23	16	71	28	43	18	18	0	43	31	12	0	0	0	0	0	0
Capnocytophaga sp000466425	0	0	0	0	0	0	24	20	0	50	34	16	772	573	199	1162	813	349	0	0	0	10	0	0	13	0	0	0	0	0	0	0	0	0	0	0	73	43	30	115	50	65	67	37	30	111	62	49	17	13	0	30	23	0	0	0	0	0	0	0
Capnocytophaga sp002999135	0	0	0	0	0	0	27	22	0	38	25	13	228	174	54	380	264	116	32	16	16	80	35	45	56	29	27	98	25	73	0	0	0	0	0	0	900	474	426	1440	603	837	213	125	88	368	156	212	33	28	0	73	48	25	0	0	0	0	0	0
Capnocytophaga sp905372595	0	0	0	0	0	0	0	0	0	0	0	0	351	268	83	595	419	176	0	0	0	14	0	0	15	0	0	18	13	0	0	0	0	0	0	0	80	37	43	140	66	74	37	21	16	87	43	44	13	12	0	22	15	0	0	0	0	0	0	0
Capnocytophaga sputigena	0	0	0	0	0	0	138	107	31	280	191	89	1855	1348	507	3137	2237	900	33	14	19	71	35	36	38	18	20	77	33	44	0	0	0	0	0	0	1087	559	528	1764	742	1022	526	309	217	999	446	553	167	116	51	328	193	135	10	0	0	0	0	0
Cardiobacterium hominis	0	0	0	0	0	0	145	117	28	113	82	31	4615	3639	976	3086	2126	960	23	0	14	25	10	15	20	10	10	0	0	0	0	0	0	0	0	0	213	114	99	120	37	83	127	72	55	73	40	33	31	23	0	23	12	11	15	10	0	0	0	0
Cardiobacterium valvarum	0	0	0	0	0	0	973	799	174	636	464	172	14128	11437	2691	9673	6896	2777	453	262	191	344	176	168	194	122	72	140	54	86	58	51	0	35	13	22	2782	1606	1176	1302	581	721	1297	822	475	858	384	474	466	367	99	392	218	174	94	44	50	76	23	53
Catonella massiliensis	0	0	0	0	0	0	99	84	15	249	203	46	80	65	15	190	146	44	0	0	0	43	20	23	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	16	0	10	24	17	0	25	13	12	14	13	0	33	23	10	25	14	11	40	27	13
Catonella morbi	0	0	0	0	0	0	1213	963	250	2811	2021	790	2550	1912	638	4900	3543	1357	34	22	12	93	48	45	0	0	0	0	0	0	17	15	0	27	18	0	129	79	50	216	102	114	120	79	41	191	93	98	35	29	0	95	66	29	33	24	0	41	19	22
Cellulomonas hominis	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	28040	25581	2459	13235	8625	4610	71	41	30	37	20	17	0	0	0	0	0	0	13	0	0	0	0	0	15	10	0	0	0	0	13	10	0	0	0	0
Cellulomonas sp003696205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583	506	77	404	256	148	36	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas sp008033115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	492	50	300	191	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas sp011603975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	331	64	241	154	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas sp014763765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3467	3088	379	1941	1140	801	17	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda infelix	0	0	0	0	0	0	650	557	93	499	346	153	516	414	102	388	280	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	10	0	0	22	11	11	13	0	0	12	0	0	20	11	0	0	0	0	0	0	0
Centipeda massiliensis	0	0	0	0	0	0	547	457	90	394	285	109	437	341	96	354	237	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	12	0	0	15	13	0	13	12	0	0	0	0	0	0	0
Centipeda noxia	0	0	0	0	0	0	1301	1036	265	1097	754	343	1702	1304	398	1415	928	487	12	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	16	0	11	0	0	51	30	21	37	17	20	69	52	17	87	49	38	45	29	16	46	19	27
Centipeda periodontii	0	0	0	0	0	0	1222	1013	209	920	652	268	660	540	120	546	383	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0
Centipeda sp000286455	0	0	0	0	0	0	201	160	41	182	126	56	147	118	29	130	89	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda sp000468035	0	0	0	0	0	0	1030	846	184	895	636	259	2837	2279	558	2277	1552	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	14	13	14	0	0	50	33	17	37	19	18	30	24	0	36	16	20	18	12	0	12	0	0
Centipeda sp001683335	0	0	0	0	0	0	556	458	98	402	277	125	196	161	35	181	127	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	13	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
Centipeda sp001717585	0	0	0	0	0	0	1786	1476	310	1404	952	452	482	386	96	394	274	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	12	0	0	15	0	0	13	11	0	19	13	0	0	0	0	0	0	0
Centipeda sp905372865	0	0	0	0	0	0	345	288	57	278	200	78	1129	896	233	818	569	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium sp016866305	0	0	0	0	0	0	0	0	0	0	0	0	148	130	18	136	119	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	12	0	16	0	11	90	70	20	69	45	24	201	171	30	234	170	64	0	0	0	0	0	0
Cloacibacterium caeni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	15	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	919	755	164	1075	613	462
Cloacibacterium normanense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	346	87	517	308	209
Cloacibacterium sp002422665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721	568	153	810	464	346
Clostridium A leptum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	11	0	0	0	0	298	266	32	166	108	58	33	29	0	0	0	0	39	34	0	0	0	0	20	19	0	17	0	10	0	0	0	0	0	0	86	63	23	29	11	18
Comamonas antarcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	17	0	13	10	0	0	0	0	0	0	0	15	10	0	0	0	0	10	0	0	0	0	0	1035	998	37	554	451	103	0	0	0	0	0	0
Comamonas jiangduensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954	716	238	399	183	216
Corynebacterium accolens	11	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	22	0	17	14	0	308	281	27	179	121	58	11	11	0	0	0	0	80	78	0	0	0	0	65	54	11	19	13	0	0	0	0	0	0	0	93	78	15	24	16	0
Corynebacterium durum	12	12	0	16	0	12	0	0	0	0	0	0	200	149	51	212	142	70	470	330	140	265	148	117	93	77	16	45	27	18	10	0	0	0	0	0	871	562	309	502	206	296	3800	2856	944	1514	855	659	2069	1905	164	1156	850	306	30	23	0	11	0	0
Corynebacterium kefirresidentii	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	49	0	29	24	0	1099	1022	77	645	481	164	34	34	0	13	0	0	180	169	11	16	11	0	151	138	13	44	30	14	34	31	0	20	17	0	150	122	28	67	35	32
Corynebacterium kroppenstedtii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	61	0	62	47	15	31	29	0	13	0	0	273	251	22	38	22	16	490	407	83	190	126	64	0	0	0	0	0	0	132	98	34	77	49	28
Corynebacterium matruchotii	0	0	0	10	0	0	2123	1658	465	1733	1202	531	14784	11204	3580	13198	9154	4044	145	61	84	184	68	116	141	122	19	57	34	23	0	0	0	0	0	0	4953	2591	2362	3444	1428	2016	702	392	310	680	270	410	202	111	91	216	90	126	62	47	15	35	18	17
Corynebacterium vitaeruminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	21	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	775	508	267	400	166	234
Cupriavidus basilensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14028	12365	1663	9301	6134	3167	0	0	0	11	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cutibacterium granulosum	13	11	0	25	0	19	0	0	0	0	0	0	0	0	0	0	0	0	165	147	18	66	46	20	2189	2024	165	870	628	242	263	248	15	37	27	10	554	510	44	74	47	27	483	398	85	173	99	74	107	101	0	57	42	15	435	331	104	177	93	84
Cutibacterium modestum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	18	0	13	11	0	363	333	30	228	156	72	29	24	0	15	0	0	385	353	32	37	25	12	285	252	33	91	58	33	18	17	0	0	0	0	291	219	72	139	75	64
Cutibacterium namnetense	17	15	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	25	0	32	23	0	910	807	103	554	366	188	134	128	0	13	10	0	632	569	63	78	50	28	417	367	50	177	109	68	64	61	0	41	30	11	656	504	152	253	126	127
DUUL01 sp012841575	0	0	0	0	0	0	50	47	0	96	78	18	12	11	0	29	28	0	52	40	12	54	42	12	0	0	0	0	0	0	91	79	12	82	55	27	18	13	0	12	0	0	55	40	15	35	20	15	27	23	0	48	44	0	4871	3956	915	3836	2617	1219
Desulfobulbus oralis	0	0	0	0	0	0	46175	37999	8176	29651	20232	9419	31595	27241	4354	18735	13491	5244	69589	41258	28331	52858	26577	26281	10014	5971	4043	7237	2995	4242	26910	20721	6189	14038	7484	6554	18017	11169	6848	6978	3036	3942	41545	25446	16099	23460	10789	12671	93692	78686	15006	60958	40858	20100	45052	24338	20714	32547	12292	20255
Desulfomicrobium orale	0	0	0	0	0	0	165281	133029	32252	101791	69613	32178	11911	9014	2897	8447	5543	2904	1622	776	846	1438	576	862	95	43	52	89	20	69	3932	2816	1116	2580	1222	1358	5869	3161	2708	2806	1043	1763	10103	5993	4110	5797	2539	3258	954	605	349	842	394	448	92	51	41	80	24	56
Desulfovibrio sp000403945	0	0	0	0	0	0	133	107	26	105	73	32	84	72	12	59	43	16	150	79	71	127	68	59	25	11	14	14	0	0	82	69	13	40	19	21	42	20	22	23	11	12	90	52	38	75	34	41	232	195	37	133	89	44	115	71	44	84	30	54
Desulfovibrio sp003860215	0	0	0	0	0	0	1569	1261	308	966	669	297	2845	2193	652	1791	1146	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	50	32	18	18	0	11	21	13	0	20	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister invisus	13	12	0	0	0	0	1384	1170	214	2277	1754	523	306	273	33	376	310	66	0	0	0	0	0	0	19	19	0	11	0	0	0	0	0	22	14	0	0	0	0	11	0	0	20	16	0	17	0	0	64	59	0	87	71	16	0	0	0	0	0	0
Eggerthia catenaformis	0	0	0	0	0	0	425	356	69	970	736	234	216	177	39	501	383	118	39	24	15	76	30	46	0	0	0	0	0	0	10	0	0	73	44	29	0	0	0	16	0	0	25	19	0	39	20	19	24	20	0	44	29	15	20	12	0	18	11	0
Eikenella corrodens	0	0	0	0	0	0	309	258	51	218	155	63	3106	2490	616	2398	1707	691	61	32	29	46	22	24	156	91	65	138	63	75	0	0	0	0	0	0	2685	1676	1009	1257	601	656	2390	1502	888	1537	725	812	164	136	28	166	106	60	0	0	0	0	0	0
Eikenella exigua	0	0	0	0	0	0	153	118	35	120	91	29	557	438	119	430	312	118	40	14	26	31	16	15	70	44	26	76	28	48	0	0	0	20	0	12	1024	643	381	445	191	254	910	575	335	590	282	308	95	77	18	70	35	35	0	0	0	0	0	0
Eikenella halliae	0	0	0	0	0	0	62	50	12	38	30	0	757	595	162	505	364	141	0	0	0	17	0	0	33	17	16	31	12	19	0	0	0	0	0	0	548	310	238	203	92	111	438	268	170	295	144	151	46	38	0	38	23	15	0	0	0	0	0	0
Eikenella longinqua	0	0	0	0	0	0	404	316	88	304	207	97	118	100	18	89	59	30	13	0	0	12	0	0	15	0	0	0	0	0	0	0	0	0	0	0	151	87	64	55	22	33	144	94	50	67	31	36	18	13	0	15	12	0	0	0	0	0	0	0
Ensifer sp002002725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	338	145	206	82	124
Enterobacter hormaechei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	410	379	31	55	42	13	0	0	0	0	0	0	178	175	0	141	119	22	0	0	0	0	0	0
Epilithonimonas hispanica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	13	0	21	14	0	0	0	0	11	0	0	0	0	0	12	0	0	14	13	0	12	10	0	568	556	12	1480	1364	116	11	0	0	15	0	0
Erysipelothrix rhusiopathiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1012	953	59	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium B infirmum	0	0	0	0	0	0	148	131	17	285	228	57	47	42	0	111	81	30	67	35	32	97	47	50	12	0	0	22	0	18	16	0	0	30	16	14	49	28	21	64	35	29	73	53	20	92	57	35	94	76	18	225	150	75	39	30	0	54	24	30
Eubacterium B sulci	0	0	0	0	0	0	70	57	13	143	115	28	12	12	0	23	21	0	35	24	11	83	49	34	0	0	0	10	0	0	0	0	0	0	0	0	29	23	0	34	14	20	42	35	0	60	33	27	33	20	13	66	52	14	26	17	0	21	12	0
Eubacterium M brachy	0	0	0	0	0	0	355	260	95	815	538	277	94	67	27	233	173	60	17	12	0	37	25	12	10	10	0	0	0	0	0	0	0	33	26	0	17	15	0	33	16	17	26	21	0	52	35	17	19	16	0	28	19	0	18	13	0	22	16	0
Eubacterium N saphenum	0	0	0	0	0	0	2093	1819	274	4390	3628	762	448	367	81	864	666	198	0	0	0	0	0	0	0	0	0	0	0	0	178	119	59	304	147	157	0	0	0	15	0	0	51	41	10	92	53	39	20	18	0	32	22	10	0	0	0	0	0	0
Exiguobacterium A acetylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	534	202	573	249	324
Exiguobacterium A undae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1314	974	340	800	417	383
Exiguobacterium chiriqhucha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1437	1058	379	922	397	525
F0058 sp000163695	0	0	0	0	0	0	13155	10642	2513	21069	15346	5723	12187	9515	2672	17870	13083	4787	431	189	242	788	300	488	23	12	11	56	16	40	64	35	29	127	55	72	1352	667	685	1846	744	1102	1057	596	461	1582	654	928	1884	1349	535	3646	2038	1608	298	162	136	382	146	236
F0058 sp905372135	0	0	0	0	0	0	5873	4669	1204	8621	6181	2440	8662	6989	1673	11818	8845	2973	171	71	100	315	130	185	0	0	0	14	0	12	20	0	11	78	32	46	606	333	273	639	272	367	514	283	231	803	331	472	359	230	129	583	311	272	53	26	27	43	19	24
F0058 sp905372605	0	0	0	0	0	0	1477	1196	281	2354	1739	615	3408	2718	690	4729	3541	1188	34	15	19	62	24	38	0	0	0	0	0	0	0	0	0	14	0	0	113	61	52	106	49	57	99	61	38	146	58	88	40	28	12	93	47	46	10	0	0	16	0	0
Fictibacillus barbaricus	4584	4039	545	7414	5042	2372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	92	13	131	112	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Filifactor alocis	0	0	0	0	0	0	1291	986	305	2882	2113	769	844	662	182	1720	1310	410	34	24	10	71	34	37	0	0	0	13	0	10	44	16	28	92	39	53	67	32	35	109	48	61	209	139	70	407	196	211	46	33	13	91	60	31	32	26	0	39	20	19
