Species	BAN001.A0101.SG1.1_5M	BAN001.A0101.SG1.1_5M_over50bp	BAN001.A0101.SG1.1_5M_under50bp	BAN001.A0102.SG1.4_5M	BAN001.A0102.SG1.4_5M_over50bp	BAN001.A0102.SG1.4_5M_under50bp	CDM019.A0101.SG1.1_5M	CDM019.A0101.SG1.1_5M_over50bp	CDM019.A0101.SG1.1_5M_under50bp	CDM019.A0102.SG1.4_5M	CDM019.A0102.SG1.4_5M_over50bp	CDM019.A0102.SG1.4_5M_under50bp	CDM020.A0101.SG1.1_5M	CDM020.A0101.SG1.1_5M_over50bp	CDM020.A0101.SG1.1_5M_under50bp	CDM020.A0102.SG1.4_5M	CDM020.A0102.SG1.4_5M_over50bp	CDM020.A0102.SG1.4_5M_under50bp	FUM002.A0101.SG1.1_5M	FUM002.A0101.SG1.1_5M_over50bp	FUM002.A0101.SG1.1_5M_under50bp	FUM002.A0102.SG1.5_5M	FUM002.A0102.SG1.5_5M_over50bp	FUM002.A0102.SG1.5_5M_under50bp	FUM003.A0101.SG1.1_5M	FUM003.A0101.SG1.1_5M_over50bp	FUM003.A0101.SG1.1_5M_under50bp	FUM003.A0102.SG1.4_5M	FUM003.A0102.SG1.4_5M_over50bp	FUM003.A0102.SG1.4_5M_under50bp	GDN001.A0101.SG1.1_5M	GDN001.A0101.SG1.1_5M_over50bp	GDN001.A0101.SG1.1_5M_under50bp	GDN001.A0102.SG1.3_5M	GDN001.A0102.SG1.3_5M_over50bp	GDN001.A0102.SG1.3_5M_under50bp	GOY005.A0101.SG1.2_5M	GOY005.A0101.SG1.2_5M_over50bp	GOY005.A0101.SG1.2_5M_under50bp	GOY005.A0103.SG1.4_5M	GOY005.A0103.SG1.4_5M_over50bp	GOY005.A0103.SG1.4_5M_under50bp	GOY006.A0101.SG1.2_5M	GOY006.A0101.SG1.2_5M_over50bp	GOY006.A0101.SG1.2_5M_under50bp	GOY006.A0102.SG1.5_5M	GOY006.A0102.SG1.5_5M_over50bp	GOY006.A0102.SG1.5_5M_under50bp	PES001.B0101.SG1.3_5M	PES001.B0101.SG1.3_5M_over50bp	PES001.B0101.SG1.3_5M_under50bp	PES001.B0102.SG1.5_5M	PES001.B0102.SG1.5_5M_over50bp	PES001.B0102.SG1.5_5M_under50bp	VLD001.A0101.SG1.1_5M	VLD001.A0101.SG1.1_5M_over50bp	VLD001.A0101.SG1.1_5M_under50bp	VLD001.A0102.SG1.2_5M	VLD001.A0102.SG1.2_5M_over50bp	VLD001.A0102.SG1.2_5M_under50bp
Pauljensenia sp000278725	0	0	0	0	0	0	35	22	13	31	21	10	36	28	0	25	19	0	110	69	41	95	55	40	221	133	88	121	70	51	102	80	22	27	11	16	250	161	89	77	26	51	412	265	147	171	82	89	342	291	51	169	124	45	82	52	30	46	20	26
Pauljensenia sp000411415	0	0	0	0	0	0	25	21	0	13	11	0	22	16	0	11	0	0	32	19	13	29	18	11	105	73	32	71	32	39	40	27	13	11	0	0	121	80	41	48	23	25	165	103	62	82	37	45	159	128	31	100	69	31	22	10	12	11	0	0
Pauljensenia sp000466265	0	0	0	0	0	0	40	38	0	23	18	0	58	52	0	30	24	0	149	90	59	74	32	42	204	134	70	126	59	67	135	95	40	39	23	16	245	154	91	85	38	47	390	253	137	180	85	95	363	311	52	217	140	77	52	33	19	33	19	14
Pauljensenia sp001064145	0	0	0	0	0	0	29	23	0	15	15	0	20	15	0	0	0	0	33	24	0	15	0	10	115	70	45	60	24	36	19	13	0	16	12	0	122	65	57	39	18	21	149	90	59	70	26	44	136	117	19	68	45	23	25	10	15	0	0	0
Pauljensenia sp001838165	0	0	0	0	0	0	16	14	0	0	0	0	24	18	0	12	10	0	33	17	16	15	0	0	102	67	35	68	40	28	17	11	0	0	0	0	117	76	41	39	11	28	137	85	52	76	37	39	111	98	13	71	49	22	10	0	0	0	0	0
Pauljensenia sp018375675	0	0	0	0	0	0	14	11	0	12	11	0	17	13	0	10	0	0	39	29	10	21	10	11	98	66	32	57	24	33	26	24	0	0	0	0	82	38	44	30	15	15	85	57	28	61	18	43	94	78	16	72	48	24	12	0	0	0	0	0
Pauljensenia sp018986735	0	0	0	0	0	0	39	28	11	22	13	0	33	28	0	14	0	0	45	29	16	39	20	19	27	18	0	22	13	0	131	109	22	42	24	18	31	15	16	11	0	0	65	44	21	33	14	19	80	62	18	46	20	26	39	22	17	20	10	10
Pauljensenia sp900556405	0	0	0	0	0	0	30	27	0	19	12	0	18	13	0	0	0	0	32	24	0	19	0	13	65	43	22	51	22	29	28	21	0	10	0	0	80	45	35	36	15	21	112	77	35	59	29	30	101	84	17	54	38	16	14	13	0	0	0	0
Pauljensenia sp902373435	0	0	0	0	0	0	320	283	37	139	97	42	219	195	24	82	57	25	47	36	11	21	11	10	123	86	37	79	42	37	86	67	19	21	11	10	142	79	63	50	24	26	184	113	71	98	51	47	194	168	26	93	58	35	0	0	0	0	0	0
Pauljensenia sp902373545	0	0	0	0	0	0	44	33	11	28	18	10	55	45	10	29	28	0	127	79	48	72	42	30	202	127	75	119	69	50	91	78	13	21	13	0	254	139	115	77	35	42	360	228	132	167	82	85	386	324	62	196	143	53	60	36	24	39	17	22
Pelomonas depolymerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3689	3357	332	2459	1701	758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
Pelomonas puraquae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	59	0	20	13	0	940632	837848	102784	623618	383253	240365	25	14	11	0	0	0	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	11	0	0	0	0
Pelomonas saccharophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5668	5098	570	3955	2609	1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	12	11	18	0	12
Pelomonas sp001425055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	337	47	297	179	118	13	13	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelomonas sp001425165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	317	37	269	161	108	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	14	0	0	0	0
Pelomonas sp001426885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	432	43	332	235	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	18	0	0	0	0
Pelomonas sp003963005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31382	28885	2497	20945	14695	6250	18	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	13	0	17	0	10
Pelomonas sp003963075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5905	5369	536	4213	2848	1365	49	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	15	20	0	14
Pelomonas sp009996515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	421	51	294	216	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	13	0	0	0	0
Pelomonas sp016195825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	301	50	281	183	98	36	19	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	14	0	17	0	11
Peptidiphaga gingivicola	0	0	0	0	0	0	772	635	137	372	253	119	710	557	153	444	285	159	98	61	37	39	24	15	30	20	10	12	0	0	31	17	14	12	0	0	287	147	140	119	51	68	157	97	60	61	31	30	67	52	15	37	22	15	23	18	0	10	0	0
Peptidiphaga sp000466165	0	0	0	0	0	0	184	140	44	102	59	43	42	31	11	25	19	0	72	48	24	52	27	25	51	43	0	30	23	0	70	49	21	24	13	11	30	21	0	0	0	0	40	27	13	14	0	0	46	36	10	34	22	12	45	36	0	29	18	11
Peptidiphaga sp905373325	0	0	0	0	0	0	687	564	123	291	203	88	2190	1692	498	1212	783	429	31	21	10	25	13	12	12	0	0	0	0	0	23	21	0	0	0	0	444	218	226	176	65	111	184	103	81	79	40	39	65	57	0	45	28	17	17	12	0	0	0	0
Peptoanaerobacter margaretiae	0	0	0	0	0	0	370	289	81	1175	906	269	2282	1782	500	5336	4049	1287	221	97	124	688	321	367	220	94	126	511	169	342	0	0	0	17	0	0	2341	1320	1021	4695	2230	2465	1135	685	450	2686	1314	1372	369	273	96	1033	618	415	0	0	0	18	14	0
Peptoanaerobacter stomatis	0	0	0	0	0	0	230	192	38	558	423	135	116	105	11	349	279	70	73	44	29	150	89	61	0	0	0	12	0	0	30	25	0	59	37	22	37	23	14	59	26	33	97	75	22	106	56	50	18	15	0	54	42	12	15	13	0	14	11	0
Peptoanaerobacter yurii	0	0	0	0	0	0	313	265	48	919	670	249	5645	4220	1425	13167	9792	3375	266	132	134	905	425	480	245	109	136	623	201	422	0	0	0	20	11	0	2908	1640	1268	5914	2889	3025	1346	856	490	3149	1580	1569	435	324	111	1303	848	455	0	0	0	20	0	13
Peptostreptococcus canis	0	0	0	0	0	0	109	97	12	383	307	76	206	172	34	613	511	102	88	60	28	188	129	59	0	0	0	0	0	0	34	26	0	57	29	28	34	29	0	40	26	14	47	40	0	61	38	23	28	26	0	38	29	0	0	0	0	0	0	0
Peptostreptococcus russellii	269	210	59	515	285	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus sp000758885	0	0	0	0	0	0	0	0	0	30	19	11	10	0	0	26	21	0	87	58	29	201	131	70	0	0	0	11	0	0	0	0	0	15	0	10	37	27	10	49	24	25	70	50	20	112	66	46	59	53	0	103	76	27	0	0	0	21	12	0
Peptostreptococcus sp900759325	0	0	0	0	0	0	10	0	0	42	37	0	0	0	0	32	29	0	166	99	67	390	236	154	0	0	0	15	0	0	13	10	0	31	21	10	54	38	16	100	45	55	140	107	33	229	135	94	133	123	10	258	197	61	39	29	10	53	28	25
Peptostreptococcus stomatis	0	0	0	0	0	0	414	343	71	1083	869	214	385	331	54	983	811	172	2377	1506	871	5089	3163	1926	142	93	49	222	111	111	201	132	69	474	270	204	880	636	244	1143	610	533	1950	1472	478	2734	1627	1107	1909	1756	153	3535	2898	637	365	250	115	560	335	225
Phocaeicola abscessus	0	0	0	0	0	0	4774	3655	1119	5859	3926	1933	1024	767	257	1237	852	385	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	0	0	0	0	0	0	0
Porphyromonas catoniae	0	0	0	0	0	0	0	0	0	0	0	0	475	385	90	471	325	146	17	0	0	18	0	0	36	12	24	59	18	41	0	0	0	0	0	0	436	249	187	316	137	179	82	59	23	91	32	59	0	0	0	11	0	0	0	0	0	0	0	0
Porphyromonas endodontalis	0	0	0	0	0	0	157	115	42	218	147	71	371	287	84	446	306	140	14	0	0	16	0	12	11	10	0	10	0	0	0	0	0	0	0	0	10	0	0	15	0	0	18	11	0	24	13	11	0	0	0	0	0	0	10	0	0	11	0	0
Porphyromonas gingivalis	0	0	0	0	0	0	3142	2322	820	3480	2309	1171	939	656	283	1083	713	370	297	121	176	352	121	231	0	0	0	12	0	0	25	11	14	40	10	30	47	25	22	32	11	21	82	32	50	98	30	68	30	25	0	44	21	23	49	27	22	34	14	20
Porphyromonas pasteri	0	0	0	0	0	0	0	0	0	0	0	0	42	32	10	55	36	19	0	0	0	0	0	0	17	15	0	12	10	0	0	0	0	0	0	0	469	282	187	240	112	128	228	134	94	186	88	98	10	0	0	17	10	0	33	23	10	19	14	0
Porphyromonas sp000467855	0	0	0	0	0	0	65	52	13	44	28	16	496	403	93	383	267	116	11	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	131	80	119	59	60	121	85	36	126	44	82	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas sp018127745	0	0	0	0	0	0	0	0	0	0	0	0	205	162	43	119	84	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	185	130	134	61	73	71	37	34	47	18	29	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas sp905372525	0	0	0	0	0	0	0	0	0	13	0	0	1454	1178	276	1338	949	389	30	14	16	51	28	23	72	42	30	90	30	60	0	0	0	0	0	0	947	581	366	653	269	384	194	111	83	163	85	78	36	26	10	47	24	23	0	0	0	0	0	0
Prevotella buccae	0	0	0	0	0	0	301	241	60	313	204	109	200	157	43	210	134	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella conceptionensis	0	0	0	0	0	0	2039	1537	502	2262	1512	750	2256	1713	543	2536	1765	771	21	0	13	29	0	25	0	0	0	0	0	0	0	0	0	0	0	0	442	231	211	473	207	266	214	115	99	293	112	181	37	22	15	35	19	16	19	12	0	0	0	0
Prevotella intermedia	0	0	0	0	0	0	282	212	70	363	249	114	277	194	83	394	275	119	32	16	16	72	21	51	0	0	0	0	0	0	0	0	0	0	0	0	136	74	62	139	55	84	105	67	38	184	63	121	32	18	14	55	34	21	17	0	0	14	0	0
Prevotella koreensis	0	0	0	0	0	0	1163	919	244	1635	1177	458	260	189	71	368	256	112	10	0	0	39	12	27	0	0	0	0	0	0	0	0	0	0	0	0	70	35	35	95	30	65	148	73	75	236	104	132	60	47	13	130	52	78	103	51	52	119	38	81
Prevotella loescheii	0	0	0	0	0	0	856	649	207	1085	752	333	4783	3495	1288	5915	4058	1857	95	42	53	138	42	96	16	0	0	27	10	17	0	0	0	0	0	0	6728	3423	3305	7171	2949	4222	2252	1243	1009	2787	1197	1590	372	215	157	708	321	387	47	26	21	31	13	18
Prevotella maculosa	0	0	0	0	0	0	537	420	117	701	479	222	162	121	41	225	152	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella micans	0	0	0	0	0	0	258	216	42	385	261	124	174	130	44	254	190	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella saccharolytica	0	0	0	0	0	0	393	295	98	645	443	202	1709	1245	464	2599	1860	739	33	14	19	57	17	40	0	0	0	18	0	16	0	0	0	0	0	0	326	180	146	376	172	204	117	70	47	185	75	110	47	21	26	88	39	49	13	0	0	26	13	13
Prevotella shahii	0	0	0	0	0	0	110	72	38	160	107	53	179	137	42	229	149	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	33	47	99	52	47	30	22	0	41	22	19	0	0	0	10	0	0	0	0	0	0	0	0
Prevotella sp905373605	0	0	0	0	0	0	469	320	149	520	334	186	101	66	35	119	76	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	24	20	48	20	28	17	0	10	20	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Propionibacterium acidifaciens	0	0	0	0	0	0	34	28	0	25	13	12	125	102	23	52	34	18	29	19	10	13	0	0	148	120	28	76	44	32	64	36	28	22	0	13	0	0	0	0	0	0	23	15	0	12	0	0	30	24	0	31	24	0	25	19	0	10	0	0
Prosthecochloris vibrioformis	0	0	0	0	0	0	0	0	0	0	0	0	42	38	0	58	46	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	11	0	0	89	72	17	86	51	35	340	302	38	358	280	78	0	0	0	0	0	0
Proteiniphilum sp003712195	0	0	0	0	0	0	258	200	58	406	265	141	46	30	16	95	66	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoduganella guangdongensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2965	1938	1027	1485	573	912
Pseudomonas B oryzihabitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0	0	0	0	0	1905	1848	57	571	452	119	0	0	0	0	0	0
Pseudomonas E anatoliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	717	693	24	436	371	65	0	0	0	0	0	0
Pseudomonas E azotoformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9453	9096	357	5645	4685	960	0	0	0	0	0	0
Pseudomonas E bubulae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	11	11	0	0	0	0	1308	1260	48	644	534	110	14	12	0	10	0	0
Pseudomonas E coleopterorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2253	2195	58	1089	922	167	0	0	0	0	0	0
Pseudomonas E fulva	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804	741	63	78	53	25	0	0	0	0	0	0	23	23	0	14	13	0	0	0	0	0	0	0
Pseudomonas E hunanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	16	0	10	0	10	35	34	0	10	0	0	10	0	0	0	0	0	3173	3073	100	1806	1502	304	258	193	65	105	53	52
Pseudomonas E iridis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1890	1842	48	981	856	125	0	0	0	0	0	0
Pseudomonas E juntendi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	20	0	0	0	0	28	19	0	0	0	0	0	0	0	0	0	0	1683	1631	52	660	529	131	14	12	0	0	0	0
Pseudomonas E paracarnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	1878	1778	100	886	717	169	10	0	0	0	0	0
Pseudomonas E psychrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	23	0	0	0	0	10	0	0	0	0	0	1532	1492	40	805	687	118	0	0	0	0	0	0
Pseudomonas E putida	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1623	1544	79	180	135	45	0	0	0	0	0	0	1454	1400	54	866	740	126	32	25	0	13	0	0
Pseudomonas E sp000416235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884	854	30	450	373	77	0	0	0	0	0	0
Pseudomonas E sp001269815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637	609	28	356	314	42	11	0	0	0	0	0
Pseudomonas E sp002836515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	13	0	0	0	0	0	0	0	0	0	0	7351	7125	226	4436	3776	660	0	0	0	0	0	0
Pseudomonas E sp002843585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4774	4620	154	2241	1897	344	0	0	0	0	0	0
Pseudomonas E sp900583165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	493	21	338	281	57	0	0	0	0	0	0
Psychrobacter faecalis	78	64	14	109	70	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7594	7269	325	2162	1822	340	102	77	25	142	111	31	0	0	0	0	0	0	0	0	0	0	0	0
Psychrobacter sp002377905	24	20	0	22	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699	678	21	172	147	25	22	16	0	29	25	0	0	0	0	0	0	0	0	0	0	0	0	0
Puteibacter caeruleilacunae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	28	0	17	15	0	0	0	0	0	0	0	497	415	82	141	93	48
Pyramidobacter piscolens	0	0	0	0	0	0	433	354	79	307	192	115	522	399	123	356	240	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QFNR01 sp003248485	14	12	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	57	0	108	90	18	391	359	32	488	382	106	41	41	0	36	24	12	187	177	10	68	52	16	249	221	28	254	190	64	0	0	0	0	0	0	99	89	10	76	48	28
RCIZ01 sp016793485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804	737	67	478	332	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rahnella aceris	5759	4020	1739	4005	1752	2253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1257	1223	34	1182	999	183	0	0	0	0	0	0
Rahnella aquatilis	148	98	50	96	52	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855	824	31	755	624	131	0	0	0	0	0	0
Rahnella inusitata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1593	1559	34	1378	1167	211	0	0	0	0	0	0
Rahnella sp004195115	1555	1114	441	1062	456	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35590	34680	910	29521	25107	4414	0	0	0	0	0	0
Rahnella victoriana	1716	1214	502	1026	412	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	89	0	70	61	0	0	0	0	0	0	0
Rhodoferax sp008015235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706	642	64	526	382	144	16	16	0	0	0	0	24	21	0	13	0	0	16	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rickettsia felis	269	174	95	720	273	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia aeria	12	0	0	11	0	0	239	191	48	151	108	43	1641	1283	358	1549	1090	459	15	11	0	14	0	0	70	63	0	43	29	14	0	0	0	0	0	0	783	524	259	361	163	198	6482	4945	1537	2572	1459	1113	3196	2818	378	2084	1438	646	38	29	0	12	0	0
Rothia amarae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	380	30	459	326	133	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia dentocariosa	18	11	0	23	10	13	294	239	55	281	197	84	161	119	42	139	83	56	54	43	11	39	27	12	483	447	36	349	268	81	28	28	0	11	0	0	352	310	42	86	45	41	633	509	124	255	151	104	269	232	37	176	130	46	111	80	31	64	27	37
Rothia kristinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914	826	88	564	359	205	10	10	0	0	0	0	0	0	0	0	0	0	112	86	26	16	0	10	0	0	0	0	0	0	0	0	0	0	0	0
Rouxiella badensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1074	1050	24	951	814	137	0	0	0	0	0	0
Rubrivivax sp001724995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605	547	58	390	275	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rubrivivax sp013822265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1425	1307	118	913	652	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5-A14a sp900112915	0	0	0	0	0	0	142	119	23	336	275	61	52	48	0	121	102	19	67	42	25	137	78	59	0	0	0	0	0	0	19	10	0	36	20	16	0	0	0	15	0	0	31	26	0	60	39	21	17	17	0	50	40	10	0	0	0	0	0	0
SDRW01 sp007845485	0	0	0	0	0	0	754	656	98	1400	1141	259	12240	10576	1664	25399	20862	4537	155	98	57	170	111	59	35	23	12	18	0	10	252	207	45	288	178	110	34	21	13	23	0	16	165	128	37	123	68	55	86	79	0	114	90	24	128	73	55	122	54	68
SSSZ01 sp016720065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710	645	65	688	503	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saccharimonas sp010202265	0	0	0	0	0	0	2130	1851	279	2350	1810	540	5847	5158	689	6620	5250	1370	1043	661	382	1354	816	538	60	41	19	55	25	30	80	68	12	87	49	38	693	536	157	366	236	130	684	530	154	465	297	168	152	128	24	160	122	38	74	48	26	93	51	42
