# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/mapDamage2_ssLibs/input/GOY006.A0102.SG1.5_5M.mapped_n_elongata_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/input/GCF_900453895.1_42925_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	40	174
+	35	311
+	34	351
+	37	206
+	42	182
+	67	11
+	36	243
+	33	342
+	30	498
+	44	137
+	43	161
+	39	169
+	31	445
+	32	400
+	50	60
+	61	14
+	47	92
+	46	104
+	38	223
+	49	73
+	75	9
+	72	5
+	45	117
+	51	56
+	52	54
+	41	127
+	58	24
+	91	4
+	56	40
+	65	21
+	60	21
+	57	23
+	48	69
+	53	45
+	68	10
+	74	3
+	54	36
+	64	20
+	63	14
+	109	1
+	88	2
+	70	8
+	76	5
+	78	6
+	73	3
+	80	4
+	69	11
+	59	22
+	55	34
+	96	1
+	71	8
+	62	13
+	84	3
+	77	2
+	87	1
+	66	8
+	97	1
+	121	1
+	98	1
+	133	1
+	100	1
+	85	1
+	79	3
+	92	1
+	29	1
+	86	4
+	28	1
+	90	1
+	81	2
+	89	1
+	130	1
+	101	1
+	137	1
+	82	2
+	138	1
-	30	456
-	31	416
-	43	139
-	35	291
-	67	7
-	45	128
-	37	218
-	33	348
-	74	6
-	52	44
-	41	136
-	44	127
-	36	238
-	47	87
-	32	419
-	39	184
-	51	50
-	34	329
-	40	162
-	38	202
-	69	9
-	50	52
-	49	64
-	42	157
-	57	38
-	46	99
-	65	14
-	54	32
-	76	6
-	81	3
-	53	45
-	48	92
-	59	16
-	83	3
-	77	6
-	56	38
-	29	5
-	60	16
-	87	3
-	70	9
-	58	17
-	55	31
-	93	1
-	90	2
-	62	8
-	61	16
-	115	2
-	64	18
-	66	11
-	80	4
-	88	2
-	63	12
-	75	7
-	99	3
-	94	2
-	84	2
-	82	2
-	72	7
-	86	4
-	71	3
-	68	4
-	73	3
-	78	3
-	105	1
-	128	1
-	127	1
-	119	1
-	79	1
-	89	1
-	102	1
