pos	5pC>T
1	0.223642172523962
2	0.124327956989247
3	0.0945233265720081
4	0.107336465486086
5	0.0716905635211737
6	0.0843065693430657
7	0.0752990851513019
8	0.0696483441447593
9	0.070937386898299
10	0.0557228915662651
11	0.0539039529565501
12	0.0470893585465332
13	0.0480660908749531
14	0.0483486550902281
15	0.0489902767389678
16	0.0450549450549451
17	0.0485993925075937
18	0.052571860816944
19	0.0423821702594081
20	0.0493827160493827
21	0.0459770114942529
22	0.0476190476190476
23	0.0563521173724575
24	0.0576779026217228
25	0.0529004013133893
