pos	5pC>T
1	0.321375707444493
2	0.21562467813369
3	0.152153987167736
4	0.146514526800268
5	0.133333333333333
6	0.117295263817884
7	0.0958775911281643
8	0.0861917732329994
9	0.0775326721660951
10	0.0688787185354691
11	0.06009385393412
12	0.0578005115089514
13	0.048826800488268
14	0.047701097306611
15	0.0454421397379913
16	0.0391205802357208
17	0.0401526162790698
18	0.0351829880441727
19	0.0352587136183974
20	0.0347197429489468
21	0.033179012345679
22	0.0323736175166794
23	0.0327891094930125
24	0.0306948190865966
25	0.0302500115106589
