# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/out/GOY005.A0101.SG1.2_5M.mapped_a_kilianii_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/input/GCF_963519225.1_ERR9968767_bin.6_MetaWRAP_v1.3_MAG_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	52	819
+	48	1124
+	44	1495
+	51	826
+	33	2301
+	32	2151
+	31	2145
+	46	1245
+	42	1805
+	37	1995
+	41	1561
+	47	1195
+	30	2003
+	79	85
+	66	266
+	39	1716
+	36	1988
+	68	238
+	38	1847
+	54	667
+	40	1683
+	53	802
+	50	991
+	61	381
+	34	2228
+	57	537
+	58	481
+	67	269
+	43	1650
+	45	1391
+	106	22
+	76	265
+	60	356
+	56	556
+	59	434
+	35	2118
+	99	25
+	85	72
+	55	614
+	71	211
+	65	329
+	64	322
+	49	987
+	72	189
+	118	10
+	84	73
+	95	37
+	119	12
+	63	300
+	78	124
+	142	1
+	73	168
+	75	166
+	69	231
+	62	349
+	94	46
+	93	40
+	82	79
+	89	49
+	91	46
+	87	62
+	70	192
+	101	25
+	74	155
+	83	84
+	127	10
+	103	25
+	107	16
+	96	31
+	102	28
+	90	48
+	86	50
+	77	127
+	113	12
+	88	53
+	29	8
+	134	8
+	128	6
+	123	5
+	105	25
+	81	82
+	92	41
+	97	35
+	121	5
+	108	17
+	80	89
+	100	22
+	140	3
+	112	8
+	109	25
+	116	14
+	114	13
+	110	14
+	104	10
+	124	4
+	126	5
+	122	5
+	133	2
+	132	5
+	139	3
+	129	4
+	137	5
+	120	5
+	115	10
+	125	5
+	111	14
+	117	15
+	98	19
+	141	3
+	136	6
+	130	5
+	138	3
+	131	3
+	135	3
-	61	377
-	31	2095
-	35	2128
-	32	2232
-	69	255
-	39	1779
-	41	1516
-	30	2016
-	40	1637
-	33	2178
-	47	1182
-	34	2154
-	70	217
-	58	482
-	44	1523
-	46	1332
-	50	954
-	48	1160
-	49	1076
-	43	1706
-	55	626
-	45	1460
-	37	1961
-	65	303
-	59	423
-	52	789
-	81	88
-	74	166
-	42	1725
-	64	356
-	36	2124
-	38	1845
-	66	318
-	54	687
-	51	878
-	67	290
-	94	50
-	90	58
-	57	508
-	110	25
-	77	113
-	62	320
-	63	331
-	53	782
-	76	248
-	56	553
-	83	66
-	75	150
-	92	47
-	85	57
-	73	175
-	68	243
-	91	53
-	84	69
-	72	209
-	128	5
-	60	397
-	78	107
-	79	89
-	93	27
-	99	27
-	95	39
-	105	26
-	71	162
-	135	7
-	87	46
-	134	2
-	96	37
-	124	6
-	109	14
-	89	39
-	97	39
-	138	6
-	136	4
-	117	13
-	82	69
-	80	75
-	123	9
-	108	20
-	88	44
-	121	15
-	140	6
-	101	24
-	103	24
-	104	30
-	102	25
-	120	7
-	112	18
-	116	10
-	86	62
-	132	10
-	98	24
-	113	11
-	127	2
-	133	5
-	115	9
-	131	2
-	118	6
-	125	5
-	122	7
-	130	7
-	114	16
-	129	6
-	107	15
-	106	22
-	119	7
-	100	25
-	141	2
-	111	12
-	126	9
-	137	3
-	139	2
-	28	1
-	29	1
