pos	3pG>A
1	0.325170188312262
2	0.25288180464398
3	0.192936384586527
4	0.155786206227568
5	0.136471270477939
6	0.123280423280423
7	0.0989828592955359
8	0.0874582169513256
9	0.0797700827141455
10	0.06733133023764
11	0.059888452043522
12	0.0528628249005642
13	0.05093240619497
14	0.0470877036375809
15	0.0407555127676156
16	0.0370969190694332
17	0.0401729418122861
18	0.0347142397351602
19	0.0338631962894583
20	0.0327514846140004
21	0.0332345566446319
22	0.0299393122049899
23	0.0340241402869506
24	0.028967428967429
25	0.0279324509356458
