"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0975707352374929,0.0555808257182318,0.973864973301963,0.515341295454468,0.356119375814227,-707.962305704082
"Std.",0.0013392635337676,0.00166214407676407,0.0228306290081223,0.0122845840244533,0.00683074099138869,1.65130849143527
"Acceptance ratio",0.23236,0.20704,0.23752,0.29048,0.17876,0.72702
"0%",0.0927246420496615,0.0487243224136968,0.840461841945944,0.455102136251879,0.332190202658602,-718.702208931002
"2.5%",0.0949952958704714,0.0522961458531731,0.915099553589785,0.489239404000636,0.342850713577443,-711.995971237825
"5%",0.095372337352978,0.0528597508537672,0.927569348410266,0.494005282856285,0.344804899550267,-711.139712045753
"7.5%",0.0956444275488627,0.0532383742968777,0.936208317731439,0.497440419376734,0.346300925331039,-710.579076464321
"10%",0.095844664388404,0.0535090191162281,0.941686619557648,0.499568880089324,0.347287751921932,-710.173620605761
"12.5%",0.09603114375988,0.0536997444279058,0.946264362264162,0.501320600442927,0.348162796662062,-709.844034911881
"15%",0.0961844427180209,0.0538699914596274,0.950530407710759,0.502800270931561,0.349028619467771,-709.597522839096
"17.5%",0.0963172373738762,0.0540487683713657,0.954089175192482,0.504046291727079,0.349730281409999,-709.384977439498
"20%",0.096436470981408,0.0541950597891766,0.956922987292503,0.505456324554608,0.350306747303734,-709.182794994958
"22.5%",0.0965516502526407,0.0543417069766036,0.959893821397975,0.506602981819658,0.350920937624904,-708.999981157059
"25%",0.0966517723343382,0.0544780925303373,0.96235012212151,0.507614909516932,0.351477407530224,-708.836705349226
"27.5%",0.0967464700806414,0.054605835227817,0.964750326509896,0.508709629446135,0.351962042256489,-708.68243487027
"30%",0.0968465467989683,0.054709538420597,0.966859110139013,0.50964500348695,0.352542084928864,-708.544881456377
"32.5%",0.0969370947997759,0.054828851230346,0.968767558688462,0.510563068429073,0.352923048154724,-708.410356030141
"35%",0.0970305826486845,0.0549262420173131,0.970793985738129,0.511318571176133,0.353467040839927,-708.277937057732
"37.5%",0.097136177681804,0.0550369978083558,0.972656463754143,0.512137104127827,0.353947270847043,-708.164484068172
"40%",0.0972256844829506,0.055145828992146,0.97440771615201,0.512957965546703,0.354392424397568,-708.049194075707
"42.5%",0.09731053024127,0.0552440864210089,0.97605718126104,0.513746255723098,0.354834472869824,-707.93705252361
"45%",0.0973958334486653,0.0553405603691279,0.977673694112303,0.514586683693249,0.355302400256665,-707.832150065275
"47.5%",0.0974846740078178,0.0554675606775539,0.979117757343147,0.515312576280962,0.355674226610015,-707.732534439722
"50%",0.0975675709493893,0.0555682286021495,0.980410187115646,0.515948963529115,0.356111311977323,-707.633939324145
"52.5%",0.097654560928893,0.0556724207739734,0.981665410163275,0.516760150001288,0.356489618164531,-707.535224955032
"55%",0.0977370561122936,0.0557765913660373,0.982891048190259,0.517486296008204,0.356905541761904,-707.4450409172
"57.5%",0.0978288766683583,0.0558816934758588,0.983927828022711,0.518124809604486,0.357345619152517,-707.357916466543
"60%",0.0979169150301654,0.05598021506351,0.985064895027052,0.518894717025463,0.35772714790479,-707.27538120045
"62.5%",0.098004557473226,0.0560919943784201,0.986266437494983,0.519590764517741,0.358176592525968,-707.185761673046
"65%",0.0980932363030335,0.0562044727754297,0.987275669610827,0.520295238907355,0.358760044561449,-707.094504393472
"67.5%",0.0981874897923758,0.056313303598191,0.988391300904057,0.521172041970653,0.359255265962418,-707.003638454626
"70%",0.0982822581557836,0.0564250229271291,0.989541608227713,0.521901002627584,0.359763176072845,-706.918552858493
"72.5%",0.0983764911981924,0.0565523116334304,0.990485717286035,0.522776273784857,0.360301562276736,-706.8308315975
"75%",0.0984816113413139,0.0566722696456282,0.991419712746072,0.52360653187041,0.360789559680244,-706.750876977872
"77.5%",0.0985923001350718,0.0568326730094835,0.992346536435365,0.524502027440743,0.361259666531913,-706.657805052526
"80%",0.0986996625216707,0.0569732080658261,0.993354847108053,0.525521379292862,0.361859086893637,-706.565756307283
"82.5%",0.0988102504583472,0.0571366798865951,0.994176371309343,0.526579204008735,0.36255235416351,-706.46884968372
"85%",0.0989698958651284,0.0572993831736658,0.994959883931391,0.527717401473274,0.363224828808441,-706.374301776318
"87.5%",0.0990990297975572,0.0574888461168276,0.99569699856733,0.529093020353364,0.364057099728819,-706.268059907811
"90%",0.0992830643477052,0.0577189305754464,0.996555919232106,0.530514294078667,0.364919006979582,-706.164047176579
"92.5%",0.0994728046278511,0.0579751497794316,0.997234972979547,0.53222470786991,0.365943263752709,-706.050380171854
"95%",0.0997755809827273,0.058341142742835,0.998048353942667,0.534503820945423,0.367366635761716,-705.920364342806
"97.5%",0.100235571689714,0.0588831592534358,0.999093064400277,0.538042597733149,0.369660318187833,-705.744632737838
"100%",0.102781157039766,0.0633188970412976,0.999990486165108,0.557933523656322,0.382944414191973,-705.229359104231
