pos	5pC>T
1	0.326539654408507
2	0.177282377919321
3	0.0871013802950976
4	0.108283433133733
5	0.0834679590737749
6	0.0797424467558197
7	0.0717319490325625
8	0.0688946015424165
9	0.0618305744888023
10	0.0639777468706537
11	0.0643863179074447
12	0.0512437810945274
13	0.0490825688073395
14	0.0770741286205204
15	0.060546875
16	0.0577264653641208
17	0.0718592964824121
18	0.05819592628516
19	0.0675739089629282
20	0.0643513789581205
21	0.0607247796278159
22	0.0531144374698213
23	0.0648289943848902
24	0.0597746202841744
25	0.0654069767441861
