pos	3pG>A
1	0.0457175925925926
2	0.0473955889253871
3	0.0381258612769867
4	0.0457653866386113
5	0.0287733467945482
6	0.04375
7	0.0460878885316184
8	0.0247279920870425
9	0.0410895660203139
10	0.0424363454817773
11	0.0434577231931979
12	0.0342829550941574
13	0.0423250564334086
14	0.027643064985451
15	0.041329739442947
16	0.0439730988101397
17	0.0310830500242836
18	0.0400552486187845
19	0.0524364406779661
20	0.0411622276029056
21	0.0401146131805158
22	0.0411985018726592
23	0.0331384015594542
24	0.0527325023969319
25	0.0451612903225806
