# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/mapDamage2_ssLibs/input/GOY005.A0103.SG1.4_5M.mapped_l_mirabilis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/input/GCF_900637555.1_51726_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	36	2726
+	31	4803
+	38	2163
+	33	3782
+	32	4500
+	35	3193
+	40	1626
+	30	5247
+	34	3555
+	44	1338
+	46	1012
+	39	1798
+	41	1417
+	42	1653
+	37	2404
+	50	586
+	43	1497
+	51	477
+	55	281
+	48	755
+	49	608
+	53	384
+	56	271
+	84	7
+	69	53
+	45	1099
+	47	880
+	52	444
+	65	97
+	67	69
+	58	173
+	54	333
+	64	130
+	62	119
+	59	163
+	61	109
+	78	15
+	57	203
+	60	150
+	68	63
+	63	82
+	83	9
+	70	40
+	66	76
+	93	2
+	73	35
+	74	31
+	71	44
+	77	12
+	88	3
+	76	19
+	72	34
+	79	16
+	92	2
+	96	2
+	75	39
+	80	19
+	102	3
+	108	3
+	85	8
+	86	6
+	105	1
+	87	3
+	139	1
+	95	3
+	29	20
+	106	2
+	89	2
+	113	2
+	119	2
+	107	1
+	82	11
+	101	2
+	90	5
+	114	1
+	103	2
+	91	1
+	28	2
+	99	3
+	81	11
+	110	1
+	100	2
+	115	1
+	124	1
+	111	1
+	104	1
+	94	1
+	117	1
-	47	917
-	39	1871
-	37	2442
-	30	5122
-	43	1504
-	40	1597
-	31	4688
-	32	4536
-	35	3243
-	34	3619
-	33	3932
-	45	1168
-	67	78
-	38	2155
-	36	2847
-	50	589
-	82	7
-	42	1716
-	44	1354
-	51	453
-	56	240
-	46	959
-	48	678
-	41	1425
-	54	357
-	52	450
-	53	353
-	64	115
-	49	641
-	58	204
-	69	67
-	55	248
-	73	36
-	70	45
-	60	132
-	72	34
-	59	176
-	77	22
-	57	209
-	61	120
-	62	104
-	68	59
-	71	45
-	74	38
-	81	12
-	78	10
-	66	87
-	65	99
-	28	2
-	80	18
-	75	19
-	27	1
-	90	6
-	84	8
-	91	2
-	63	79
-	76	34
-	110	1
-	98	3
-	79	21
-	29	16
-	93	2
-	83	13
-	87	6
-	101	2
-	103	2
-	85	7
-	86	9
-	108	2
-	92	2
-	114	1
-	94	5
-	88	3
-	102	2
-	89	2
-	117	1
-	122	1
-	99	2
-	95	1
-	104	2
-	105	1
-	100	2
-	116	1
-	106	1
