pos	5pC>T
1	0.269725331185603
2	0.157003577573258
3	0.0945644080416977
4	0.10521667631026
5	0.0851474385106672
6	0.0850658247453387
7	0.0670488154404366
8	0.0638396882180147
9	0.0625668767090714
10	0.0505910455074417
11	0.0509554140127389
12	0.0484896896541522
13	0.04372799703539
14	0.0443411919921987
15	0.0457271809489875
16	0.0431988134231506
17	0.0413372811682525
18	0.0415850400712378
19	0.0404285048905449
20	0.0462439360450096
21	0.0456881442533345
22	0.0458197877691222
23	0.0519943634429011
24	0.0554713729684761
25	0.0560939247111442
