pos	5pC>T
1	0.268996960486322
2	0.141215106732348
3	0.066427289048474
4	0.0608228980322004
5	0.0608695652173913
6	0.0544464609800363
7	0.037037037037037
8	0.021558872305141
9	0.0372340425531915
10	0.0373514431239389
11	0.0307167235494881
12	0.0258620689655172
13	0.0387722132471729
14	0.0263565891472868
15	0.0209003215434084
16	0.0299500831946755
17	0.0317460317460317
18	0.0269814502529511
19	0.0391517128874388
20	0.0359375
21	0.0183639398998331
22	0.0229508196721311
23	0.0261011419249592
24	0.0279232111692845
25	0.015817223198594
