# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/out/FUM003.A0101.SG1.1_5M.mapped_n_elongata_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/input/GCF_900453895.1_42925_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	39	32
+	71	2
+	30	75
+	40	29
+	36	35
+	45	31
+	46	28
+	33	56
+	32	62
+	38	46
+	34	50
+	41	18
+	31	91
+	59	9
+	61	8
+	43	30
+	35	45
+	122	1
+	37	39
+	54	8
+	50	15
+	49	22
+	48	21
+	47	15
+	53	17
+	44	22
+	55	15
+	51	16
+	94	1
+	42	39
+	57	8
+	96	1
+	68	7
+	76	10
+	52	14
+	56	7
+	74	2
+	93	3
+	63	7
+	80	1
+	66	3
+	102	1
+	58	8
+	79	3
+	136	1
+	65	4
+	83	1
+	72	1
+	69	1
+	97	1
+	89	1
+	67	2
+	60	3
+	108	2
+	105	1
+	64	6
+	73	1
+	90	1
+	77	1
+	75	1
+	82	1
+	88	1
+	86	2
+	85	1
+	62	1
+	87	1
+	104	1
+	81	1
+	92	1
-	34	59
-	61	4
-	40	30
-	47	17
-	36	49
-	32	73
-	37	39
-	73	2
-	48	21
-	30	92
-	43	36
-	35	58
-	33	59
-	44	26
-	46	32
-	38	37
-	52	14
-	42	44
-	31	70
-	54	9
-	51	17
-	49	18
-	45	14
-	41	27
-	59	7
-	39	32
-	55	13
-	68	4
-	75	5
-	101	1
-	56	9
-	90	1
-	53	11
-	27	1
-	66	3
-	63	4
-	82	2
-	67	2
-	60	7
-	50	12
-	57	8
-	71	5
-	76	6
-	78	3
-	62	2
-	69	2
-	81	1
-	74	2
-	89	1
-	64	3
-	72	2
-	65	5
-	105	1
-	80	1
-	84	1
-	112	1
-	58	3
-	77	2
-	114	1
-	121	1
-	86	2
-	83	2
-	70	1
-	88	1
-	92	1
-	108	1
