# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/mapDamage2_dsLibs/input/FUM003.A0101.SG1.1_5M.mapped_a_dentalis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/input/GCF_000429225.1_ASM42922v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	52	153
+	36	426
+	73	26
+	49	191
+	66	51
+	60	57
+	40	240
+	42	352
+	31	613
+	30	573
+	58	74
+	34	503
+	55	111
+	88	10
+	53	132
+	44	291
+	37	335
+	47	214
+	38	315
+	41	223
+	71	25
+	45	217
+	70	35
+	51	141
+	83	7
+	50	159
+	35	424
+	43	333
+	32	538
+	54	100
+	48	202
+	64	54
+	76	84
+	91	6
+	33	568
+	46	264
+	106	3
+	67	48
+	65	60
+	39	275
+	74	31
+	59	65
+	80	9
+	28	6
+	56	72
+	29	10
+	94	5
+	57	78
+	77	19
+	69	42
+	84	7
+	62	44
+	99	3
+	75	26
+	61	47
+	87	12
+	63	47
+	68	28
+	72	26
+	116	4
+	81	13
+	90	9
+	114	3
+	92	4
+	93	7
+	95	7
+	96	3
+	79	11
+	86	3
+	78	16
+	115	3
+	104	3
+	126	2
+	85	8
+	82	12
+	111	5
+	97	2
+	124	1
+	121	1
+	110	2
+	89	7
+	103	5
+	138	1
+	122	2
+	133	1
+	131	1
+	107	1
+	109	1
+	98	4
+	108	4
+	101	2
+	129	1
+	117	1
+	102	1
+	105	1
+	120	1
-	43	340
-	48	194
-	36	411
-	38	301
-	61	60
-	37	357
-	51	144
-	47	219
-	76	79
-	58	76
-	64	78
-	44	304
-	31	602
-	45	264
-	34	491
-	70	34
-	46	232
-	33	527
-	111	4
-	57	68
-	55	103
-	65	54
-	41	211
-	78	21
-	42	382
-	35	432
-	30	619
-	32	544
-	40	265
-	62	56
-	53	120
-	79	15
-	50	167
-	84	17
-	49	184
-	39	271
-	75	34
-	63	40
-	60	63
-	59	72
-	67	58
-	56	87
-	71	35
-	69	46
-	52	116
-	54	85
-	29	7
-	66	50
-	94	9
-	68	40
-	74	21
-	73	22
-	72	32
-	82	8
-	97	14
-	88	5
-	81	14
-	124	1
-	80	13
-	77	15
-	93	6
-	83	8
-	99	5
-	87	7
-	125	1
-	91	8
-	98	7
-	100	4
-	95	6
-	92	8
-	112	3
-	96	4
-	132	2
-	103	7
-	113	1
-	90	6
-	114	4
-	104	1
-	126	1
-	115	2
-	86	8
-	85	5
-	105	3
-	108	1
-	120	1
-	117	3
-	121	2
-	138	1
-	118	1
-	129	1
-	89	4
-	133	1
-	137	2
-	28	1
-	122	2
-	123	1
-	131	1
-	119	1
-	110	1
-	141	1
-	109	1
-	101	1
