pos	5pC>T
1	0.285401779203733
2	0.146315946794201
3	0.0701838529176659
4	0.0603476549688422
5	0.047750764303392
6	0.0426610003269042
7	0.0307716836734694
8	0.0349600456621005
9	0.0312349831811629
10	0.0306513409961686
11	0.030977312390925
12	0.0338822039265358
13	0.0289578361177407
14	0.0295091406362459
15	0.0233185279187817
16	0.0231085786641342
17	0.025533756491633
18	0.0264373307851569
19	0.0252961895613192
20	0.0270231003922708
21	0.0240369309137217
22	0.0214951793899162
23	0.0215178831055539
24	0.021548930654569
25	0.0196747967479675
