pos	3pG>A
1	0.269643119400793
2	0.150999701581617
3	0.0735154017148301
4	0.0547657512116317
5	0.0495423507191632
6	0.0443940375891121
7	0.03125
8	0.0327683615819209
9	0.0326711541618782
10	0.0296828620528042
11	0.0290350128095645
12	0.025296442687747
13	0.0279374201787995
14	0.0302295736489377
15	0.0264879527684698
16	0.0308315166614762
17	0.0292821606254442
18	0.02576
19	0.0222222222222222
20	0.0252857142857143
21	0.0220896485004837
22	0.0253783102143758
23	0.0257225433526012
24	0.0225480920845159
25	0.0175495089357591
