"","Position","C.T","G.A"
"1",1,0.769733560343161,0.304666611669137
"2",2,0.64987538551289,0.245906951839208
"3",3,0.509186681034307,0.181911850605628
"4",4,0.369571153142459,0.123844208588701
"5",5,0.249119492270534,0.0814465538021024
"6",6,0.157225224649267,0.0535641659691656
"7",7,0.094373957454031,0.0352883369768404
"8",8,0.055039795794837,0.0228864638572824
"9",9,0.0317687262866679,0.014494636825094
"10",10,0.0181281079204159,0.00924242199003592
"11",11,0.0102036780078422,0.00604839341434838
"12",12,0.0057773440289261,0.00398166021352247
"13",-12,0.00395330883013686,0.00580727857399121
"14",-11,0.00600728580470841,0.0102483101574106
"15",-10,0.00935364481548241,0.018026944311694
"16",-9,0.0146207446186269,0.0316626524906894
"17",-8,0.0225489617973818,0.0553841751164407
"18",-7,0.0342947629171769,0.0952992625689343
"19",-6,0.0514362475138632,0.158990501137533
"20",-5,0.0762192132294421,0.252702092687882
"21",-4,0.111106976810471,0.376164725447748
"22",-3,0.156956080935435,0.517928129857179
"23",-2,0.209691095037702,0.657339262411761
"24",-1,0.263779557736747,0.774032197206605
