pos	3pG>A
1	0.217579001899499
2	0.160053414727203
3	0.110971847281142
4	0.0966398485565547
5	0.0807942172202397
6	0.0725722406442444
7	0.0572926596758818
8	0.0558900170725133
9	0.0471408647140865
10	0.0404750593824228
11	0.0373282718727404
12	0.0322281904056307
13	0.0348956871550192
14	0.0329394915861081
15	0.0315265486725664
16	0.0300884955752212
17	0.0282556377573759
18	0.0273329652125897
19	0.0238028036503904
20	0.0284321689683184
21	0.0229810197245999
22	0.0238050075872534
23	0.0261563876651982
24	0.0263623660922217
25	0.0236460717009916
