pos	5pC>T
1	0.42735648476258
2	0.266610597140454
3	0.116724738675958
4	0.145695364238411
5	0.0781512605042017
6	0.102852203975799
7	0.0750853242320819
8	0.0600522193211488
9	0.065198983911939
10	0.0590614886731392
11	0.059349593495935
12	0.0597643097643098
13	0.0504403522818255
14	0.0482758620689655
15	0.0399659863945578
16	0.0479041916167665
17	0.0399673735725938
18	0.0495382031905961
19	0.0497991967871486
20	0.0462046204620462
21	0.0570497147514262
22	0.0456
23	0.0527156549520767
24	0.0560828300258844
25	0.0608333333333333
