pos	3pG>A
1	0.0230460921843687
2	0.0331447049312854
3	0.0179238237490665
4	0.0353143841515935
5	0.0183246073298429
6	0.0295909486510009
7	0.0262206148282098
8	0.0203720106288751
9	0.0291181364392679
10	0.0246350364963504
11	0.0173761946133797
12	0.024390243902439
13	0.0364583333333333
14	0.0228728270814273
15	0.0200160128102482
16	0.0253054101221641
17	0.0201511335012594
18	0.0275590551181102
19	0.0300813008130081
20	0.0237691001697793
21	0.0241935483870968
22	0.0212954747116238
23	0.0216486261448793
24	0.026578073089701
25	0.039198606271777
