"","Position","C.T","G.A"
"1",1,0.94771362992096,0
"2",2,0.924875843093168,0
"3",3,0.895867256948296,0
"4",4,0.861850121707365,0
"5",5,0.825499627532578,0
"6",6,0.790306665554333,0
"7",7,0.759333465387331,0
"8",8,0.734273097478838,0
"9",9,0.715337675096252,0
"10",10,0.701755821100468,0
"11",11,0.692373202974547,0
"12",12,0.686058438847057,0
"13",-12,0.686058438847057,0
"14",-11,0.692373202974547,0
"15",-10,0.701755821100468,0
"16",-9,0.715337675096252,0
"17",-8,0.734273097478838,0
"18",-7,0.759333465387331,0
"19",-6,0.790306665554333,0
"20",-5,0.825499627532578,0
"21",-4,0.861850121707365,0
"22",-3,0.895867256948296,0
"23",-2,0.924875843093168,0
"24",-1,0.94771362992096,0
