pos	3pG>A
1	0.432932932932933
2	0.272615384615385
3	0.165692007797271
4	0.127133608004709
5	0.0936454849498328
6	0.0822328931572629
7	0.0683229813664596
8	0.057372654155496
9	0.0549386323787259
10	0.0422691879866518
11	0.0362750406063887
12	0.0371004566210046
13	0.0373831775700935
14	0.0361067503924647
15	0.0321686078757626
16	0.0324499729583559
17	0.0318602261048304
18	0.0332778702163062
19	0.0281995661605206
20	0.0276722734671731
21	0.0239420935412027
22	0.027027027027027
23	0.0239782016348774
24	0.0243626062322946
25	0.0194174757281553
