# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/out/FUM002.A0101.SG1.1_5M.mapped_n_elongata_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/input/GCF_900453895.1_42925_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	41	91
+	36	147
+	50	43
+	54	38
+	45	93
+	30	213
+	61	25
+	51	47
+	33	192
+	31	220
+	38	126
+	47	66
+	56	29
+	46	74
+	39	144
+	40	108
+	34	172
+	44	102
+	35	166
+	75	6
+	78	4
+	37	159
+	64	14
+	88	3
+	65	15
+	97	2
+	73	6
+	53	49
+	32	192
+	58	20
+	43	103
+	60	14
+	82	4
+	48	70
+	76	7
+	71	14
+	55	32
+	42	131
+	85	5
+	52	40
+	69	7
+	87	1
+	72	5
+	67	16
+	57	24
+	66	15
+	49	47
+	68	3
+	62	18
+	90	3
+	80	5
+	59	17
+	77	4
+	81	4
+	70	4
+	29	3
+	84	3
+	63	12
+	79	5
+	139	1
+	98	1
+	103	1
+	95	2
+	92	1
+	83	3
+	94	1
+	93	2
+	126	1
+	74	2
+	89	1
+	86	1
+	99	1
+	123	1
+	118	1
+	133	1
+	101	1
-	59	23
-	42	121
-	56	33
-	35	173
-	38	130
-	52	50
-	63	14
-	31	225
-	57	19
-	76	12
-	34	179
-	36	169
-	39	109
-	30	230
-	41	97
-	49	57
-	75	2
-	32	199
-	44	95
-	43	107
-	68	14
-	33	181
-	40	98
-	67	8
-	48	69
-	37	148
-	45	92
-	60	17
-	51	44
-	50	46
-	73	10
-	55	29
-	47	57
-	54	27
-	46	83
-	64	8
-	89	3
-	79	3
-	104	2
-	74	9
-	53	21
-	82	2
-	58	32
-	66	10
-	91	1
-	61	21
-	85	4
-	62	6
-	90	1
-	86	1
-	78	6
-	110	2
-	70	15
-	65	12
-	99	1
-	71	8
-	80	1
-	69	7
-	72	8
-	81	3
-	93	3
-	126	1
-	109	1
-	83	1
-	29	2
-	130	1
-	94	2
-	77	1
-	122	1
-	140	1
-	114	1
-	84	1
-	87	1
-	139	1
