"","Position","C.T","G.A"
"1",1,0.92748175757579,0.424667226033021
"2",2,0.893402042324274,0.507882477940839
"3",3,0.847059376487667,0.510429865227224
"4",4,0.788772669702746,0.473059602734654
"5",5,0.721802730484234,0.410370371163417
"6",6,0.649385288465851,0.340077531674543
"7",7,0.572376386369208,0.282582606843129
"8",8,0.49034128821848,0.250095477807621
"9",9,0.409251044820298,0.232145124709298
"10",10,0.341280364795391,0.212618877774896
"11",11,0.291665048930659,0.189437038875826
"12",12,0.255212436978511,0.169786825131766
"13",-12,0.153146191233089,0.268600057330479
"14",-11,0.170151732032514,0.306341296489515
"15",-10,0.19579880949777,0.35331455519928
"16",-9,0.227283083125045,0.412993881633561
"17",-8,0.261303085153631,0.486110868428774
"18",-7,0.295291393820411,0.568872543961258
"19",-6,0.333294838575388,0.652350209102924
"20",-5,0.379776877741765,0.729088447232176
"21",-4,0.413904321853756,0.797802846977833
"22",-3,0.423782586945688,0.854593197214801
"23",-2,0.397707037930362,0.897997491574069
"24",-1,0.298549218527619,0.92949693761852
